VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
STATE ONLY,36.0,18.0,25.0,THIRD CALL,25-29,ASIAN,,NADER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,OTHER,NONE,BOTHDID,WORSE,DIS/UNFAV,YES,INDEPEND,OVER500K,COLGRAD,ELSE,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,18-29,25-29,IND/OTHER,25-29,OTHER,NEITHER,BOTH,ISSUES,,,,OMITS,0.443
STATE ONLY,36.0,18.0,26.0,THIRD CALL,25-29,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,NO,CLINTON,ME,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,YES,OMITS,0.35100000000000003
STATE ONLY,36.0,18.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,MEANDSOMEONE,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,OVER500K,HSGRAD,ELSE,MORETHAN1AWK,30-50K,YES,NO,,18-64,OTHRPROGRAMS,STATE,COMPLETE,CUYAHOGA,30-44,40-49,DEMOCRAT,40-49,OTHER,BOTH,BOTH,ISSUES,,,NO,SUPPORT,0.20700000000000002
STATE ONLY,36.0,18.0,28.0,THIRD CALL,25-29,BLACK,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,NOVOTE,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,,OVER500K,HSGRAD,NONE,NEVER,LESS15K,NO,NO,,18-64,OTHRPROGRAMS,STATE,COMPLETE,CUYAHOGA,18-29,25-29,,25-29,NONE,BOTH,BOTH,ISSUES,,,NO,SUPPORT,0.23800000000000002
STATE ONLY,36.0,18.0,29.0,THIRD CALL,18-24,BLACK,MALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,EDUCATION,EXPERIENCE,NO,NOVOTE,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,HSGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,18-29,18-24,DEMOCRAT,18-24,NONE,BOTH,OMITS,PERSONALQUAL,,,NO,OPPOSE,0.402
STATE ONLY,36.0,18.0,30.0,THIRD CALL,30-39,BLACK,MALE,BUSH,DEWINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,TAXES,CARES,NO,OMITS,MEANDSOMEONE,GOREDID,OMITS,,,,OVER500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CUYAHOGA,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,YES,OPPOSE,0.219
STATE ONLY,36.0,18.0,31.0,THIRD CALL,30-39,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,MEANDSOMEONE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,SUPPORT,0.26
STATE ONLY,36.0,18.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,TAXES,STRONGLEADER,YES,CLINTON,MEANDSOMEONE,GOREDID,SAME,APP/FAV,NO,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,NEITHER,PERSONALQUAL,,,YES,SUPPORT,0.20700000000000002
STATE ONLY,36.0,18.0,33.0,THIRD CALL,25-29,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,YES,CLINTON,MEANDSOMEONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CUYAHOGA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,YES,SUPPORT,0.35100000000000003
STATE ONLY,36.0,18.0,34.0,THIRD CALL,25-29,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,YES,CLINTON,ME,GOREDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CUYAHOGA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,SUPPORT,0.35100000000000003
STATE ONLY,36.0,18.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,YES,CLINTON,SOMEONEELSE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,SUPPORT,0.20700000000000002
STATE ONLY,36.0,18.0,36.0,THIRD CALL,18-24,ASIAN,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,NO,NOVOTE,ME,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,COLGRAD,NONE,NEVER,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CUYAHOGA,18-29,18-24,REPUBLICAN,18-24,NONE,BOTH,ONLYBUSH,ISSUES,,,YES,OPPOSE,0.443
STATE ONLY,36.0,18.0,37.0,THIRD CALL,40-44,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CUYAHOGA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,YES,SUPPORT,0.26
STATE ONLY,36.0,18.0,38.0,THIRD CALL,30-39,BLACK,MALE,GORE,CELESTE,APPROVE,OMITS,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,ME,GOREDID,BETTER,OMITS,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,SUPPORT,0.26
STATE ONLY,36.0,18.0,39.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,EXPERIENCE,YES,CLINTON,SOMEONEELSE,GOREDID,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,CUYAHOGA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,YES,SUPPORT,0.20700000000000002
STATE ONLY,36.0,18.0,40.0,THIRD CALL,40-44,HISP,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,OMITS,CLINTON,ME,GOREDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,OMITS,0.26
STATE ONLY,36.0,18.0,41.0,THIRD CALL,30-39,HISP,FEMALE,NADER,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,TAXES,STRONGLEADER,NO,OTHER,NONE,BOTHDID,SAME,APP/FAV,YES,INDEPEND,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,NO,SUPPORT,0.114
STATE ONLY,36.0,18.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,DOLE,ME,GOREDID,BETTER,DIS/UNFAV,YES,ELSE,OVER500K,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CUYAHOGA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,ONLYBUSH,ISSUES,,,YES,SUPPORT,0.24
STATE ONLY,36.0,18.0,43.0,THIRD CALL,,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,EXPERIENCE,OMITS,CLINTON,,OMITS,BETTER,APP/FAV,,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,OMITS,,,YES,CONSERV,,REDUCNATDEBT,STATE,COMPLETE,CUYAHOGA,,,DEMOCRAT,,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,,SUPPORT,0.26
STATE ONLY,36.0,18.0,44.0,THIRD CALL,50-59,BLACK,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,ME,GOREDID,SAME,APP/FAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.26
NATIONAL WHITE,36.0,21.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,,,,,0.6990000000000001
NATIONAL WHITE,36.0,21.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NO,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,ISSUES,,,,,0.869
NATIONAL WHITE,36.0,21.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,DOLE,NONE,,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,,,,,0.869
NATIONAL YELLOW,36.0,21.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,ELSE,NEVER,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,REPUBLICAN,40-49,OTHER,,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,,,0.869
NATIONAL YELLOW,36.0,21.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,YES,OTHER,SOMEONEELSE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,ISSUES,HEALTHCARE,STRONGLEADER,,,0.869
NATIONAL YELLOW,36.0,21.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,HONEST,,,0.869
NATIONAL GREY,36.0,21.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,REPUBLICAN,65+,,ONLYBUSH,ONLYGORE,,,,NO,SUPPORT,1.067
NATIONAL GREY,36.0,21.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,65+,SOCIALSECURI,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,REPUBLICAN,65+,,ONLYBUSH,NEITHER,,,,YES,OPPOSE,1.067
NATIONAL GREY,36.0,21.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,DEWINE,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,DEMOCRAT,65+,,ONLYGORE,ONLYBUSH,,,,YES,SUPPORT,1.165
NATIONAL PINK,36.0,21.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,PROTESTANT,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,,,,,,0.869
NATIONAL PINK,36.0,21.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,REPUBLCN,SUBURBS,,CATHOLIC,,75-100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,,,,,,0.8240000000000001
NATIONAL PINK,36.0,21.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,OTHERCHRIST,,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.869
NATIONAL WHITE,36.0,21.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,ISSUES,,,,,0.6990000000000001
NATIONAL WHITE,36.0,21.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,ME,,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,IND/OTHER,40-49,OTHER,,,PERSONALQUAL,,,,,0.6990000000000001
NATIONAL WHITE,36.0,21.0,15.0,SECOND CALL,75+,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,NONE,,WORSE,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,ISSUES,,,,,1.165
NATIONAL WHITE,36.0,21.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,,,,,0.6990000000000001
NATIONAL WHITE,36.0,21.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,,SAME,APP/UNFAV,NO,ELSE,SUBURBS,NOHS,NONE,MORETHAN1AWK,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,IND/OTHER,50-64,NONE,,,PERSONALQUAL,,,,,0.8240000000000001
NATIONAL YELLOW,36.0,21.0,18.0,SECOND CALL,30-39,BLACK,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,NONE,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,REPUBLICAN,30-39,NONE,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,,,0.799
NATIONAL YELLOW,36.0,21.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,NO,DOLE,SOMEONEELSE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,PERSONALQUAL,EDUCATION,STRONGLEADER,,,0.869
NATIONAL YELLOW,36.0,21.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CELESTE,APPROVE,OMITS,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,NONE,,BETTER,OMITS,NO,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,PERSONALQUAL,ECON/JOBS,GOODJUDGMENT,,,1.016
NATIONAL YELLOW,36.0,21.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,EDUCATION,HONEST,,,0.6990000000000001
NATIONAL YELLOW,36.0,21.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,NONE,,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,ECON/JOBS,GOODJUDGMENT,,,0.9500000000000001
NATIONAL GREY,36.0,21.0,23.0,SECOND CALL,45-49,WHITE,MALE,NADER,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,POSTGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,REPUBLICAN,40-49,,ONLYBUSH,ONLYGORE,,,,NO,OPPOSE,0.642
NATIONAL GREY,36.0,21.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CUYAHOGA,45-59,50-59,IND/OTHER,50-64,,BOTH,BOTH,,,,YES,OPPOSE,0.869
NATIONAL GREY,36.0,21.0,25.0,SECOND CALL,75+,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BUSHDID,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,15-30K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,IND/OTHER,65+,,ONLYGORE,NEITHER,,,,YES,SUPPORT,1.016
NATIONAL GREY,36.0,21.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,NEITHERDID,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,ONLYBUSH,,,,NO,SUPPORT,0.8240000000000001
NATIONAL GREY,36.0,21.0,27.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,REPUBLICAN,30-39,,BOTH,ONLYGORE,,,,YES,OPPOSE,0.869
NATIONAL PINK,36.0,21.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,OTHER,,,,,SUBURBS,,,NO,,NONE,,,,NO,INDEPEND,SUBURBS,,NONE,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,IND/OTHER,30-39,NONE,,,,,,,,2.016
NATIONAL PINK,36.0,21.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,NO,INDEPEND,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,,0.923
NATIONAL PINK,36.0,21.0,30.0,SECOND CALL,30-39,WHITE,MALE,GORE,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,DEMOCRAT,SUBURBS,,NONE,,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,30-39,DEMOCRAT,30-39,NONE,,,,,,,,1.182
NATIONAL PINK,36.0,21.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,NO,INDEPEND,SUBURBS,,CATHOLIC,,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CUYAHOGA,60+,60+,IND/OTHER,50-64,CATHOLIC,,,,,,,,0.857
NATIONAL PINK,36.0,21.0,32.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,DEMOCRAT,SUBURBS,,CATHOLIC,,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CUYAHOGA,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,,,0.6990000000000001
