VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,FORCANNY,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,UNFAIRNY,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CARPETBG,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,33.0,30.0,20.0,SECOND CALL,60-64,BLACK,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,BOTHDID,INDEPEND,SUBURBS,COLGRAD,NONE,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,IND/OTHER,50-64,NO,BLACK,NONE,ONLYGORE,ONLYGORE,ISSUES,,,0.809
STATE ONLY,33.0,30.0,21.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CLINTON,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,FORCAND,CLINTON,ME,SAME,APP/FAV,YES,LAZIODID,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.655
STATE ONLY,33.0,30.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,TAXES,GOODJUDGMENT,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,BOTHDID,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,65+,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.796
STATE ONLY,33.0,30.0,23.0,SECOND CALL,18-24,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,AGNOPPS,NOVOTE,SOMEONEELSE,SAME,APP/UNFAV,NO,BOTHDID,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.705
STATE ONLY,33.0,30.0,24.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,AGNOPPS,DOLE,NONE,WORSE,DIS/FAV,NO,CLINTONDID,ELSE,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,CONSERV,65+,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.762
STATE ONLY,33.0,30.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,FORCAND,CLINTON,MEANDSOMEONE,BETTER,APP/FAV,NO,LAZIODID,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.796
STATE ONLY,33.0,30.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,NO,LAZIODID,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,65+,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.796
STATE ONLY,33.0,30.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,NO,CLINTONDID,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,0.602
STATE ONLY,33.0,30.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,FORCAND,DOLE,NONE,BETTER,DIS/UNFAV,NO,BOTHDID,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.602
STATE ONLY,33.0,30.0,29.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,YES,BOTHDID,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,SOMEWHATCONC,STATE,COMPLETE,URBANUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYBUSH,ISSUES,,,0.664
STATE ONLY,33.0,30.0,30.0,THIRD CALL,18-24,WHITE,MALE,GORE,LAZIO,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,HONEST,FORCAND,NOVOTE,NONE,SAME,APP/FAV,YES,CLINTONDID,ELSE,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.715
STATE ONLY,33.0,30.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,LAZIODID,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.629
STATE ONLY,33.0,30.0,32.0,THIRD CALL,50-59,HISP,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,FORCAND,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,NEITHERDID,DEMOCRAT,SUBURBS,POSTGRAD,NONE,OMITS,75-100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,DEMOCRAT,50-64,YES,BLACK,NONE,BOTH,ONLYBUSH,ISSUES,,,0.64
STATE ONLY,33.0,30.0,33.0,THIRD CALL,30-39,WHITE,MALE,NADER,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,FORCAND,CLINTON,NONE,SAME,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,NEVER,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.302
STATE ONLY,33.0,30.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,FORCAND,DOLE,ME,SAME,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.664
STATE ONLY,33.0,30.0,35.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,FORCAND,CLINTON,ME,SAME,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,0.6950000000000001
STATE ONLY,33.0,30.0,36.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,AGNOPPS,DOLE,NONE,WORSE,DIS/UNFAV,YES,BOTHDID,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.664
STATE ONLY,33.0,30.0,37.0,THIRD CALL,18-24,OTHER,FEMALE,GORE,CLINTON,DISAPPR,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,NOVOTE,NONE,SAME,DIS/FAV,NO,NEITHERDID,INDEPEND,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAMONTH,LESS15K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,18-29,18-24,IND/OTHER,18-24,NO,OTHER,OTHER,BOTH,BOTH,ISSUES,,,0.639
STATE ONLY,33.0,30.0,38.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,LAZIODID,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,0.796
STATE ONLY,33.0,30.0,39.0,THIRD CALL,75+,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,NO,LAZIODID,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,65+,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,0.796
STATE ONLY,33.0,30.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,0.629
STATE ONLY,33.0,30.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,AGNOPPS,PEROT,SOMEONEELSE,BETTER,DIS/UNFAV,YES,BOTHDID,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.704
STATE ONLY,33.0,30.0,42.0,THIRD CALL,40-44,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.6950000000000001
STATE ONLY,33.0,30.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLINTON,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,DIS/UNFAV,YES,OMITS,,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,,NO,YES,LIBERAL,18-64,OMITS,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,45-59,40-49,,40-49,NO,WHITE,PROT/CHRIST,OMITS,OMITS,ISSUES,,,0.629
STATE ONLY,33.0,30.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,FORCAND,DOLE,NONE,BETTER,DIS/UNFAV,NO,BOTHDID,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,0.602
STATE ONLY,33.0,30.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,NEITHERDID,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.629
STATE ONLY,33.0,30.0,46.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,WOULDNOTVOTE,MORE,SUBURBS,TAXES,LIKEABLE,AGNOPPS,DOLE,NONE,BETTER,APP/UNFAV,NO,BOTHDID,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,NEVER,75-100K,YES,NO,CONSERV,65+,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.842
STATE ONLY,33.0,30.0,47.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,FORCAND,OTHER,SOMEONEELSE,BETTER,APP/FAV,YES,OMITS,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,0.664
STATE ONLY,33.0,31.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,AGNOPPS,CLINTON,NONE,BETTER,APP/UNFAV,YES,BOTHDID,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.868
STATE ONLY,33.0,31.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,FORCAND,DOLE,NONE,BETTER,DIS/UNFAV,YES,BOTHDID,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,OMITS,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.786
STATE ONLY,33.0,31.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAZIO,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,OMITS,AGNOPPS,OMITS,NONE,BETTER,OMITS,YES,OMITS,REPUBLCN,SUBURBS,POSTGRAD,,OMITS,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,ONLYBUSH,ONLYGORE,ISSUES,,,0.868
STATE ONLY,33.0,31.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,OMITS,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,GOODJUDGMENT,FORCAND,CLINTON,ME,BETTER,OMITS,YES,LAZIODID,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,ONLYGORE,NEITHER,ISSUES,,,0.8210000000000001
STATE ONLY,33.0,31.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CLINTON,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,NEITHERDID,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,BOTH,NEITHER,ISSUES,,,0.775
STATE ONLY,33.0,31.0,6.0,FIRST CALL,65-74,WHITE,MALE,NADER,CLINTON,OMITS,OMITS,OMITS,MORE,SUBURBS,OMITS,HONEST,OMITS,DOLE,NONE,WORSE,OMITS,NO,BOTHDID,,SUBURBS,,,OMITS,,YES,NO,,65+,OMITS,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,,65+,,WHITE,,NEITHER,BOTH,PERSONALQUAL,,,0.499
STATE ONLY,33.0,31.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,YES,NEITHERDID,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.868
STATE ONLY,33.0,31.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,LAZIO,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,AGNOPPS,PEROT,ME,BETTER,DIS/UNFAV,YES,BOTHDID,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,75-100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,URBANUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,NEITHER,BOTH,PERSONALQUAL,,,0.363
STATE ONLY,33.0,31.0,9.0,FIRST CALL,45-49,WHITE,MALE,NADER,OTHER,OMITS,OMITS,OMITS,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,FORCAND,OMITS,NONE,OMITS,,,BOTHDID,,SUBURBS,,,OMITS,,,,,18-64,OMITS,VERYCONC,STATE,NOTCOMPLETE,URBANUPSTATE,45-59,40-49,,40-49,NO,WHITE,,OMITS,OMITS,OMITS,,,0.5710000000000001
STATE ONLY,33.0,31.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,BOTHDID,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.8210000000000001
STATE ONLY,33.0,31.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.8210000000000001
STATE ONLY,33.0,31.0,12.0,FIRST CALL,30-39,WHITE,MALE,NADER,LAZIO,OMITS,UNFAVORABLE,OMITS,OMITS,SUBURBS,OMITS,COMPLEXISSUE,AGNOPPS,PEROT,NONE,WORSE,OMITS,YES,NEITHERDID,INDEPEND,SUBURBS,,CATHOLIC,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,OMITS,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,NEITHER,BOTH,ISSUES,,,0.4
STATE ONLY,33.0,31.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,BOTHDID,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.8210000000000001
STATE ONLY,33.0,31.0,14.0,FIRST CALL,75+,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,AGNOPPS,DOLE,NONE,SAME,DIS/UNFAV,NO,CLINTONDID,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,65+,OMITS,VERYCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.099
STATE ONLY,33.0,31.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,OMITS,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,NO,BOTHDID,INDEPEND,SUBURBS,POSTGRAD,,AFEWAYEAR,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,URBANUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,,BOTH,BOTH,ISSUES,,,0.996
STATE ONLY,33.0,31.0,16.0,SECOND CALL,50-59,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,BOTHDID,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,URBANUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.908
STATE ONLY,33.0,31.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,COMPLEXISSUE,FORCAND,DOLE,NONE,BETTER,APP/FAV,YES,BOTHDID,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,URBANUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.868
