VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,GOV98MN,PARTYID,ISQUASEN,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,UNFAIRMN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,24.0,19.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,DAYTON,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,OMITS,HONEST,OTHER,MEANDSOMEONE,BETTER,APP/FAV,NO,VENTURA,INDEPEND,PERSONALQUAL,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,TWINCTYMETRO,45-59,50-59,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,NEITHER,BOTH,PERSONALQUAL,,,2.795
STATE ONLY,24.0,19.0,5.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,HONEST,NOVOTE,SOMEONEELSE,BETTER,APP/UNFAV,NO,NOVOTE,REPUBLCN,PERSONALQUAL,SUBURBS,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,OMITS,STATE,COMPLETE,TWINCTYMETRO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,WRONGTRACK,ONLYGORE,ONLYBUSH,OMITS,,,1.927
STATE ONLY,24.0,19.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,DAYTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,HONEST,CLINTON,NONE,SAME,APP/UNFAV,YES,COLEMAN,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,TWINCTYMETRO,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,2.795
STATE ONLY,24.0,19.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GRAMS,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,PEROT,ME,SAME,DIS/FAV,YES,VENTURA,INDEPEND,PERSONALQUAL,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.944
STATE ONLY,24.0,19.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,YES,NOVOTE,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,TWINCTYMETRO,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,BOTH,ONLYBUSH,ISSUES,,,1.966
STATE ONLY,24.0,19.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,DOLE,NONE,BETTER,DIS/UNFAV,YES,VENTURA,REPUBLCN,PERSONALQUAL,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NEITHERDID,STATE,COMPLETE,TWINCTYMETRO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NEITHER,ISSUES,,,1.944
STATE ONLY,24.0,19.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,PEROT,NONE,WORSE,APP/UNFAV,NO,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,BOTHDID,STATE,COMPLETE,TWINCTYMETRO,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,2.603
STATE ONLY,24.0,19.0,11.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NOVOTE,NONE,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,TWINCTYMETRO,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,1.927
NATIONAL WHITE,24.0,22.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,,INDEPEND,,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,0.925
NATIONAL WHITE,24.0,22.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,DOLE,NONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,WRONGTRACK,,,ISSUES,,,0.934
NATIONAL WHITE,24.0,22.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NOVOTE,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,,ONCEAWEEK,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,IND/OTHER,40-49,,RIGHTDIR,,,ISSUES,,,0.78
NATIONAL YELLOW,24.0,22.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,ME,WORSE,APP/UNFAV,YES,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,,,ISSUES,SOCIALSECUR,EXPERIENCE,0.78
NATIONAL YELLOW,24.0,22.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DAYTON,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,CLINTON,NONE,BETTER,OMITS,NO,,INDEPEND,,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,,,ISSUES,TAXES,STRONGLEADER,0.764
NATIONAL YELLOW,24.0,22.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,SOMEONEELSE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.771
NATIONAL GREY,24.0,22.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,IND/OTHER,50-64,,,ONLYGORE,BOTH,,,,0.9430000000000001
NATIONAL GREY,24.0,22.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,HSGRAD,,,OVER100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,REPUBLICAN,40-49,,,NEITHER,BOTH,,,,0.771
NATIONAL GREY,24.0,22.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,REPUBLICAN,40-49,,,NEITHER,BOTH,,,,0.771
NATIONAL PINK,24.0,22.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,,SUBURBS,,PROTESTANT,,75-100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,,,0.934
NATIONAL PINK,24.0,22.0,11.0,FIRST CALL,40-44,WHITE,MALE,OTHER,GIBSON,,,,,SUBURBS,,,,NONE,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,0.6960000000000001
NATIONAL PINK,24.0,22.0,12.0,FIRST CALL,40-44,WHITE,MALE,GORE,DAYTON,,,,,SUBURBS,,,,ME,,,YES,,DEMOCRAT,,SUBURBS,,NONE,,50-75K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,DEMOCRAT,40-49,NONE,,,,,,,0.9430000000000001
NATIONAL WHITE,24.0,22.0,13.0,SECOND CALL,65-74,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,65+,,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,IND/OTHER,65+,PROT/CHRIST,RIGHTDIR,,,PERSONALQUAL,,,1.512
NATIONAL WHITE,24.0,22.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,CARES,DOLE,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,WRONGTRACK,,,ISSUES,,,0.925
NATIONAL WHITE,24.0,22.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,PEROT,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,0.78
NATIONAL YELLOW,24.0,22.0,16.0,SECOND CALL,60-64,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,,,ISSUES,MEDICARE/RX,COMPLEXISSUE,1.512
NATIONAL YELLOW,24.0,22.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,NONE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,RIGHTDIR,,,ISSUES,ECON/JOBS,STRONGLEADER,0.934
NATIONAL YELLOW,24.0,22.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DAYTON,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,STRONGLEADER,CLINTON,ME,BETTER,DIS/UNFAV,YES,,INDEPEND,,SUBURBS,NOHS,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,RIGHTDIR,,,ISSUES,MEDICARE/RX,STRONGLEADER,0.78
NATIONAL GREY,24.0,22.0,19.0,SECOND CALL,45-49,WHITE,MALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,DEMOCRAT,40-49,,,ONLYGORE,BOTH,,,,0.9430000000000001
NATIONAL GREY,24.0,22.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,GRAMS,,,,,SUBURBS,,,,,,,,,,,SUBURBS,,,,,,,,18-64,OMITS,,NATIONAL,NOTCOMPLETE,TWINCTYMETRO,30-44,30-39,,30-39,,,OMITS,OMITS,,,,0.787
NATIONAL GREY,24.0,22.0,21.0,SECOND CALL,50-59,BLACK,MALE,GORE,GIBSON,,,,,SUBURBS,,,,,,,,,,,SUBURBS,,,,,,,,18-64,OMITS,,NATIONAL,NOTCOMPLETE,TWINCTYMETRO,45-59,50-59,,50-64,,,OMITS,OMITS,,,,0.536
NATIONAL GREY,24.0,22.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,,18-64,OMITS,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,DEMOCRAT,18-24,,,OMITS,BOTH,,,,0.934
NATIONAL PINK,24.0,22.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DAYTON,,,,,SUBURBS,,,,NONE,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,0.78
NATIONAL PINK,24.0,22.0,24.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DAYTON,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,,SUBURBS,,OTHERCHRIST,,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,,,,,1.112
NATIONAL PINK,24.0,22.0,25.0,SECOND CALL,18-24,WHITE,MALE,BUSH,GIBSON,,,,,SUBURBS,,,,NONE,,,NO,,INDEPEND,,SUBURBS,,PROTESTANT,,OVER100K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,,,,,0.8140000000000001
NATIONAL PINK,24.0,22.0,26.0,SECOND CALL,45-49,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,NONE,,,YES,,INDEPEND,,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,0.934
NATIONAL WHITE,24.0,22.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GRAMS,OMITS,OMITS,OMITS,LESS,SUBURBS,OMITS,OMITS,OMITS,NONE,OMITS,,YES,,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,TWINCTYMETRO,60+,60+,,50-64,,OMITS,,,OMITS,,,1.236
NATIONAL WHITE,24.0,22.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,EXPERIENCE,DOLE,NONE,SAME,DIS/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,LESS15K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,IND/OTHER,40-49,CATHOLIC,RIGHTDIR,,,ISSUES,,,0.771
NATIONAL WHITE,24.0,22.0,29.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,PEROT,SOMEONEELSE,WORSE,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,0.925
NATIONAL WHITE,24.0,22.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,SAME,DIS/UNFAV,YES,,DEMOCRAT,,SUBURBS,NOHS,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,WRONGTRACK,,,PERSONALQUAL,,,0.934
NATIONAL WHITE,24.0,22.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NOVOTE,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,,ONCEAWEEK,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,IND/OTHER,40-49,,RIGHTDIR,,,ISSUES,,,0.78
NATIONAL WHITE,24.0,22.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,GRAMS,APPROVE,UNFAVORABLE,GORE,OMITS,SUBURBS,OMITS,OMITS,CLINTON,ME,BETTER,APP/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,0.787
NATIONAL WHITE,24.0,22.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,EXPERIENCE,DOLE,NONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,WRONGTRACK,,,ISSUES,,,0.934
NATIONAL YELLOW,24.0,22.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,SOMEONEELSE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,WRONGTRACK,,,ISSUES,WORLDAFFAIRS,HONEST,0.771
NATIONAL YELLOW,24.0,22.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,COMPLEXISSUE,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,YES,,INDEPEND,,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,,,ISSUES,OMITS,COMPLEXISSUE,0.934
NATIONAL YELLOW,24.0,22.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DAYTON,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,CLINTON,NONE,BETTER,OMITS,NO,,INDEPEND,,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,,,ISSUES,TAXES,STRONGLEADER,0.764
NATIONAL YELLOW,24.0,22.0,37.0,THIRD CALL,40-44,WHITE,MALE,NADER,GIBSON,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,,INDEPEND,,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,RIGHTDIR,,,ISSUES,EDUCATION,COMPLEXISSUE,1.194
NATIONAL YELLOW,24.0,22.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,TAXES,STRONGLEADER,0.771
NATIONAL YELLOW,24.0,22.0,39.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,SAME,APP/UNFAV,NO,,DEMOCRAT,,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,,,ISSUES,HEALTHCARE,CARES,1.248
NATIONAL YELLOW,24.0,22.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,STRONGLEADER,CLINTON,NONE,WORSE,DIS/UNFAV,NO,,INDEPEND,,SUBURBS,HSGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,IND/OTHER,18-24,CATHOLIC,WRONGTRACK,,,PERSONALQUAL,WORLDAFFAIRS,STRONGLEADER,0.925
NATIONAL GREY,24.0,22.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,LESS15K,,,CONSERV,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,DEMOCRAT,40-49,,,ONLYGORE,ONLYGORE,,,,0.78
NATIONAL GREY,24.0,22.0,42.0,THIRD CALL,45-49,BLACK,MALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,HSGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,40-49,DEMOCRAT,40-49,,,ONLYGORE,ONLYBUSH,,,,0.733
NATIONAL GREY,24.0,22.0,43.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,GIBSON,,,,,SUBURBS,,,,,,,,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,,,,,,CONSERV,65+,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,60+,60+,REPUBLICAN,65+,,,BOTH,BOTH,,,,0.899
NATIONAL GREY,24.0,22.0,44.0,THIRD CALL,40-44,WHITE,MALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,POSTGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,TWINCTYMETRO,30-44,40-49,DEMOCRAT,40-49,,,ONLYGORE,ONLYBUSH,,,,0.9430000000000001
NATIONAL GREY,24.0,22.0,45.0,THIRD CALL,18-24,WHITE,MALE,BUSH,GRAMS,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,TWINCTYMETRO,18-29,18-24,IND/OTHER,18-24,,,ONLYBUSH,ONLYGORE,,,,1.122
NATIONAL GREY,24.0,22.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,DAYTON,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,COLGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,TWINCTYMETRO,45-59,50-59,DEMOCRAT,50-64,,,ONLYGORE,ONLYBUSH,,,,0.78
