VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,12.0,10.0,37.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.112
STATE ONLY,12.0,10.0,38.0,THIRD CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,DOLE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.241
STATE ONLY,12.0,10.0,39.0,THIRD CALL,40-44,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.08
STATE ONLY,12.0,10.0,40.0,THIRD CALL,45-49,OTHER,MALE,BUSH,AKAKA,OMITS,UNFAVORABLE,BUSH,DOLE,BETTER,OMITS,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.031
STATE ONLY,12.0,10.0,41.0,THIRD CALL,65-74,ASIAN,FEMALE,BUSH,,APPROVE,OMITS,OMITS,CLINTON,SAME,OMITS,DEMOCRAT,ELSE,15-30K,,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,1.453
STATE ONLY,12.0,10.0,42.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.512
STATE ONLY,12.0,10.0,43.0,THIRD CALL,30-39,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,ELSE,ELSE,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.031
STATE ONLY,12.0,10.0,44.0,THIRD CALL,40-44,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,NONE,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,NONE,,,1.002
STATE ONLY,12.0,10.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,PEROT,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.031
STATE ONLY,12.0,10.0,46.0,THIRD CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.276
STATE ONLY,12.0,10.0,47.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,15-30K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.031
STATE ONLY,12.0,10.0,48.0,THIRD CALL,50-59,ASIAN,FEMALE,GORE,CARROLL,APPROVE,UNFAVORABLE,GORE,PEROT,WORSE,APP/UNFAV,INDEPEND,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.338
STATE ONLY,12.0,12.0,1.0,FIRST CALL,50-59,OTHER,FEMALE,NADER,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.97
STATE ONLY,12.0,12.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,AKAKA,APPROVE,OMITS,BUSH,CLINTON,BETTER,OMITS,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.7810000000000001
STATE ONLY,12.0,12.0,3.0,FIRST CALL,25-29,OTHER,FEMALE,GORE,AKAKA,DISAPPR,FAVORABLE,GORE,DOLE,SAME,DIS/FAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.381
STATE ONLY,12.0,12.0,4.0,FIRST CALL,75+,ASIAN,MALE,GORE,AKAKA,OMITS,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.831
STATE ONLY,12.0,12.0,5.0,FIRST CALL,65-74,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,OMITS,SAME,APP/FAV,DEMOCRAT,,30-50K,CONSERV,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,,,,1.831
STATE ONLY,12.0,12.0,6.0,FIRST CALL,40-44,OTHER,FEMALE,GORE,AKAKA,DISAPPR,FAVORABLE,BUSH,CLINTON,SAME,DIS/FAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2750000000000001
STATE ONLY,12.0,12.0,7.0,FIRST CALL,40-44,OTHER,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,8.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,9.0,FIRST CALL,60-64,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,OMITS,APP/FAV,DEMOCRAT,CATHOLIC,,LIBERAL,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.7810000000000001
STATE ONLY,12.0,12.0,10.0,FIRST CALL,65-74,HISP,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,CATHOLIC,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.272
STATE ONLY,12.0,12.0,11.0,FIRST CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,ELSE,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.311
STATE ONLY,12.0,12.0,12.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,13.0,FIRST CALL,75+,ASIAN,FEMALE,GORE,AKAKA,OMITS,OMITS,GORE,CLINTON,OMITS,OMITS,DEMOCRAT,CATHOLIC,15-30K,,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.7810000000000001
STATE ONLY,12.0,12.0,14.0,SECOND CALL,40-44,OTHER,FEMALE,NADER,CARROLL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OTHER,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.048
STATE ONLY,12.0,12.0,15.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.7810000000000001
STATE ONLY,12.0,12.0,16.0,SECOND CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,17.0,SECOND CALL,30-39,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.059
STATE ONLY,12.0,12.0,18.0,SECOND CALL,45-49,BLACK,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.734
STATE ONLY,12.0,12.0,19.0,SECOND CALL,40-44,HISP,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.734
STATE ONLY,12.0,12.0,20.0,SECOND CALL,50-59,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,OMITS,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.059
STATE ONLY,12.0,12.0,21.0,SECOND CALL,25-29,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.205
STATE ONLY,12.0,12.0,22.0,SECOND CALL,50-59,,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,23.0,SECOND CALL,30-39,HISP,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.907
STATE ONLY,12.0,12.0,24.0,SECOND CALL,60-64,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.831
STATE ONLY,12.0,12.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,,CONSERV,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.5350000000000001
STATE ONLY,12.0,12.0,26.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.03
STATE ONLY,12.0,12.0,27.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.381
STATE ONLY,12.0,12.0,28.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,29.0,SECOND CALL,45-49,OTHER,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.059
STATE ONLY,12.0,12.0,30.0,SECOND CALL,40-44,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.11
STATE ONLY,12.0,12.0,31.0,SECOND CALL,65-74,HISP,FEMALE,GORE,AKAKA,OMITS,FAVORABLE,GORE,CLINTON,OMITS,OMITS,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.236
STATE ONLY,12.0,12.0,32.0,SECOND CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.311
STATE ONLY,12.0,12.0,33.0,SECOND CALL,40-44,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.03
STATE ONLY,12.0,12.0,34.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,ELSE,CATHOLIC,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.03
STATE ONLY,12.0,12.0,35.0,SECOND CALL,30-39,ASIAN,MALE,OTHER,AKAKA,APPROVE,UNFAVORABLE,WOULDNOTVOTE,PEROT,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.177
STATE ONLY,12.0,12.0,36.0,SECOND CALL,,OTHER,FEMALE,GORE,AKAKA,APPROVE,OMITS,OMITS,OMITS,BETTER,OMITS,DEMOCRAT,CATHOLIC,LESS15K,,,STATE,HONOLULU,,,DEMOCRAT,,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,37.0,THIRD CALL,50-59,ASIAN,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,ELSE,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.067
STATE ONLY,12.0,12.0,38.0,THIRD CALL,45-49,OTHER,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,ELSE,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.03
STATE ONLY,12.0,12.0,39.0,THIRD CALL,50-59,ASIAN,MALE,GORE,CARROLL,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.414
STATE ONLY,12.0,12.0,40.0,THIRD CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.311
STATE ONLY,12.0,12.0,41.0,THIRD CALL,50-59,HISP,MALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,PEROT,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.907
STATE ONLY,12.0,12.0,42.0,THIRD CALL,40-44,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.059
STATE ONLY,12.0,12.0,43.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,OTHER,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.2750000000000001
STATE ONLY,12.0,12.0,44.0,THIRD CALL,30-39,ASIAN,MALE,GORE,AKAKA,DISAPPR,FAVORABLE,GORE,DOLE,WORSE,DIS/FAV,DEMOCRAT,ELSE,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.311
STATE ONLY,12.0,12.0,45.0,THIRD CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.2750000000000001
STATE ONLY,12.0,12.0,46.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.143
STATE ONLY,12.0,12.0,47.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,CARROLL,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.11
STATE ONLY,12.0,13.0,1.0,FIRST CALL,45-49,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.527
STATE ONLY,12.0,13.0,2.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,3.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,CARROLL,DISAPPR,FAVORABLE,BUSH,PEROT,SAME,DIS/FAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.53
STATE ONLY,12.0,13.0,4.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.542
STATE ONLY,12.0,13.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,PEROT,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,12.0,13.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,CARROLL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OTHER,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.537
STATE ONLY,12.0,13.0,8.0,FIRST CALL,30-39,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.5680000000000001
STATE ONLY,12.0,13.0,9.0,FIRST CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,10.0,FIRST CALL,18-24,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.728
STATE ONLY,12.0,13.0,11.0,FIRST CALL,40-44,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.67
STATE ONLY,12.0,13.0,12.0,FIRST CALL,60-64,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.9400000000000001
STATE ONLY,12.0,13.0,13.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,14.0,FIRST CALL,40-44,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.527
STATE ONLY,12.0,13.0,15.0,FIRST CALL,40-44,OTHER,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,NOVOTE,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.542
STATE ONLY,12.0,13.0,16.0,SECOND CALL,40-44,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,17.0,SECOND CALL,45-49,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.586
STATE ONLY,12.0,13.0,18.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.67
STATE ONLY,12.0,13.0,19.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.652
STATE ONLY,12.0,13.0,20.0,SECOND CALL,60-64,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,HONOLULU,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.8200000000000001
STATE ONLY,12.0,13.0,21.0,SECOND CALL,45-49,,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,WORSE,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.586
STATE ONLY,12.0,13.0,22.0,SECOND CALL,65-74,ASIAN,MALE,BUSH,CARROLL,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.8200000000000001
STATE ONLY,12.0,13.0,23.0,SECOND CALL,18-24,OTHER,FEMALE,NADER,AKAKA,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.539
