VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,THOMPSON,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,50.0,9.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,NONE,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,45-59,40-49,IND/OTHER,40-49,NONE,RIGHTDIR,,,,ISSUES,WORLDAFFAIRS,COMPLEXISSUE,0.6910000000000001
NATIONAL GREY,50.0,9.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,,,,,SUBURBS,,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,POSTGRAD,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHCITIES,45-59,40-49,REPUBLICAN,40-49,,,BOTH,,NEITHER,,,,0.532
NATIONAL GREY,50.0,9.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,KOHL,BEFORE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHCITIES,45-59,50-59,DEMOCRAT,50-64,,,NEITHER,,BOTH,,,,0.6910000000000001
NATIONAL GREY,50.0,9.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KOHL,BEFORE,,,,,SUBURBS,,,,,,NEITHERDID,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTHCITIES,30-44,30-39,DEMOCRAT,30-39,,,ONLYGORE,,BOTH,,,,0.646
NATIONAL PINK,50.0,9.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KOHL,,,,,,SUBURBS,,,NO,,ME,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,,,,0.582
NATIONAL PINK,50.0,9.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GILLESPIE,,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.5710000000000001
NATIONAL PINK,50.0,9.0,40.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GILLESPIE,,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.5710000000000001
STATE ONLY,50.0,11.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,OMITS,OMITS,NO,OMITS,ME,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SOUTHCITIES,45-59,50-59,,50-64,,,OMITS,APPROVE,OMITS,OMITS,,,0.863
STATE ONLY,50.0,11.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NO,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,BOTH,APPROVE,ONLYGORE,ISSUES,,,0.863
STATE ONLY,50.0,11.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,NEITHER,APPROVE,BOTH,PERSONALQUAL,,,0.88
STATE ONLY,50.0,11.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,0.806
STATE ONLY,50.0,11.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,SOMEONEELSE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,OMITS,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,BETTER,OMITS,YES,REPUBLCN,SUBURBS,NOHS,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,BOTH,APPROVE,NEITHER,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NO,CLINTON,ME,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,NEVER,30-50K,NO,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,1.048
STATE ONLY,50.0,11.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,OMITS,OMITS,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.88
STATE ONLY,50.0,11.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,GOODJUDGMENT,NO,DOLE,NONE,GOREDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,OMITS,APPROVE,ONLYGORE,PERSONALQUAL,,,0.806
STATE ONLY,50.0,11.0,10.0,SECOND CALL,45-49,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,CARES,NO,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,SOUTHCITIES,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,ONLYGORE,APPROVE,ONLYGORE,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,HONEST,NO,CLINTON,ME,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,JEWISH,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,45-59,50-59,IND/OTHER,50-64,JEWISH,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.048
STATE ONLY,50.0,11.0,12.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,MEANDSOMEONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,DEMOCRAT,40-49,OTHER,,ONLYGORE,APPROVE,ONLYBUSH,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,13.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,60+,60+,DEMOCRAT,65+,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,PERSONALQUAL,,,1.1520000000000001
STATE ONLY,50.0,11.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.979
STATE ONLY,50.0,11.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,LASTWEEK,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,NONE,OMITS,WORSE,APP/FAV,YES,INDEPEND,SUBURBS,NOHS,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,APPROVE,ONLYGORE,ISSUES,,,0.863
STATE ONLY,50.0,11.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GILLESPIE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,OMITS,NO,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,0.806
STATE ONLY,50.0,11.0,18.0,SECOND CALL,60-64,WHITE,MALE,BUSH,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,YES,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,60+,60+,DEMOCRAT,50-64,CATHOLIC,,BOTH,DISAPPR,BOTH,PERSONALQUAL,,,1.11
STATE ONLY,50.0,11.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,HONEST,YES,CLINTON,NONE,BOTHDID,WORSE,APP/UNFAV,NO,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,SOUTHCITIES,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,NEITHER,APPROVE,BOTH,ISSUES,,,0.979
STATE ONLY,50.0,11.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,KOHL,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,LIKEABLE,NO,NOVOTE,NONE,NEITHERDID,BETTER,APP/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,APPROVE,NEITHER,PERSONALQUAL,,,0.88
STATE ONLY,50.0,11.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYGORE,DISAPPR,ONLYBUSH,PERSONALQUAL,,,0.979
STATE ONLY,50.0,11.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,NEVER,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,BOTH,DISAPPR,OMITS,ISSUES,,,0.979
STATE ONLY,50.0,11.0,23.0,THIRD CALL,50-59,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,45-59,50-59,DEMOCRAT,50-64,NONE,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.048
STATE ONLY,50.0,11.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,BOTH,DISAPPR,BOTH,PERSONALQUAL,,,1.048
STATE ONLY,50.0,11.0,25.0,THIRD CALL,40-44,WHITE,MALE,BUSH,KOHL,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,PEROT,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,ONLYBUSH,APPROVE,BOTH,ISSUES,,,0.9430000000000001
STATE ONLY,50.0,11.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,CARES,NO,OMITS,NONE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.9430000000000001
STATE ONLY,50.0,11.0,27.0,THIRD CALL,40-44,WHITE,MALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.048
STATE ONLY,50.0,11.0,28.0,THIRD CALL,40-44,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,MEANDSOMEONE,NEITHERDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYGORE,APPROVE,NEITHER,PERSONALQUAL,,,1.048
STATE ONLY,50.0,11.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,YES,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,75-100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYGORE,APPROVE,BOTH,ISSUES,,,0.979
STATE ONLY,50.0,11.0,30.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,OTHER,ME,BOTHDID,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,1.174
STATE ONLY,50.0,11.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,GILLESPIE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,DOLE,SOMEONEELSE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.961
STATE ONLY,50.0,11.0,32.0,THIRD CALL,40-44,WHITE,MALE,GORE,GILLESPIE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,ME,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,30-44,40-49,IND/OTHER,40-49,OTHER,,BOTH,DISAPPR,BOTH,PERSONALQUAL,,,0.961
STATE ONLY,50.0,11.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,NO,CLINTON,NONE,GOREDID,BETTER,APP/FAV,YES,ELSE,SUBURBS,COLGRAD,JEWISH,NEVER,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,IND/OTHER,30-39,JEWISH,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.863
STATE ONLY,50.0,11.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHCITIES,45-59,40-49,DEMOCRAT,40-49,NONE,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,1.048
STATE ONLY,50.0,11.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,GILLESPIE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,CARES,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,BOTH,DISAPPR,BOTH,ISSUES,,,0.897
STATE ONLY,50.0,11.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,NOVOTE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,SOUTHCITIES,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,ISSUES,,,0.863
NATIONAL WHITE,50.0,13.0,1.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,,BETTER,APP/UNFAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,18-29,18-24,IND/OTHER,18-24,CATHOLIC,RIGHTDIR,,,,ISSUES,,,0.708
NATIONAL WHITE,50.0,13.0,2.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,18-29,25-29,DEMOCRAT,25-29,NONE,RIGHTDIR,,,,ISSUES,,,0.708
NATIONAL WHITE,50.0,13.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,SOMEONEELSE,,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,POSTGRAD,NONE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,45-59,50-59,DEMOCRAT,50-64,NONE,RIGHTDIR,,,,ISSUES,,,0.591
NATIONAL WHITE,50.0,13.0,4.0,FIRST CALL,18-24,WHITE,MALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,18-29,18-24,DEMOCRAT,18-24,NONE,RIGHTDIR,,,,ISSUES,,,0.761
NATIONAL YELLOW,50.0,13.0,5.0,FIRST CALL,25-29,ASIAN,FEMALE,NADER,KOHL,,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,EDUCATION,HONEST,NO,OTHER,NONE,,SAME,APP/FAV,YES,INDEPEND,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTHCITIES,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,WRONGTRACK,,,,PERSONALQUAL,EDUCATION,HONEST,0.666
