VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,MIGRATNC,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,UNFAIRNC,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,34.0,35.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,NO,DOLE,SAME,APP/UNFAV,,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.647
NATIONAL WHITE,34.0,35.0,15.0,SECOND CALL,25-29,WHITE,MALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.974
NATIONAL WHITE,34.0,35.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.647
NATIONAL WHITE,34.0,35.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.795
NATIONAL YELLOW,34.0,35.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,NONE,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,18-29,18-24,IND/OTHER,18-24,NONE,EDUCATION,STRONGLEADER,0.974
NATIONAL YELLOW,34.0,35.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ECON/JOBS,STRONGLEADER,0.874
NATIONAL YELLOW,34.0,35.0,20.0,SECOND CALL,50-59,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,EDUCATION,EXPERIENCE,0.5630000000000001
NATIONAL YELLOW,34.0,35.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,SAME,APP/UNFAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,TAXES,CARES,0.782
NATIONAL YELLOW,34.0,35.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,NO,DOLE,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EDUCATION,GOODJUDGMENT,0.647
NATIONAL GREY,34.0,35.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,COLGRAD,,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,,,,0.795
NATIONAL GREY,34.0,35.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,POSTGRAD,,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,,,,0.874
NATIONAL GREY,34.0,35.0,25.0,SECOND CALL,65-74,WHITE,MALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,75-100K,CONSERV,65+,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,,,,1.145
NATIONAL GREY,34.0,35.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,,,,0.782
NATIONAL GREY,34.0,35.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,18-29,25-29,DEMOCRAT,25-29,,,,0.721
NATIONAL PINK,34.0,35.0,28.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,,,,,,NO,,,,,REPUBLCN,,PROTESTANT,50-75K,CONSERV,65+,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.044
NATIONAL PINK,34.0,35.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,VINROOT,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.657
NATIONAL PINK,34.0,35.0,30.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,VINROOT,,,,,,NO,,,,,INDEPEND,,PROTESTANT,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.862
NATIONAL PINK,34.0,35.0,31.0,SECOND CALL,50-59,WHITE,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.709
NATIONAL PINK,34.0,35.0,32.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,,,,,,YES,,,,,REPUBLCN,,PROTESTANT,75-100K,CONSERV,65+,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.044
NATIONAL WHITE,34.0,35.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.874
NATIONAL WHITE,34.0,35.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.782
NATIONAL WHITE,34.0,35.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,HEALTHCARE,NO,NOVOTE,BETTER,DIS/UNFAV,,INDEPEND,COLGRAD,ELSE,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.721
NATIONAL YELLOW,34.0,35.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ECON/JOBS,HONEST,0.874
NATIONAL YELLOW,34.0,35.0,37.0,THIRD CALL,60-64,WHITE,MALE,BUSH,VINROOT,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,NO,OMITS,OMITS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,CENTRALCTYS,60+,60+,,50-64,,SOCIALSECUR,STRONGLEADER,1.145
NATIONAL YELLOW,34.0,35.0,38.0,THIRD CALL,25-29,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ECON/JOBS,STRONGLEADER,0.974
NATIONAL GREY,34.0,35.0,39.0,THIRD CALL,30-39,BLACK,MALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,COLGRAD,,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,,,,0.5630000000000001
NATIONAL GREY,34.0,35.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,,,,0.647
NATIONAL GREY,34.0,35.0,41.0,THIRD CALL,30-39,WHITE,MALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,,,,0.874
NATIONAL PINK,34.0,35.0,42.0,THIRD CALL,75+,WHITE,,BUSH,VINROOT,,,,,,NO,,,,,REPUBLCN,,PROTESTANT,50-75K,MODERATE,65+,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.044
NATIONAL PINK,34.0,35.0,43.0,THIRD CALL,45-49,WHITE,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRALCTYS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.709
NATIONAL PINK,34.0,35.0,44.0,THIRD CALL,65-74,BLACK,MALE,GORE,OTHER,,,,,,YES,,,,,DEMOCRAT,,NONE,15-30K,CONSERV,65+,,NATIONAL,COMPLETE,CENTRALCTYS,60+,60+,DEMOCRAT,65+,NONE,,,0.494
STATE ONLY,34.0,37.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,4.0,FIRST CALL,50-59,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,VINROOT,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.55
STATE ONLY,34.0,37.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OMITS,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,,CONSERV,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.966
STATE ONLY,34.0,37.0,6.0,FIRST CALL,50-59,,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.775
STATE ONLY,34.0,37.0,7.0,FIRST CALL,30-39,,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,PEROT,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,OMITS,NO,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.786
STATE ONLY,34.0,37.0,9.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.526
STATE ONLY,34.0,37.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,65+,NEITHER,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.979
STATE ONLY,34.0,37.0,11.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.543
STATE ONLY,34.0,37.0,12.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,OMITS,DOLE,WORSE,DIS/UNFAV,NO,ELSE,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.926
STATE ONLY,34.0,37.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,MEDICARE/RX,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.786
STATE ONLY,34.0,37.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,SAME,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,34.0,37.0,16.0,SECOND CALL,75+,OTHER,FEMALE,GORE,EASLEY,APPROVE,OMITS,GORE,MORE,MEDICARE/RX,NO,CLINTON,BETTER,OMITS,NO,INDEPEND,,PROTESTANT,15-30K,LIBERAL,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.786
STATE ONLY,34.0,37.0,17.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.543
STATE ONLY,34.0,37.0,18.0,SECOND CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,34.0,37.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,34.0,37.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.765
STATE ONLY,34.0,37.0,21.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,OMITS,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,,65+,VINROOT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.557
STATE ONLY,34.0,37.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.966
STATE ONLY,34.0,37.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.543
STATE ONLY,34.0,37.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,MEDICARE/RX,YES,PEROT,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,34.0,37.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.765
STATE ONLY,34.0,37.0,26.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.91
STATE ONLY,34.0,37.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,OMITS,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,65+,EASLEY,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.979
STATE ONLY,34.0,37.0,28.0,THIRD CALL,60-64,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,HEALTHCARE,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.5640000000000001
STATE ONLY,34.0,37.0,29.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,VINROOT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.786
STATE ONLY,34.0,37.0,30.0,THIRD CALL,25-29,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.921
STATE ONLY,34.0,37.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.765
STATE ONLY,34.0,37.0,32.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.526
STATE ONLY,34.0,37.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,34.0,37.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.543
STATE ONLY,34.0,37.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,TAXES,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.55
STATE ONLY,34.0,37.0,36.0,THIRD CALL,45-49,BLACK,FEMALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,YES,NOVOTE,BETTER,APP/UNFAV,,INDEPEND,NOHS,OTHERCHRIST,50-75K,LIBERAL,18-64,NEITHER,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.657
STATE ONLY,34.0,37.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,NONE,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,NONE,,,0.775
STATE ONLY,34.0,37.0,38.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.557
