VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPCA,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,IMMIG,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,BORNUSA,VNS1,VNS2,WEIGHT
STATE ONLY,5.0,41.0,23.0,SECOND CALL,25-29,ASIAN,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,SUBURBS,TAXES,HONEST,NOVOTE,NONE,SAME,DIS/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,25-29,REPUBLICAN,25-29,NO,ASIAN,PROT/CHRIST,BOTH,NO,BOTH,PERSONALQUAL,NO,,,0.867
STATE ONLY,5.0,41.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,EDUCATION,CARES,NOVOTE,SOMEONEELSE,BETTER,APP/FAV,NO,STAYSAME,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,75-100K,NO,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,1.071
STATE ONLY,5.0,41.0,25.0,SECOND CALL,75+,ASIAN,MALE,BUSH,CAMPBELL,APPROVE,FAVORABLE,BUSH,NO,MORE,SUBURBS,EDUCATION,STRONGLEADER,NOVOTE,NONE,SAME,APP/FAV,NO,INCREASE,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,REPUBLICAN,65+,NO,ASIAN,CATHOLIC,ONLYBUSH,YES,ONLYBUSH,PERSONALQUAL,NO,,,1.0030000000000001
STATE ONLY,5.0,41.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SUBURBS,SOCIALSECUR,CARES,DOLE,NONE,SAME,DIS/UNFAV,YES,STAYSAME,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,BOTH,ISSUES,YES,,,1.679
STATE ONLY,5.0,41.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,EDUCATION,CARES,NOVOTE,NONE,SAME,DIS/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,YES,YES,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,ONLYBUSH,YES,ONLYBUSH,ISSUES,YES,,,1.1280000000000001
STATE ONLY,5.0,41.0,28.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,OMITS,EXPERIENCE,DOLE,ME,SAME,APP/UNFAV,YES,DECREASE,REPUBLCN,SUBURBS,POSTGRAD,,OMITS,,YES,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,REPUBLICAN,50-64,NO,WHITE,,BOTH,NO,NEITHER,OMITS,YES,,,0.98
STATE ONLY,5.0,41.0,29.0,THIRD CALL,50-59,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,ONLYGORE,NO,BOTH,PERSONALQUAL,YES,,,0.707
STATE ONLY,5.0,41.0,30.0,THIRD CALL,50-59,HISP,MALE,BUSH,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.6990000000000001
STATE ONLY,5.0,41.0,31.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,PROT/CHRIST,BOTH,NO,ONLYGORE,ISSUES,YES,,,0.728
STATE ONLY,5.0,41.0,32.0,THIRD CALL,45-49,WHITE,MALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,CARES,OTHER,SOMEONEELSE,SAME,DIS/UNFAV,YES,STAYSAME,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,NEITHER,NO,BOTH,ISSUES,YES,,,1.303
STATE ONLY,5.0,41.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,DOLE,ME,SAME,DIS/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,ONLYGORE,ISSUES,YES,,,0.744
STATE ONLY,5.0,41.0,34.0,THIRD CALL,50-59,HISP,FEMALE,BUSH,FEINSTEIN,APPROVE,FAVORABLE,BUSH,NO,MORE,SUBURBS,SOCIALSECUR,CARES,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,STAYSAME,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,REPUBLICAN,50-64,,HISP,CATHOLIC,BOTH,NO,BOTH,PERSONALQUAL,NO,,,0.685
STATE ONLY,5.0,41.0,35.0,THIRD CALL,45-49,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,ME,BETTER,APP/FAV,YES,STAYSAME,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,IND/OTHER,40-49,NO,ASIAN,CATHOLIC,BOTH,NO,BOTH,ISSUES,NO,,,0.706
STATE ONLY,5.0,41.0,36.0,THIRD CALL,50-59,ASIAN,FEMALE,GORE,CAMPBELL,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,STAYSAME,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,IND/OTHER,50-64,NO,ASIAN,CATHOLIC,BOTH,NO,BOTH,ISSUES,NO,,,0.976
STATE ONLY,5.0,41.0,37.0,THIRD CALL,50-59,OTHER,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,SUBURBS,OMITS,EXPERIENCE,PEROT,ME,BETTER,APP/FAV,YES,STAYSAME,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,IND/OTHER,50-64,NO,OTHER,PROT/CHRIST,ONLYGORE,NO,BOTH,PERSONALQUAL,NO,,,0.914
STATE ONLY,5.0,41.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,NONE,NEVER,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,ONLYBUSH,NO,NEITHER,ISSUES,YES,,,0.72
STATE ONLY,5.0,41.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,SOMEONEELSE,BETTER,APP/UNFAV,NO,DECREASE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,NEITHER,ISSUES,YES,,,0.895
STATE ONLY,5.0,41.0,40.0,THIRD CALL,45-49,ASIAN,FEMALE,BUSH,FEINSTEIN,APPROVE,FAVORABLE,BUSH,YES,MORE,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,YES,STAYSAME,ELSE,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,IND/OTHER,40-49,NO,ASIAN,PROT/CHRIST,BOTH,NO,ONLYBUSH,PERSONALQUAL,NO,,,0.668
STATE ONLY,5.0,41.0,41.0,THIRD CALL,50-59,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,DECREASE,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.545
STATE ONLY,5.0,41.0,42.0,THIRD CALL,40-44,HISP,MALE,GORE,FEINSTEIN,DISAPPR,UNFAVORABLE,GORE,NO,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,ME,SAME,DIS/UNFAV,YES,DECREASE,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,40-49,REPUBLICAN,40-49,YES,HISP,PROT/CHRIST,BOTH,NO,BOTH,PERSONALQUAL,YES,,,0.724
STATE ONLY,5.0,41.0,43.0,THIRD CALL,45-49,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,BOTH,NO,BOTH,OMITS,YES,,,0.914
STATE ONLY,5.0,41.0,44.0,THIRD CALL,65-74,ASIAN,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,NOVOTE,NONE,SAME,DIS/UNFAV,NO,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,,YES,NO,CONSERV,65+,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,REPUBLICAN,65+,NO,ASIAN,CATHOLIC,ONLYBUSH,YES,BOTH,ISSUES,NO,,,0.772
STATE ONLY,5.0,41.0,45.0,THIRD CALL,40-44,,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,BETTER,DIS/UNFAV,YES,STAYSAME,,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,40-49,,40-49,NO,,CATHOLIC,BOTH,NO,NEITHER,ISSUES,YES,,,0.728
STATE ONLY,5.0,41.0,46.0,THIRD CALL,50-59,ASIAN,MALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,NO,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,DOLE,ME,SAME,APP/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,NEVER,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,REPUBLICAN,50-64,NO,ASIAN,PROT/CHRIST,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.967
STATE ONLY,5.0,41.0,47.0,THIRD CALL,30-39,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,YES,INCREASE,REPUBLCN,SUBURBS,COLGRAD,NONE,NEVER,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,NONE,ONLYGORE,NO,BOTH,PERSONALQUAL,NO,,,0.706
STATE ONLY,5.0,41.0,48.0,THIRD CALL,18-24,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,EDUCATION,HONEST,NOVOTE,NONE,BETTER,APP/FAV,NO,STAYSAME,INDEPEND,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,18-24,IND/OTHER,18-24,NO,ASIAN,OTHER,BOTH,YES,BOTH,ISSUES,YES,,,1.094
STATE ONLY,5.0,41.0,49.0,THIRD CALL,45-49,ASIAN,FEMALE,GORE,CAMPBELL,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,WORSE,APP/FAV,YES,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,REPUBLICAN,40-49,NO,ASIAN,OTHER,BOTH,NO,BOTH,PERSONALQUAL,NO,,,0.976
STATE ONLY,5.0,41.0,50.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,MEDICARE/RX,CARES,CLINTON,ME,SAME,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.707
STATE ONLY,5.0,41.0,51.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,FEINSTEIN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,NO,BOTH,ISSUES,YES,,,0.868
STATE ONLY,5.0,41.0,52.0,THIRD CALL,50-59,HISP,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,PEROT,NONE,SAME,DIS/UNFAV,YES,INCREASE,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,REPUBLICAN,50-64,YES,HISP,CATHOLIC,ONLYBUSH,NO,ONLYGORE,ISSUES,NO,,,0.759
STATE ONLY,5.0,41.0,53.0,THIRD CALL,45-49,HISP,FEMALE,BUSH,CAMPBELL,APPROVE,FAVORABLE,BUSH,YES,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,NONE,SAME,APP/FAV,YES,DECREASE,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,40-49,REPUBLICAN,40-49,YES,HISP,CATHOLIC,BOTH,NO,OMITS,ISSUES,YES,,,0.5720000000000001
STATE ONLY,5.0,41.0,54.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,INCREASE,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,PROT/CHRIST,NEITHER,NO,ONLYGORE,PERSONALQUAL,NO,,,0.744
STATE ONLY,5.0,41.0,55.0,THIRD CALL,50-59,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,OMITS,ME,BETTER,APP/FAV,YES,OMITS,DEMOCRAT,SUBURBS,COLGRAD,,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,DEMOCRAT,50-64,,ASIAN,,OMITS,NO,ONLYGORE,ISSUES,NO,,,0.706
STATE ONLY,5.0,41.0,56.0,THIRD CALL,60-64,ASIAN,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,NONE,SAME,DIS/UNFAV,YES,DECREASE,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,REPUBLICAN,50-64,NO,ASIAN,CATHOLIC,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,NO,,,0.921
STATE ONLY,5.0,41.0,57.0,THIRD CALL,18-24,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NOVOTE,NONE,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,NEVER,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,18-24,DEMOCRAT,18-24,NO,ASIAN,CATHOLIC,ONLYGORE,YES,ONLYBUSH,ISSUES,YES,,,1.094
STATE ONLY,5.0,41.0,58.0,THIRD CALL,50-59,ASIAN,MALE,BUSH,CAMPBELL,APPROVE,FAVORABLE,BUSH,NO,LESS,SUBURBS,TAXES,OMITS,CLINTON,ME,SAME,APP/FAV,YES,STAYSAME,ELSE,SUBURBS,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,IND/OTHER,50-64,NO,ASIAN,NONE,NEITHER,NO,ONLYGORE,ISSUES,NO,,,0.967
STATE ONLY,5.0,43.0,1.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,OMITS,GORE,NO,MORE,SUBURBS,OMITS,COMPLEXISSUE,CLINTON,NONE,BETTER,OMITS,YES,DECREASE,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,DEMOCRAT,65+,,BLACK,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.716
STATE ONLY,5.0,43.0,2.0,FIRST CALL,75+,ASIAN,MALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,SUBURBS,SOCIALSECUR,CARES,CLINTON,NONE,SAME,APP/UNFAV,NO,INCREASE,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,LIBERAL,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,DEMOCRAT,65+,NO,ASIAN,PROT/CHRIST,ONLYGORE,NO,ONLYGORE,PERSONALQUAL,NO,,,0.851
STATE ONLY,5.0,43.0,3.0,FIRST CALL,25-29,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,INCREASE,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.8230000000000001
STATE ONLY,5.0,43.0,4.0,FIRST CALL,50-59,HISP,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,ECON/JOBS,OMITS,CLINTON,,WORSE,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,OTHRPROGRAMS,EXITPOLL,STATE,COMPLETE,LASUBURBAN,45-59,50-59,DEMOCRAT,50-64,YES,BLACK,PROT/CHRIST,ONLYGORE,NO,ONLYGORE,ISSUES,NO,,,0.5700000000000001
STATE ONLY,5.0,43.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,ME,BETTER,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,ONCEAWEEK,OVER100K,NO,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.532
STATE ONLY,5.0,43.0,6.0,FIRST CALL,40-44,,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,STAYSAME,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,LASUBURBAN,30-44,40-49,IND/OTHER,40-49,NO,,PROT/CHRIST,ONLYGORE,NO,ONLYGORE,ISSUES,YES,,,0.862
STATE ONLY,5.0,43.0,7.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,ONLYGORE,NO,ONLYGORE,PERSONALQUAL,YES,,,0.8230000000000001
STATE ONLY,5.0,43.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,FEINSTEIN,APPROVE,OMITS,GORE,NO,LESS,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,SAME,OMITS,NO,STAYSAME,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,CONSERV,65+,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,LASUBURBAN,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,YES,,,0.927
