VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,37.0,44.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.095
STATE ONLY,37.0,44.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.094
STATE ONLY,37.0,44.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.9430000000000001
STATE ONLY,37.0,44.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.095
STATE ONLY,37.0,44.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,12.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,OVER100K,CONSERV,18-64,,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.116
STATE ONLY,37.0,44.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,14.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.095
STATE ONLY,37.0,44.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.094
STATE ONLY,37.0,44.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.094
STATE ONLY,37.0,44.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,18.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,PEROT,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.061
STATE ONLY,37.0,44.0,19.0,FIRST CALL,30-39,BLACK,MALE,BUSH,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,DOLE,WORSE,APP/FAV,INDEPEND,CATHOLIC,15-30K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.992
STATE ONLY,37.0,44.0,20.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,21.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,CLINTON,SAME,DIS/FAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,22.0,FIRST CALL,,WHITE,,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,,NO,STATE,OKLAHOMACITY,,,REPUBLICAN,,PROT/CHRIST,,,1.116
STATE ONLY,37.0,44.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.9430000000000001
STATE ONLY,37.0,44.0,24.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,OVER100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.082
STATE ONLY,37.0,44.0,25.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,ELSE,15-30K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.961
STATE ONLY,37.0,44.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,27.0,SECOND CALL,18-24,BLACK,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,ELSE,LESS15K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.9430000000000001
STATE ONLY,37.0,44.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,ELSE,50-75K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.992
STATE ONLY,37.0,44.0,29.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,OKLAHOMACITY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.116
STATE ONLY,37.0,44.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,ELSE,,CONSERV,18-64,YES,STATE,OKLAHOMACITY,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.9430000000000001
STATE ONLY,37.0,44.0,31.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,OMITS,DOLE,BETTER,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.094
STATE ONLY,37.0,44.0,32.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.116
STATE ONLY,37.0,44.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.094
STATE ONLY,37.0,44.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,YES,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.1340000000000001
STATE ONLY,37.0,44.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,PEROT,BETTER,APP/FAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,YES,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.992
STATE ONLY,37.0,44.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.972
STATE ONLY,37.0,44.0,40.0,THIRD CALL,18-24,ASIAN,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.082
STATE ONLY,37.0,44.0,41.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,OVER100K,MODERATE,18-64,NO,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.992
STATE ONLY,37.0,54.0,1.0,FIRST CALL,75+,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,OMITS,CLINTON,BETTER,OMITS,,PROTESTANT,,,65+,,STATE,WEST,60+,60+,,65+,PROT/CHRIST,,,1.177
STATE ONLY,37.0,54.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,NO,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,37.0,54.0,4.0,FIRST CALL,45-49,OTHER,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,15-30K,MODERATE,18-64,YES,STATE,WEST,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.9530000000000001
STATE ONLY,37.0,54.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,6.0,FIRST CALL,40-44,,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,37.0,54.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.708
STATE ONLY,37.0,54.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.708
STATE ONLY,37.0,54.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,37.0,54.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,12.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,LIBERAL,18-64,YES,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.96
STATE ONLY,37.0,54.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.177
STATE ONLY,37.0,54.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,37.0,54.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.867
STATE ONLY,37.0,54.0,16.0,FIRST CALL,75+,,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,15-30K,LIBERAL,65+,YES,STATE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.169
STATE ONLY,37.0,54.0,17.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.867
STATE ONLY,37.0,54.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.708
STATE ONLY,37.0,54.0,20.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,SAME,APP/FAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.7030000000000001
STATE ONLY,37.0,54.0,21.0,FIRST CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.861
STATE ONLY,37.0,54.0,22.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,SAME,APP/UNFAV,INDEPEND,ELSE,15-30K,LIBERAL,18-64,YES,STATE,WEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.9530000000000001
STATE ONLY,37.0,54.0,23.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.861
STATE ONLY,37.0,54.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,,STATE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,GORE,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.867
STATE ONLY,37.0,54.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,,STATE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.867
STATE ONLY,37.0,54.0,27.0,SECOND CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,WEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.7030000000000001
STATE ONLY,37.0,54.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,37.0,54.0,29.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,,STATE,WEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.9530000000000001
STATE ONLY,37.0,54.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,37.0,54.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.708
STATE ONLY,37.0,54.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.708
STATE ONLY,37.0,54.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.177
STATE ONLY,37.0,54.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.96
STATE ONLY,37.0,54.0,36.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.052
STATE ONLY,37.0,54.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,,STATE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,37.0,54.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.96
STATE ONLY,37.0,54.0,39.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,OMITS,CLINTON,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.78
STATE ONLY,37.0,57.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,2.0,FIRST CALL,50-59,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,,18-64,YES,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.681
STATE ONLY,37.0,57.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,4.0,FIRST CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,YES,STATE,EAST,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.131
STATE ONLY,37.0,57.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.031
STATE ONLY,37.0,57.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.038
