VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,MCINTAX,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,15.0,39.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,15.0,39.0,9.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.804
STATE ONLY,15.0,39.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.012
STATE ONLY,15.0,39.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.935
STATE ONLY,15.0,39.0,12.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.881
STATE ONLY,15.0,39.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.935
STATE ONLY,15.0,39.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,OMITS,ECON/JOBS,YES,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.935
STATE ONLY,15.0,39.0,15.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.935
STATE ONLY,15.0,39.0,16.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,NO,DOLE,SAME,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.853
STATE ONLY,15.0,39.0,17.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,NORTH,30-44,30-39,,30-39,,,,0.935
STATE ONLY,15.0,39.0,18.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.935
STATE ONLY,15.0,39.0,19.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.881
STATE ONLY,15.0,39.0,20.0,FIRST CALL,75+,WHITE,,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.172
STATE ONLY,15.0,39.0,21.0,FIRST CALL,75+,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,OMITS,SOCIALSECUR,NO,OMITS,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.116
STATE ONLY,15.0,39.0,22.0,FIRST CALL,30-39,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.163
STATE ONLY,15.0,39.0,23.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.927
STATE ONLY,15.0,39.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,YES,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.065
STATE ONLY,15.0,39.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,APPROVE,FAVORABLE,BUSH,LESS,TAXES,YES,YES,DOLE,WORSE,APP/FAV,REPUBLCN,NOHS,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.9430000000000001
STATE ONLY,15.0,39.0,26.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,BUSH,MORE,ECON/JOBS,NO,OMITS,CLINTON,BETTER,APP/FAV,ELSE,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.064
STATE ONLY,15.0,39.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,JOHNSON,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,YES,DOLE,WORSE,APP/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.842
STATE ONLY,15.0,39.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,EDUCATION,NO,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.927
STATE ONLY,15.0,39.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,MCINTOSH,DISAPPR,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,NO,OMITS,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.842
STATE ONLY,15.0,39.0,30.0,SECOND CALL,65-74,WHITE,MALE,BUSH,LUGAR,OBANNON,OMITS,OMITS,OMITS,OMITS,MEDICARE/RX,OMITS,OMITS,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,,,,1.133
STATE ONLY,15.0,39.0,31.0,THIRD CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,YES,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.012
STATE ONLY,15.0,39.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,15.0,39.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.927
STATE ONLY,15.0,39.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.853
STATE ONLY,15.0,50.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,JOHNSON,MCINTOSH,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,NO,PEROT,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.1360000000000001
STATE ONLY,15.0,50.0,2.0,FIRST CALL,75+,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.585
STATE ONLY,15.0,50.0,3.0,SECOND CALL,60-64,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.2690000000000001
STATE ONLY,15.0,50.0,4.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.163
STATE ONLY,15.0,50.0,5.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.994
STATE ONLY,15.0,50.0,6.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,YES,CLINTON,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,15.0,50.0,7.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.2610000000000001
STATE ONLY,15.0,50.0,8.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.054
STATE ONLY,15.0,50.0,9.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.054
STATE ONLY,15.0,50.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.054
STATE ONLY,15.0,50.0,11.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.237
STATE ONLY,15.0,50.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,OMITS,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.314
STATE ONLY,15.0,50.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.163
STATE ONLY,15.0,50.0,14.0,SECOND CALL,40-44,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.2510000000000001
STATE ONLY,15.0,50.0,15.0,SECOND CALL,45-49,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.2510000000000001
STATE ONLY,15.0,50.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.054
STATE ONLY,15.0,50.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.16
STATE ONLY,15.0,50.0,18.0,SECOND CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,15.0,50.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.197
STATE ONLY,15.0,50.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.054
STATE ONLY,15.0,50.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.16
STATE ONLY,15.0,50.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,YES,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,15.0,50.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUCHANAN,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,2.46
STATE ONLY,15.0,50.0,24.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,,,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.994
STATE ONLY,15.0,50.0,25.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,NO,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.237
STATE ONLY,15.0,50.0,26.0,THIRD CALL,75+,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NONE,,,1.2690000000000001
STATE ONLY,15.0,50.0,27.0,THIRD CALL,18-24,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,YES,NO,NOVOTE,SAME,APP/FAV,ELSE,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.357
STATE ONLY,15.0,50.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,EDUCATION,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,NORTH,30-44,30-39,,30-39,,,,1.1520000000000001
STATE ONLY,15.0,50.0,29.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,FAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,YES,NOVOTE,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.086
STATE ONLY,15.0,50.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,15.0,50.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,NO,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.054
STATE ONLY,15.0,50.0,32.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,,PROTESTANT,LESS15K,,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2690000000000001
STATE ONLY,15.0,50.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.086
STATE ONLY,15.0,50.0,34.0,THIRD CALL,40-44,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,NO,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,,,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,,,,1.2510000000000001
STATE ONLY,15.0,50.0,35.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,15.0,50.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.314
STATE ONLY,15.0,50.0,37.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2690000000000001
STATE ONLY,15.0,50.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.16
