VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,23.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,DOLE,WORSE,OMITS,INDEPEND,HURTSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,INDEPEND,NOTAFFECT,30-50K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.561
STATE ONLY,13.0,23.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,NOTAFFECT,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,LESS15K,,MODERATE,18-64,,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,,,,0.561
STATE ONLY,13.0,23.0,42.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHEAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.066
STATE ONLY,13.0,23.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OMITS,OMITS,GORE,CLINTON,BETTER,OMITS,INDEPEND,HURTSTATE,15-30K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.561
STATE ONLY,13.0,23.0,44.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.8
STATE ONLY,13.0,23.0,45.0,THIRD CALL,,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,MODERATE,,MORMON/LDS,STATE,SOUTHEAST,,,REPUBLICAN,,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,30-50K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.561
STATE ONLY,13.0,23.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HURTSTATE,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.561
STATE ONLY,13.0,23.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6890000000000001
STATE ONLY,13.0,23.0,49.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,50.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,NOTAFFECT,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,51.0,THIRD CALL,25-29,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.163
STATE ONLY,13.0,23.0,52.0,THIRD CALL,45-49,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.131
STATE ONLY,13.0,23.0,53.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.666
STATE ONLY,13.0,23.0,54.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,OMITS,FAVORABLE,GORE,CLINTON,SAME,OMITS,INDEPEND,HELPSTATE,30-50K,MORMON/LDS,MODERATE,65+,MORMON/LDS,STATE,SOUTHEAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.867
STATE ONLY,13.0,23.0,55.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,PEROT,WORSE,DIS/UNFAV,REPUBLCN,NOTAFFECT,30-50K,OTHER,LIBERAL,18-64,OTHER,STATE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,0.666
STATE ONLY,13.0,23.0,56.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,ELSE,OMITS,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.8
STATE ONLY,13.0,23.0,57.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.666
NATIONAL WHITE,13.0,25.0,1.0,FIRST CALL,50-59,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,OMITS,OTHER,BETTER,APP/UNFAV,REPUBLCN,,30-50K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,,,,0.2
NATIONAL WHITE,13.0,25.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,OMITS,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,,,,0.854
NATIONAL WHITE,13.0,25.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,,75-100K,,LIBERAL,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,,,,0.854
NATIONAL YELLOW,13.0,25.0,4.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,DEMOCRAT,18-24,,EDUCATION,STRONGLEADER,0.991
NATIONAL YELLOW,13.0,25.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,,,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,IND/OTHER,40-49,,ECON/JOBS,GOODJUDGMENT,0.6920000000000001
NATIONAL YELLOW,13.0,25.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,INDEPEND,,75-100K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,IND/OTHER,40-49,,TAXES,STRONGLEADER,1.014
NATIONAL GREY,13.0,25.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,,,,,,DEMOCRAT,,75-100K,,LIBERAL,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,,,,1.014
NATIONAL GREY,13.0,25.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,,,,,,REPUBLCN,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,,,,1.051
NATIONAL GREY,13.0,25.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,,,,,,,,,,,18-64,,NATIONAL,SOUTHEAST,45-59,40-49,,40-49,,,,1.014
NATIONAL PINK,13.0,25.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,,,,,,,,,,,65+,,NATIONAL,SOUTHEAST,60+,60+,,65+,,,,1.569
NATIONAL PINK,13.0,25.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,,,,1.014
NATIONAL PINK,13.0,25.0,12.0,FIRST CALL,25-29,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,30-50K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,,,,1.22
NATIONAL WHITE,13.0,25.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,INDEPEND,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,,,,1.014
NATIONAL WHITE,13.0,25.0,14.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,,30-50K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,60+,60+,REPUBLICAN,50-64,,,,1.569
NATIONAL WHITE,13.0,25.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,,,,0.854
NATIONAL WHITE,13.0,25.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,,,,1.051
NATIONAL WHITE,13.0,25.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,,,,1.264
NATIONAL YELLOW,13.0,25.0,18.0,SECOND CALL,,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,SAME,DIS/UNFAV,ELSE,,OVER100K,,MODERATE,,,NATIONAL,SOUTHEAST,,,IND/OTHER,,,OMITS,OMITS,0.20700000000000002
NATIONAL YELLOW,13.0,25.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUCHANAN,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,INDEPEND,,15-30K,,LIBERAL,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,,OMITS,HONEST,0.833
NATIONAL YELLOW,13.0,25.0,20.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,REPUBLCN,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,,OMITS,STRONGLEADER,0.991
NATIONAL YELLOW,13.0,25.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,,30-50K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,,OMITS,GOODJUDGMENT,1.014
NATIONAL YELLOW,13.0,25.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,,ECON/JOBS,HONEST,0.8240000000000001
NATIONAL GREY,13.0,25.0,23.0,SECOND CALL,65-74,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,50-75K,,CONSERV,65+,,NATIONAL,SOUTHEAST,60+,60+,REPUBLICAN,65+,,,,1.569
NATIONAL GREY,13.0,25.0,24.0,SECOND CALL,40-44,WHITE,MALE,BUSH,,,,,,,ELSE,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,IND/OTHER,40-49,,,,1.014
NATIONAL GREY,13.0,25.0,25.0,SECOND CALL,30-39,BLACK,MALE,BUCHANAN,,,,,,,REPUBLCN,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,,,,0.592
NATIONAL GREY,13.0,25.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,,,,,,REPUBLCN,,15-30K,,CONSERV,65+,,NATIONAL,SOUTHEAST,60+,60+,REPUBLICAN,65+,,,,1.625
NATIONAL GREY,13.0,25.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,,,,,,INDEPEND,,30-50K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,IND/OTHER,40-49,,,,1.051
NATIONAL PINK,13.0,25.0,28.0,SECOND CALL,25-29,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,15-30K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,,,,1.22
NATIONAL PINK,13.0,25.0,29.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,,,,,,INDEPEND,,LESS15K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,,,,1.264
NATIONAL PINK,13.0,25.0,30.0,SECOND CALL,40-44,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,,,,1.014
NATIONAL PINK,13.0,25.0,31.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,,,,1.014
NATIONAL PINK,13.0,25.0,32.0,SECOND CALL,65-74,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,15-30K,,CONSERV,65+,,NATIONAL,SOUTHEAST,60+,60+,REPUBLICAN,65+,,,,1.569
NATIONAL WHITE,13.0,25.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,,,,0.854
NATIONAL WHITE,13.0,25.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,,,,0.9440000000000001
NATIONAL WHITE,13.0,25.0,35.0,THIRD CALL,50-59,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,,,,1.051
NATIONAL WHITE,13.0,25.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,INDEPEND,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,,,,1.014
NATIONAL WHITE,13.0,25.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,,,,1.051
NATIONAL YELLOW,13.0,25.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,,75-100K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,,EDUCATION,CARES,0.854
NATIONAL YELLOW,13.0,25.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,,ECON/JOBS,HONEST,1.014
NATIONAL YELLOW,13.0,25.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,,TAXES,HONEST,1.014
NATIONAL YELLOW,13.0,25.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,,OMITS,OMITS,0.854
NATIONAL YELLOW,13.0,25.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,ELSE,,50-75K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,,HEALTHCARE,LIKEABLE,1.22
NATIONAL GREY,13.0,25.0,43.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,,,,,,INDEPEND,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,,,,1.22
NATIONAL GREY,13.0,25.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,75-100K,,CONSERV,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,,,,1.014
NATIONAL GREY,13.0,25.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,,,REPUBLCN,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,,,,1.051
NATIONAL GREY,13.0,25.0,46.0,THIRD CALL,25-29,WHITE,MALE,GORE,,,,,,,DEMOCRAT,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,25-29,DEMOCRAT,25-29,,,,0.991
NATIONAL GREY,13.0,25.0,47.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,,,INDEPEND,,75-100K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,,,,0.854
NATIONAL PINK,13.0,25.0,48.0,THIRD CALL,60-64,WHITE,MALE,BUSH,,,,,,,REPUBLCN,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,60+,60+,REPUBLICAN,50-64,,,,1.569
NATIONAL PINK,13.0,25.0,49.0,THIRD CALL,18-24,WHITE,MALE,GORE,,,,,,,INDEPEND,,15-30K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,,,,0.991
NATIONAL PINK,13.0,25.0,50.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,,,DEMOCRAT,,75-100K,,LIBERAL,18-64,,NATIONAL,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,,,,0.854
NATIONAL PINK,13.0,25.0,51.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,,,,DEMOCRAT,,30-50K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,,,,0.8240000000000001
NATIONAL PINK,13.0,25.0,52.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,,,INDEPEND,,50-75K,,MODERATE,18-64,,NATIONAL,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,,,,1.014
STATE ONLY,13.0,28.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.293
STATE ONLY,13.0,28.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,1.248
STATE ONLY,13.0,28.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,OVER100K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.052
STATE ONLY,13.0,28.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,PEROT,BETTER,APP/FAV,INDEPEND,HELPSTATE,OVER100K,NONE,LIBERAL,18-64,NONE,STATE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.014
STATE ONLY,13.0,28.0,5.0,FIRST CALL,50-59,WHITE,MALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HELPSTATE,15-30K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.247
STATE ONLY,13.0,28.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,GORE,DOLE,BETTER,APP/UNFAV,REPUBLCN,HELPSTATE,30-50K,NONE,MODERATE,18-64,NONE,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.556
STATE ONLY,13.0,28.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.556
STATE ONLY,13.0,28.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OMITS,75-100K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.248
STATE ONLY,13.0,28.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,NONE,LIBERAL,18-64,NONE,STATE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.052
STATE ONLY,13.0,28.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,NONE,LIBERAL,18-64,NONE,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.248
STATE ONLY,13.0,28.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,HELPSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.052
STATE ONLY,13.0,28.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,INDEPEND,OMITS,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.052
STATE ONLY,13.0,28.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.248
STATE ONLY,13.0,28.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,NONE,CONSERV,65+,NONE,STATE,SOUTHEAST,60+,60+,REPUBLICAN,65+,NONE,,,1.93
STATE ONLY,13.0,28.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,HURTSTATE,50-75K,NONE,LIBERAL,18-64,NONE,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.052
