VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMA4,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,22.0,45.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.898
STATE ONLY,22.0,45.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,NO,STATE,COMPLETE,BOSTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.081
STATE ONLY,22.0,45.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,KENNEDY,OMITS,OMITS,OMITS,YES,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,18-64,NO,STATE,COMPLETE,BOSTON,45-59,40-49,,40-49,,,,1.214
STATE ONLY,22.0,45.0,14.0,FIRST CALL,18-24,WHITE,MALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.111
STATE ONLY,22.0,45.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.088
STATE ONLY,22.0,45.0,16.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.088
STATE ONLY,22.0,45.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,EDUCATION,NOVOTE,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.036
STATE ONLY,22.0,45.0,18.0,SECOND CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,PEROT,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.214
STATE ONLY,22.0,45.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,NO,STATE,COMPLETE,BOSTON,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.737
STATE ONLY,22.0,45.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.135
STATE ONLY,22.0,45.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,LIBERAL,65+,NO,STATE,COMPLETE,BOSTON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.953
STATE ONLY,22.0,45.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,YES,OMITS,OMITS,OMITS,OMITS,,,,,,,65+,,STATE,NOTCOMPLETE,BOSTON,60+,60+,,65+,,,,1.856
STATE ONLY,22.0,45.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.737
STATE ONLY,22.0,45.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.088
STATE ONLY,22.0,45.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,SAME,APP/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.088
STATE ONLY,22.0,45.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.032
STATE ONLY,22.0,45.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.088
STATE ONLY,22.0,45.0,28.0,THIRD CALL,40-44,,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.081
STATE ONLY,22.0,45.0,29.0,THIRD CALL,45-49,WHITE,MALE,GORE,HOWELL,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.061
STATE ONLY,22.0,45.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,LESS,TAXES,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.214
STATE ONLY,22.0,45.0,31.0,THIRD CALL,25-29,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,YES,STATE,COMPLETE,BOSTON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.303
STATE ONLY,22.0,45.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ROBINSON,OMITS,OMITS,OMITS,YES,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,18-64,NO,STATE,COMPLETE,BOSTON,18-29,18-24,,18-24,,,,1.158
STATE ONLY,22.0,45.0,33.0,THIRD CALL,18-24,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.168
STATE ONLY,22.0,45.0,34.0,THIRD CALL,30-39,ASIAN,MALE,GORE,KENNEDY,APPROVE,OMITS,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.214
STATE ONLY,22.0,45.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,PEROT,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.01
STATE ONLY,22.0,45.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,OTHER,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.081
STATE ONLY,22.0,45.0,37.0,THIRD CALL,25-29,WHITE,MALE,NADER,HOWELL,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,MORE,OMITS,PEROT,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,50-75K,,18-64,YES,STATE,COMPLETE,BOSTON,18-29,25-29,IND/OTHER,25-29,NONE,,,1.437
STATE ONLY,22.0,45.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.088
STATE ONLY,22.0,45.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.088
STATE ONLY,22.0,45.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.008
STATE ONLY,22.0,45.0,41.0,THIRD CALL,65-74,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,65+,YES,STATE,COMPLETE,BOSTON,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.953
STATE ONLY,22.0,45.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,PEROT,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,YES,STATE,COMPLETE,BOSTON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.214
STATE ONLY,22.0,45.0,43.0,THIRD CALL,25-29,WHITE,MALE,NADER,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.643
STATE ONLY,22.0,45.0,44.0,THIRD CALL,65-74,WHITE,MALE,GORE,KENNEDY,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,65+,YES,STATE,COMPLETE,BOSTON,60+,60+,,65+,,,,1.945
STATE ONLY,22.0,45.0,45.0,THIRD CALL,18-24,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,TAXES,NOVOTE,BETTER,APP/FAV,INDEPEND,NOHS,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,BOSTON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.168
STATE ONLY,22.0,45.0,46.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.373
STATE ONLY,22.0,45.0,47.0,THIRD CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.214
NATIONAL WHITE,22.0,54.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.165
NATIONAL WHITE,22.0,54.0,2.0,FIRST CALL,75+,WHITE,MALE,GORE,,OMITS,OMITS,OMITS,NO,MORE,SOCIALSECUR,OMITS,OMITS,,,,,,,65+,,NATIONAL,NOTCOMPLETE,EAST,60+,60+,,65+,,,,1.198
NATIONAL WHITE,22.0,54.0,3.0,FIRST CALL,40-44,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,GORE,NO,OMITS,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.9420000000000001
NATIONAL WHITE,22.0,54.0,4.0,FIRST CALL,30-39,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,DOLE,SAME,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.9420000000000001
NATIONAL YELLOW,22.0,54.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,EDUCATION,HONEST,0.933
NATIONAL YELLOW,22.0,54.0,6.0,FIRST CALL,45-49,ASIAN,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,TAXES,STRONGLEADER,0.979
NATIONAL YELLOW,22.0,54.0,7.0,FIRST CALL,50-59,OTHER,MALE,GORE,,OMITS,OMITS,OMITS,NO,MORE,ECON/JOBS,OMITS,OMITS,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,ECON/JOBS,COMPLEXISSUE,1.0030000000000001
NATIONAL YELLOW,22.0,54.0,8.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,JEWISH,SOCIALSECUR,EXPERIENCE,1.187
NATIONAL GREY,22.0,54.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,,,,YES,,,,,,INDEPEND,SOMCOL/ASSOC,,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,,,,0.975
NATIONAL GREY,22.0,54.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,,,,YES,,,,,,DEMOCRAT,POSTGRAD,,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,,,,0.994
NATIONAL GREY,22.0,54.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,YES,,,,,,REPUBLCN,COLGRAD,,OVER100K,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,,,,0.979
NATIONAL GREY,22.0,54.0,12.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,,NO,,,,,,INDEPEND,COLGRAD,,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,,,,1.0030000000000001
NATIONAL PINK,22.0,54.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,,OTHERCHRIST,OVER100K,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.975
NATIONAL PINK,22.0,54.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,,,50-75K,MODERATE,65+,,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,,,,1.159
NATIONAL PINK,22.0,54.0,15.0,FIRST CALL,40-44,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,,JEWISH,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,1.0030000000000001
NATIONAL PINK,22.0,54.0,16.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,,,,YES,,,,,,DEMOCRAT,,CATHOLIC,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.979
NATIONAL WHITE,22.0,54.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,NADER,,APPROVE,UNFAVORABLE,GORE,NO,OMITS,OMITS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,,,,0.937
NATIONAL WHITE,22.0,54.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.994
NATIONAL YELLOW,22.0,54.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,WORLDAFFAIRS,GOODJUDGMENT,0.979
NATIONAL YELLOW,22.0,54.0,20.0,SECOND CALL,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,BUSH,YES,LESS,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,NOHS,CATHOLIC,,,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ECON/JOBS,COMPLEXISSUE,0.999
NATIONAL GREY,22.0,54.0,21.0,SECOND CALL,,WHITE,FEMALE,GORE,,,,,NO,,,,,,,,,,,,,NATIONAL,NOTCOMPLETE,EAST,,,,,,,,0.998
NATIONAL GREY,22.0,54.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,POSTGRAD,,,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,,,0.998
NATIONAL PINK,22.0,54.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,,,,,NO,,,,,,INDEPEND,,CATHOLIC,OVER100K,MODERATE,65+,,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.198
NATIONAL PINK,22.0,54.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,,CATHOLIC,LESS15K,MODERATE,65+,,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.192
NATIONAL WHITE,22.0,54.0,25.0,THIRD CALL,40-44,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,JEWISH,,,0.999
NATIONAL WHITE,22.0,54.0,26.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.984
NATIONAL WHITE,22.0,54.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.998
NATIONAL WHITE,22.0,54.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.998
NATIONAL WHITE,22.0,54.0,29.0,THIRD CALL,45-49,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.999
NATIONAL YELLOW,22.0,54.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NONE,HEALTHCARE,CARES,0.994
NATIONAL YELLOW,22.0,54.0,31.0,THIRD CALL,60-64,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,CATHOLIC,SOCIALSECUR,HONEST,1.165
NATIONAL YELLOW,22.0,54.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SOCIALSECUR,CLINTON,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,SOCIALSECUR,EXPERIENCE,0.975
NATIONAL YELLOW,22.0,54.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,WORLDAFFAIRS,GOODJUDGMENT,0.994
NATIONAL YELLOW,22.0,54.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,NO,MORE,TAXES,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,65+,,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,TAXES,STRONGLEADER,1.192
NATIONAL GREY,22.0,54.0,35.0,THIRD CALL,30-39,OTHER,MALE,GORE,,,,,YES,,,,,,DEMOCRAT,POSTGRAD,,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,,,,0.999
NATIONAL GREY,22.0,54.0,36.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,,,,YES,,,,,,INDEPEND,SOMCOL/ASSOC,,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,,,,0.988
NATIONAL GREY,22.0,54.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,,YES,,,,,,DEMOCRAT,COLGRAD,,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,,,,0.999
