VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPHEMP,PROPTAX,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,2.0,11.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,YES,YES,PEROT,BETTER,APP/FAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.844
STATE ONLY,2.0,12.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.739
STATE ONLY,2.0,12.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,OTHER,GORE,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,2.011
STATE ONLY,2.0,12.0,3.0,FIRST CALL,40-44,WHITE,MALE,,APPROVE,FAVORABLE,YOUNG,WOULDNOTVOTE,NO,NO,OTHER,SAME,APP/FAV,INDEPEND,OTHERCHRIST,,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.9480000000000001
STATE ONLY,2.0,12.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.06
STATE ONLY,2.0,12.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/FAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.06
STATE ONLY,2.0,12.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,ELSE,CATHOLIC,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,1.114
STATE ONLY,2.0,12.0,7.0,FIRST CALL,45-49,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.983
STATE ONLY,2.0,12.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.06
STATE ONLY,2.0,12.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.899
STATE ONLY,2.0,12.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.909
STATE ONLY,2.0,12.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,,DISAPPR,UNFAVORABLE,,BUSH,NO,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.455
STATE ONLY,2.0,12.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.2710000000000001
STATE ONLY,2.0,12.0,13.0,FIRST CALL,45-49,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.6340000000000001
STATE ONLY,2.0,12.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,1.2710000000000001
STATE ONLY,2.0,12.0,15.0,SECOND CALL,50-59,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,OTHER,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,1.2710000000000001
STATE ONLY,2.0,12.0,16.0,SECOND CALL,50-59,WHITE,,BUSH,DISAPPR,OMITS,,BUSH,YES,YES,OTHER,SAME,OMITS,REPUBLCN,ELSE,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,OTHER,1.4040000000000001
STATE ONLY,2.0,12.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.875
STATE ONLY,2.0,12.0,18.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,OMITS,YOUNG,GORE,YES,NO,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.787
STATE ONLY,2.0,12.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,2.82
STATE ONLY,2.0,12.0,20.0,SECOND CALL,50-59,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,2.82
STATE ONLY,2.0,12.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.335
STATE ONLY,2.0,12.0,22.0,SECOND CALL,50-59,HISP,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.32
STATE ONLY,2.0,12.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,WORSE,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.114
STATE ONLY,2.0,12.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,PEROT,SAME,DIS/UNFAV,ELSE,NONE,30-50K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,NONE,1.156
STATE ONLY,2.0,12.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.2710000000000001
STATE ONLY,2.0,12.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,WOULDNOTVOTE,NO,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.114
STATE ONLY,2.0,12.0,27.0,SECOND CALL,25-29,WHITE,MALE,GORE,OMITS,OMITS,GREENE,OMITS,,NO,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,18-29,25-29,,25-29,,1.103
STATE ONLY,2.0,12.0,28.0,SECOND CALL,65-74,WHITE,MALE,,APPROVE,UNFAVORABLE,,OMITS,NO,NO,OMITS,SAME,APP/UNFAV,,PROTESTANT,30-50K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,,65+,PROT/CHRIST,1.518
STATE ONLY,2.0,12.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.335
STATE ONLY,2.0,12.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,OMITS,GREENE,GORE,NO,NO,CLINTON,BETTER,OMITS,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,DEMOCRAT,40-49,NONE,1.491
STATE ONLY,2.0,12.0,31.0,SECOND CALL,25-29,OTHER,MALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,YES,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,0.636
STATE ONLY,2.0,12.0,32.0,SECOND CALL,45-49,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.387
STATE ONLY,2.0,12.0,33.0,SECOND CALL,60-64,,MALE,BUSH,APPROVE,UNFAVORABLE,GREENE,BUSH,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,2.2800000000000002
STATE ONLY,2.0,12.0,34.0,SECOND CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,ELSE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,OTHER,0.865
STATE ONLY,2.0,12.0,35.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,2.241
STATE ONLY,2.0,12.0,36.0,SECOND CALL,45-49,WHITE,FEMALE,,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,NO,NO,OTHER,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.212
STATE ONLY,2.0,12.0,37.0,SECOND CALL,45-49,WHITE,MALE,NADER,OMITS,OMITS,YOUNG,WOULDNOTVOTE,NO,NO,CLINTON,SAME,OMITS,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.772
STATE ONLY,2.0,12.0,38.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.06
STATE ONLY,2.0,12.0,39.0,SECOND CALL,50-59,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,YES,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.855
STATE ONLY,2.0,12.0,40.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,NONE,1.145
STATE ONLY,2.0,12.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.0130000000000001
STATE ONLY,2.0,12.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.156
STATE ONLY,2.0,12.0,43.0,THIRD CALL,30-39,OTHER,FEMALE,,DISAPPR,UNFAVORABLE,,OMITS,NO,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,,,,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,,1.455
STATE ONLY,2.0,12.0,44.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,NO,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,1.039
STATE ONLY,2.0,12.0,45.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.964
STATE ONLY,2.0,12.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUCHANAN,APPROVE,FAVORABLE,YOUNG,WOULDNOTVOTE,YES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.707
STATE ONLY,2.0,12.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.909
STATE ONLY,2.0,12.0,48.0,THIRD CALL,50-59,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,ELSE,ELSE,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,OTHER,1.156
STATE ONLY,2.0,12.0,49.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,0.967
STATE ONLY,2.0,12.0,50.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.2710000000000001
STATE ONLY,2.0,12.0,51.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,PEROT,BETTER,APP/UNFAV,ELSE,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.865
STATE ONLY,2.0,12.0,52.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,,1.387
STATE ONLY,2.0,13.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,PEROT,WORSE,DIS/UNFAV,ELSE,NONE,50-75K,MODERATE,18-64,STATE,CORRIDOR,45-59,50-59,IND/OTHER,50-64,NONE,1.09
STATE ONLY,2.0,13.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,CORRIDOR,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.0010000000000001
STATE ONLY,2.0,13.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,CORRIDOR,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.2
STATE ONLY,2.0,13.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,CORRIDOR,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.999
STATE ONLY,2.0,13.0,5.0,FIRST CALL,30-39,WHITE,MALE,,APPROVE,UNFAVORABLE,,OMITS,YES,NO,OMITS,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,CORRIDOR,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.972
STATE ONLY,2.0,13.0,6.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,,MODERATE,18-64,STATE,CORRIDOR,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.999
STATE ONLY,2.0,13.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,CONSERV,18-64,STATE,CORRIDOR,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.999
STATE ONLY,2.0,13.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,SAME,DIS/FAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CORRIDOR,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.908
STATE ONLY,2.0,13.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,CORRIDOR,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.908
STATE ONLY,2.0,13.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,CORRIDOR,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.999
STATE ONLY,2.0,13.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,CORRIDOR,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.02
STATE ONLY,2.0,13.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,CORRIDOR,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,1.196
STATE ONLY,2.0,13.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,CORRIDOR,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.685
STATE ONLY,2.0,13.0,14.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,STATE,CORRIDOR,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,1.0010000000000001
STATE ONLY,2.0,13.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,CORRIDOR,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.094
STATE ONLY,2.0,13.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,CORRIDOR,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.05
STATE ONLY,2.0,13.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,CORRIDOR,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.196
STATE ONLY,2.0,13.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,OMITS,YOUNG,BUSH,NO,NO,OMITS,BETTER,OMITS,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,CORRIDOR,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.0010000000000001
STATE ONLY,2.0,13.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,CORRIDOR,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.999
STATE ONLY,2.0,13.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,OMITS,SAME,DIS/UNFAV,ELSE,PROTESTANT,OVER100K,MODERATE,18-64,STATE,CORRIDOR,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.0010000000000001
STATE ONLY,2.0,13.0,21.0,SECOND CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,YES,PEROT,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,CORRIDOR,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,1.053
STATE ONLY,2.0,13.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,CORRIDOR,45-59,40-49,DEMOCRAT,40-49,NONE,1.094
STATE ONLY,2.0,13.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,OMITS,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,CORRIDOR,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.196
STATE ONLY,2.0,13.0,24.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,YES,NO,DOLE,WORSE,DIS/UNFAV,ELSE,CATHOLIC,OVER100K,MODERATE,18-64,STATE,CORRIDOR,45-59,40-49,IND/OTHER,40-49,CATHOLIC,1.106
STATE ONLY,2.0,13.0,25.0,SECOND CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,75-100K,,18-64,STATE,CORRIDOR,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.908
STATE ONLY,2.0,13.0,26.0,SECOND CALL,30-39,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,YOUNG,WOULDNOTVOTE,NO,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,CORRIDOR,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.608
