VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,DROPOUT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,7.0,26.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.974
STATE ONLY,7.0,26.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,CLINTON,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.874
STATE ONLY,7.0,26.0,8.0,FIRST CALL,25-29,WHITE,MALE,BUSH,GIORDANO,APPROVE,FAVORABLE,BUSH,LESS,TAXES,YES,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.863
STATE ONLY,7.0,26.0,9.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.872
STATE ONLY,7.0,26.0,10.0,FIRST CALL,25-29,ASIAN,MALE,NADER,LIEBERMAN,DISAPPR,FAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,NOVOTE,BETTER,DIS/FAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.522
STATE ONLY,7.0,26.0,11.0,FIRST CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.969
STATE ONLY,7.0,26.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,0.974
STATE ONLY,7.0,26.0,13.0,SECOND CALL,75+,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,65+,JEWISH,,,1.435
STATE ONLY,7.0,26.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.974
STATE ONLY,7.0,26.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.974
STATE ONLY,7.0,26.0,16.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.874
STATE ONLY,7.0,26.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.286
STATE ONLY,7.0,26.0,18.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.872
STATE ONLY,7.0,26.0,19.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.286
STATE ONLY,7.0,26.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,NO,PEROT,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.0210000000000001
STATE ONLY,7.0,26.0,21.0,SECOND CALL,75+,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,MODERATE,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,65+,JEWISH,,,1.435
STATE ONLY,7.0,26.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.974
STATE ONLY,7.0,26.0,23.0,SECOND CALL,30-39,HISP,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.711
STATE ONLY,7.0,26.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.872
STATE ONLY,7.0,26.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.874
STATE ONLY,7.0,26.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,DOLE,BETTER,APP/FAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.969
STATE ONLY,7.0,26.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.974
STATE ONLY,7.0,26.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.0210000000000001
STATE ONLY,7.0,26.0,29.0,THIRD CALL,40-44,WHITE,MALE,NADER,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,LESS,HEALTHCARE,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.525
STATE ONLY,7.0,26.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,PEROT,WORSE,APP/UNFAV,ELSE,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.974
STATE ONLY,7.0,26.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.974
STATE ONLY,7.0,26.0,32.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.969
STATE ONLY,7.0,26.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,18-29,25-29,IND/OTHER,25-29,NONE,,,0.863
STATE ONLY,7.0,26.0,34.0,THIRD CALL,45-49,ASIAN,MALE,BUSH,LIEBERMAN,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0150000000000001
STATE ONLY,7.0,26.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.969
STATE ONLY,7.0,26.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.974
STATE ONLY,7.0,26.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,NO,NOVOTE,SAME,APP/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.974
STATE ONLY,7.0,26.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.874
STATE ONLY,7.0,26.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,MORE,HEALTHCARE,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.874
STATE ONLY,7.0,26.0,40.0,THIRD CALL,18-24,,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.863
STATE ONLY,7.0,26.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.528
STATE ONLY,7.0,26.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.974
STATE ONLY,7.0,26.0,43.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.969
STATE ONLY,7.0,26.0,44.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.874
STATE ONLY,7.0,26.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.874
STATE ONLY,7.0,26.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.0210000000000001
STATE ONLY,7.0,26.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.974
STATE ONLY,7.0,26.0,48.0,THIRD CALL,45-49,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.969
STATE ONLY,7.0,26.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,0.974
STATE ONLY,7.0,26.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.8320000000000001
STATE ONLY,7.0,26.0,51.0,THIRD CALL,40-44,WHITE,MALE,NADER,GIORDANO,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,YES,PEROT,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.448
STATE ONLY,7.0,26.0,52.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,OMITS,PEROT,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.968
NATIONAL WHITE,7.0,33.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,OMITS,MORE,ECON/JOBS,,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,,,18-64,NATIONAL,COMPLETE,CONNVALLEY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.0110000000000001
NATIONAL WHITE,7.0,33.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,BUCHANAN,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,,DOLE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.342
NATIONAL WHITE,7.0,33.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,GIORDANO,OMITS,OMITS,OMITS,LESS,HEALTHCARE,,OMITS,OMITS,,,,,,,65+,NATIONAL,NOTCOMPLETE,CONNVALLEY,60+,60+,,65+,,,,1.5170000000000001
NATIONAL YELLOW,7.0,33.0,4.0,FIRST CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,LESS,OMITS,,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONNVALLEY,30-44,40-49,,40-49,,OMITS,GOODJUDGMENT,1.1360000000000001
NATIONAL YELLOW,7.0,33.0,5.0,FIRST CALL,30-39,ASIAN,MALE,NADER,,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,,CLINTON,WORSE,DIS/UNFAV,ELSE,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,EDUCATION,OMITS,0.59
NATIONAL YELLOW,7.0,33.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,,SOCIALSECUR,HONEST,1.1360000000000001
NATIONAL GREY,7.0,33.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GIORDANO,,,,,,,,,,REPUBLCN,POSTGRAD,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CONNVALLEY,30-44,30-39,REPUBLICAN,30-39,,,,1.018
NATIONAL GREY,7.0,33.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,LIEBERMAN,,,,,,,,,,REPUBLCN,NOHS,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,,,,0.618
NATIONAL GREY,7.0,33.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,LIEBERMAN,,,,,,,,,,DEMOCRAT,HSGRAD,,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,,,,1.1360000000000001
NATIONAL PINK,7.0,33.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GIORDANO,,,,,,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONNVALLEY,45-59,40-49,,40-49,,,,1.018
NATIONAL PINK,7.0,33.0,11.0,FIRST CALL,60-64,WHITE,MALE,BUSH,GIORDANO,,,,,,,,,,REPUBLCN,,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONNVALLEY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.51
NATIONAL PINK,7.0,33.0,12.0,FIRST CALL,18-24,WHITE,MALE,BUCHANAN,LIEBERMAN,,,,,,,,,,INDEPEND,,CATHOLIC,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CONNVALLEY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.417
NATIONAL WHITE,7.0,33.0,13.0,SECOND CALL,,WHITE,FEMALE,GORE,,OMITS,OMITS,OMITS,LESS,HEALTHCARE,,OMITS,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CONNVALLEY,,,,,,,,1.094
NATIONAL WHITE,7.0,33.0,14.0,SECOND CALL,30-39,BLACK,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CONNVALLEY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.924
NATIONAL WHITE,7.0,33.0,15.0,SECOND CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,,CLINTON,BETTER,APP/FAV,,HSGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,30-44,30-39,,30-39,,,,1.1360000000000001
NATIONAL WHITE,7.0,33.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GIORDANO,OMITS,OMITS,OMITS,LESS,OMITS,,OMITS,OMITS,,,,,,,65+,NATIONAL,NOTCOMPLETE,CONNVALLEY,60+,60+,,65+,,,,1.51
NATIONAL WHITE,7.0,33.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,WORLDAFFAIRS,,OMITS,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.588
NATIONAL YELLOW,7.0,33.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,1.1400000000000001
NATIONAL YELLOW,7.0,33.0,19.0,SECOND CALL,18-24,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,OMITS,LESS,EDUCATION,,NOVOTE,SAME,APP/FAV,INDEPEND,,NONE,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CONNVALLEY,18-29,18-24,IND/OTHER,18-24,NONE,EDUCATION,GOODJUDGMENT,1.129
NATIONAL YELLOW,7.0,33.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,HEALTHCARE,,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONNVALLEY,60+,60+,,50-64,,HEALTHCARE,EXPERIENCE,1.689
NATIONAL YELLOW,7.0,33.0,21.0,SECOND CALL,45-49,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,,OMITS,BETTER,APP/FAV,DEMOCRAT,HSGRAD,,,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,45-59,40-49,DEMOCRAT,40-49,,SOCIALSECUR,STRONGLEADER,1.1360000000000001
NATIONAL GREY,7.0,33.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,GIORDANO,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CONNVALLEY,60+,60+,REPUBLICAN,50-64,,,,1.5170000000000001
NATIONAL GREY,7.0,33.0,23.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LIEBERMAN,,,,,,,,,,INDEPEND,POSTGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CONNVALLEY,18-29,18-24,IND/OTHER,18-24,,,,1.184
NATIONAL GREY,7.0,33.0,24.0,SECOND CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,,,,,,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CONNVALLEY,30-44,40-49,,40-49,,,,1.1360000000000001
