VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,RIDGEVP,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,39.0,55.0,23.0,SECOND CALL,767.0,75+,WHITE,MALE,BUCHANAN,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,OTHER,NONE,GOREDID,WORSE,DIS/UNFAV,NO,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,,NO,NO,CONSERV,65+,CUTFEDINCTAX,OTHERCANDS,STATE,COMPLETE,CENTRALNORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,NEITHER,ONLYGORE,PERSONALQUAL,,,0.767
STATE ONLY,39.0,55.0,24.0,SECOND CALL,1187.0,65-74,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,OVER100K,YES,NO,CONSERV,65+,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.187
STATE ONLY,39.0,55.0,25.0,SECOND CALL,1187.0,60-64,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,PEROT,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,OMITS,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.187
STATE ONLY,39.0,55.0,26.0,SECOND CALL,1491.0,75+,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,MODERATE,65+,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,1.491
STATE ONLY,39.0,55.0,27.0,SECOND CALL,1425.0,75+,,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,MODERATE,65+,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.425
STATE ONLY,39.0,55.0,28.0,SECOND CALL,1425.0,75+,WHITE,MALE,GORE,KLINK,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.425
STATE ONLY,39.0,55.0,29.0,THIRD CALL,972.0,50-59,WHITE,MALE,BUSH,SANTORUM,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.972
STATE ONLY,39.0,55.0,30.0,THIRD CALL,972.0,50-59,WHITE,MALE,BUSH,SANTORUM,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.972
STATE ONLY,39.0,55.0,31.0,THIRD CALL,1166.0,45-49,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.166
STATE ONLY,39.0,55.0,32.0,THIRD CALL,1142.0,25-29,WHITE,FEMALE,GORE,,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NOVOTE,NONE,BOTHDID,SAME,APP/FAV,NO,ELSE,SUBURBS,HSGRAD,ELSE,NEVER,15-30K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,18-29,25-29,IND/OTHER,25-29,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.1420000000000001
STATE ONLY,39.0,55.0,33.0,THIRD CALL,1181.0,60-64,WHITE,FEMALE,NADER,KLINK,LAST.MONTH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,SUBURBS,MEDICARE/RX,HONEST,CLINTON,NONE,BOTHDID,SAME,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,NEVER,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,OTHERCANDS,STATE,COMPLETE,CENTRALNORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,1.181
STATE ONLY,39.0,55.0,34.0,THIRD CALL,972.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.972
STATE ONLY,39.0,55.0,35.0,THIRD CALL,1425.0,60-64,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,CLINTON,NONE,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,1.425
STATE ONLY,39.0,55.0,36.0,THIRD CALL,972.0,30-39,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,DOLE,NONE,OMITS,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.972
STATE ONLY,39.0,55.0,37.0,THIRD CALL,990.0,18-24,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NOVOTE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.99
STATE ONLY,39.0,55.0,38.0,THIRD CALL,1015.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,OMITS,GOODJUDGMENT,CLINTON,NONE,NEITHERDID,WORSE,DIS/FAV,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,NEITHER,PERSONALQUAL,,,1.0150000000000001
STATE ONLY,39.0,55.0,39.0,THIRD CALL,972.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,PEROT,NONE,GOREDID,SAME,DIS/FAV,YES,ELSE,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.972
STATE ONLY,39.0,55.0,40.0,THIRD CALL,1015.0,30-39,WHITE,FEMALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,HONEST,DOLE,NONE,OMITS,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,,18-64,OTHRPROGRAMS,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.0150000000000001
STATE ONLY,39.0,55.0,41.0,THIRD CALL,1049.0,25-29,WHITE,MALE,GORE,SANTORUM,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,LIKEABLE,NOVOTE,SOMEONEELSE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.049
STATE ONLY,39.0,57.0,1.0,FIRST CALL,625.0,25-29,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,DOLE,ME,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.625
STATE ONLY,39.0,57.0,2.0,FIRST CALL,826.0,65-74,WHITE,FEMALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.8260000000000001
STATE ONLY,39.0,57.0,3.0,FIRST CALL,640.0,50-59,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,ONCEAWEEK,,NO,NO,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.64
STATE ONLY,39.0,57.0,4.0,FIRST CALL,538.0,30-39,WHITE,FEMALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,CLINTON,NONE,GOREDID,SAME,DIS/UNFAV,NO,DEMOCRAT,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.538
STATE ONLY,39.0,57.0,5.0,FIRST CALL,564.0,45-49,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,GOODJUDGMENT,NOVOTE,ME,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,10-50K,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.5640000000000001
STATE ONLY,39.0,57.0,6.0,FIRST CALL,956.0,65-74,WHITE,,GORE,SANTORUM,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,LIKEABLE,CLINTON,NONE,BOTHDID,SAME,APP/UNFAV,NO,REPUBLCN,10-50K,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,SOCIALSECURI,OTHERCANDS,STATE,COMPLETE,PITTBURGH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,0.9560000000000001
STATE ONLY,39.0,57.0,7.0,FIRST CALL,564.0,50-59,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.5640000000000001
STATE ONLY,39.0,57.0,8.0,SECOND CALL,538.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,HONEST,CLINTON,SOMEONEELSE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.538
STATE ONLY,39.0,57.0,9.0,SECOND CALL,538.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,OMITS,OTHER,NONE,BOTHDID,SAME,APP/UNFAV,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.538
STATE ONLY,39.0,57.0,10.0,SECOND CALL,538.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,STRONGLEADER,DOLE,SOMEONEELSE,OMITS,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,OMITS,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,NEITHER,ISSUES,,,0.538
STATE ONLY,39.0,57.0,11.0,SECOND CALL,560.0,30-39,WHITE,FEMALE,BUSH,,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NOVOTE,SOMEONEELSE,BOTHDID,SAME,DIS/UNFAV,NO,ELSE,10-50K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.56
STATE ONLY,39.0,57.0,12.0,SECOND CALL,564.0,30-39,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,OMITS,,,0.5640000000000001
STATE ONLY,39.0,57.0,13.0,SECOND CALL,564.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,POSTGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.5640000000000001
STATE ONLY,39.0,57.0,14.0,SECOND CALL,826.0,65-74,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,STRONGLEADER,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,65+,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,REPUBLICAN,65+,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,0.8260000000000001
STATE ONLY,39.0,57.0,15.0,SECOND CALL,671.0,50-59,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,SMCITY/RURAL,OMITS,OMITS,CLINTON,NONE,OMITS,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,CATHOLIC,NEVER,50-75K,YES,NO,MODERATE,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.671
STATE ONLY,39.0,57.0,16.0,SECOND CALL,538.0,30-39,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,OMITS,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,DOLE,SOMEONEELSE,GOREDID,BETTER,OMITS,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,OMITS,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.538
STATE ONLY,39.0,57.0,17.0,SECOND CALL,911.0,65-74,WHITE,FEMALE,GORE,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,HONEST,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,10-50K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,65+,OMITS,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,BOTH,ISSUES,,,0.911
STATE ONLY,39.0,57.0,18.0,SECOND CALL,564.0,30-39,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,DOLE,ME,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.5640000000000001
STATE ONLY,39.0,57.0,19.0,SECOND CALL,861.0,75+,WHITE,FEMALE,BUSH,,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,CARES,CLINTON,SOMEONEELSE,NEITHERDID,SAME,APP/UNFAV,NO,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,NEITHER,BOTH,ISSUES,,,0.861
STATE ONLY,39.0,57.0,20.0,SECOND CALL,911.0,60-64,WHITE,FEMALE,GORE,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,NO,DEMOCRAT,10-50K,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.911
STATE ONLY,39.0,57.0,21.0,SECOND CALL,1034.0,75+,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,CARES,CLINTON,SOMEONEELSE,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,LIBERAL,65+,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.034
STATE ONLY,39.0,57.0,22.0,SECOND CALL,597.0,25-29,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,DOLE,SOMEONEELSE,GOREDID,OMITS,DIS/UNFAV,NO,REPUBLCN,10-50K,,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,0.597
STATE ONLY,39.0,57.0,23.0,SECOND CALL,1034.0,65-74,WHITE,MALE,GORE,KLINK,LASTWEEK,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,CARES,CLINTON,ME,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,65+,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,BOTH,ISSUES,,,1.034
STATE ONLY,39.0,57.0,24.0,SECOND CALL,640.0,30-39,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,SMCITY/RURAL,OMITS,OMITS,CLINTON,NONE,OMITS,SAME,APP/UNFAV,YES,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PITTBURGH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,OMITS,OMITS,ISSUES,,,0.64
STATE ONLY,39.0,57.0,25.0,SECOND CALL,582.0,45-49,WHITE,FEMALE,BUSH,KLINK,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,EXPERIENCE,OMITS,NONE,BOTHDID,SAME,APP/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,PITTBURGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,OMITS,ISSUES,,,0.582
