VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,BCRUN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,4.0,29.0,18.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.978
STATE ONLY,4.0,29.0,19.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,GOODJUDGMENT,YES,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.471
STATE ONLY,4.0,29.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.2550000000000001
STATE ONLY,4.0,29.0,21.0,SECOND CALL,75+,WHITE,,GORE,BEFORE,OMITS,OMITS,OMITS,SOCIALSECUR,LIKEABLE,OMITS,OMITS,OMITS,,OMITS,,,,,,65+,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,,,1.038
STATE ONLY,4.0,29.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.471
STATE ONLY,4.0,29.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BEFORE,OMITS,OMITS,OMITS,ECON/JOBS,CARES,YES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,0.874
STATE ONLY,4.0,29.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,HONEST,NO,NOVOTE,WORSE,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.747
STATE ONLY,4.0,29.0,25.0,SECOND CALL,30-39,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.992
STATE ONLY,4.0,29.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.471
STATE ONLY,4.0,29.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,CLINTON,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.2550000000000001
STATE ONLY,4.0,29.0,28.0,SECOND CALL,30-39,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,HEALTHCARE,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.992
STATE ONLY,4.0,29.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.471
STATE ONLY,4.0,29.0,30.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.747
STATE ONLY,4.0,29.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.038
STATE ONLY,4.0,29.0,32.0,THIRD CALL,40-44,HISP,MALE,BUSH,OMITS,OMITS,OMITS,OMITS,SOCIALSECUR,LIKEABLE,YES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,1.5070000000000001
STATE ONLY,4.0,29.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.747
STATE ONLY,4.0,29.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,COMPLEXISSUE,NO,PEROT,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.874
STATE ONLY,4.0,29.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,CARES,YES,NOVOTE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.471
STATE ONLY,4.0,29.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,STRONGLEADER,NO,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.874
STATE ONLY,4.0,29.0,37.0,THIRD CALL,40-44,,FEMALE,GORE,BEFORE,DISAPPR,FAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,OMITS,NOVOTE,BETTER,DIS/FAV,YES,INDEPEND,COLGRAD,,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,,,,0.874
STATE ONLY,4.0,29.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.667
STATE ONLY,4.0,29.0,39.0,THIRD CALL,25-29,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,YES,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.423
STATE ONLY,4.0,29.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,NONE,,,1.667
STATE ONLY,4.0,29.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.874
STATE ONLY,4.0,29.0,42.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,OMITS,HONEST,NO,CLINTON,SAME,APP/UNFAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.745
STATE ONLY,4.0,29.0,43.0,THIRD CALL,65-74,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,GOODJUDGMENT,YES,DOLE,SAME,APP/UNFAV,NO,INDEPEND,NOHS,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.978
STATE ONLY,4.0,29.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,EDUCATION,COMPLEXISSUE,YES,NOVOTE,SAME,APP/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.2550000000000001
STATE ONLY,4.0,29.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CARES,NO,PEROT,SAME,APP/UNFAV,YES,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.761
STATE ONLY,4.0,29.0,46.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,OMITS,NOVOTE,OMITS,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,,,,1.423
STATE ONLY,4.0,32.0,1.0,FIRST CALL,60-64,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,LIKEABLE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.338
STATE ONLY,4.0,32.0,2.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,HONEST,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.252
STATE ONLY,4.0,32.0,3.0,FIRST CALL,25-29,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.244
STATE ONLY,4.0,32.0,4.0,FIRST CALL,40-44,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.28500000000000003
STATE ONLY,4.0,32.0,5.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,6.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,OMITS,MEDICARE/RX,OMITS,OMITS,CLINTON,SAME,APP/UNFAV,OMITS,DEMOCRAT,NOHS,PROTESTANT,,,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,7.0,FIRST CALL,75+,BLACK,MALE,GORE,BEFORE,OMITS,FAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,OMITS,CLINTON,WORSE,OMITS,YES,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.338
STATE ONLY,4.0,32.0,8.0,FIRST CALL,50-59,BLACK,,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,GOODJUDGMENT,NO,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.28500000000000003
STATE ONLY,4.0,32.0,9.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,10.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,LAST.MONTH,OMITS,OMITS,OMITS,EDUCATION,CARES,YES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,30-39,,30-39,,,,0.252
STATE ONLY,4.0,32.0,11.0,FIRST CALL,60-64,BLACK,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,STRONGLEADER,YES,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.338
STATE ONLY,4.0,32.0,12.0,FIRST CALL,65-74,BLACK,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.338
STATE ONLY,4.0,32.0,13.0,FIRST CALL,30-39,BLACK,MALE,GORE,BEFORE,DISAPPR,FAVORABLE,GORE,SOCIALSECUR,CARES,YES,CLINTON,SAME,DIS/FAV,YES,DEMOCRAT,NOHS,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.28500000000000003
STATE ONLY,4.0,32.0,14.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,15.0,FIRST CALL,75+,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.338
STATE ONLY,4.0,32.0,16.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,17.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,OMITS,DOLE,WORSE,DIS/UNFAV,NO,INDEPEND,NOHS,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.629
STATE ONLY,4.0,32.0,18.0,FIRST CALL,30-39,BLACK,MALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,EDUCATION,CARES,NO,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.48
STATE ONLY,4.0,32.0,19.0,FIRST CALL,60-64,BLACK,FEMALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,CARES,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.502
STATE ONLY,4.0,32.0,20.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,COMPLEXISSUE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,21.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,22.0,SECOND CALL,30-39,BLACK,MALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,HEALTHCARE,COMPLEXISSUE,NO,OMITS,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.28500000000000003
STATE ONLY,4.0,32.0,23.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,,,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,24.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,OMITS,SOCIALSECUR,GOODJUDGMENT,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,25.0,SECOND CALL,50-59,BLACK,MALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.28500000000000003
STATE ONLY,4.0,32.0,26.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.215
STATE ONLY,4.0,32.0,27.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,28.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,GOODJUDGMENT,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,,,0.252
STATE ONLY,4.0,32.0,29.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.215
STATE ONLY,4.0,32.0,30.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.298
STATE ONLY,4.0,32.0,31.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,HONEST,OMITS,CLINTON,BETTER,APP/FAV,YES,ELSE,COLGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.215
STATE ONLY,4.0,32.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,LIKEABLE,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.252
STATE ONLY,4.0,32.0,33.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.215
STATE ONLY,4.0,32.0,34.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,YES,NOVOTE,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.215
STATE ONLY,4.0,32.0,35.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,HEALTHCARE,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.215
STATE ONLY,4.0,32.0,36.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,LIKEABLE,OMITS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.252
STATE ONLY,4.0,32.0,37.0,THIRD CALL,18-24,BLACK,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,OMITS,YES,NOVOTE,BETTER,APP/FAV,NO,,NOHS,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,,18-24,OTHER,,,0.244
STATE ONLY,4.0,40.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LASTWEEK,APPROVE,FAVORABLE,BUSH,EDUCATION,HONEST,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.5090000000000001
STATE ONLY,4.0,40.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,OMITS,UNFAVORABLE,BUSH,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,WORSE,OMITS,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.7850000000000001
