VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,RACPRO,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CORZMONY,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,31.0,16.0,32.0,SECOND CALL,771.0,50-59,,FEMALE,BUSH,FRANKS,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,STRONGLEADER,OMITS,NONE,OMITS,,,NOTTOOSERIO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,NOTATALLCONC,STATE,NOTCOMPLETE,BERGEN,45-59,50-59,,50-64,NO,,,OMITS,OMITS,OMITS,,,0.771
STATE ONLY,31.0,16.0,33.0,THIRD CALL,556.0,40-44,HISP,MALE,BUSH,FRANKS,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,HONEST,OMITS,MEANDSOMEONE,OMITS,,,VERYSERIOUS,,SUBURBS,,,OMITS,,,,,18-64,OMITS,SOMEWHATCONC,STATE,NOTCOMPLETE,BERGEN,30-44,40-49,,40-49,YES,WHITE,,OMITS,OMITS,OMITS,,,0.556
STATE ONLY,31.0,16.0,34.0,THIRD CALL,1182.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,COMPLEXISSUE,CLINTON,ME,BETTER,APP/FAV,YES,NOTTOOSERIO,ELSE,SUBURBS,,JEWISH,OMITS,OVER100K,YES,YES,MODERATE,18-64,OMITS,NOTATALLCONC,STATE,COMPLETE,BERGEN,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.182
STATE ONLY,31.0,16.0,35.0,THIRD CALL,818.0,30-39,OTHER,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,SAME,DIS/UNFAV,YES,NOTTOOSERIO,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,30-44,30-39,IND/OTHER,30-39,NO,OTHER,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,0.8180000000000001
STATE ONLY,31.0,16.0,36.0,THIRD CALL,744.0,45-49,WHITE,MALE,BUSH,CORZINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,BETTER,APP/UNFAV,YES,VERYSERIOUS,REPUBLCN,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,BOTH,BOTH,ISSUES,,,0.744
STATE ONLY,31.0,16.0,37.0,THIRD CALL,1182.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.182
STATE ONLY,31.0,16.0,38.0,THIRD CALL,1838.0,65-74,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,GOODJUDGMENT,CLINTON,NONE,SAME,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,SUBURBS,POSTGRAD,NONE,OMITS,OVER100K,YES,NO,LIBERAL,65+,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,60+,60+,DEMOCRAT,65+,NO,WHITE,NONE,ONLYGORE,ONLYBUSH,OMITS,,,1.838
STATE ONLY,31.0,16.0,39.0,THIRD CALL,1838.0,60-64,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,NONE,SAME,APP/UNFAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,HSGRAD,JEWISH,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,BERGEN,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYBUSH,BOTH,PERSONALQUAL,,,1.838
STATE ONLY,31.0,16.0,40.0,THIRD CALL,1838.0,60-64,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,JEWISH,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,BERGEN,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,1.838
STATE ONLY,31.0,16.0,41.0,THIRD CALL,1257.0,40-44,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,BERGEN,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,ONLYGORE,NEITHER,ISSUES,,,1.2570000000000001
STATE ONLY,31.0,16.0,42.0,THIRD CALL,1387.0,45-49,WHITE,MALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,PEROT,NONE,SAME,APP/FAV,YES,NOTTOOSERIO,INDEPEND,SUBURBS,SOMCOL/ASSOC,JEWISH,NEVER,OVER100K,NO,YES,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,NEITHER,NEITHER,PERSONALQUAL,,,1.387
STATE ONLY,31.0,16.0,43.0,THIRD CALL,1302.0,30-39,WHITE,FEMALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,DOLE,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,VERYCONC,STATE,COMPLETE,BERGEN,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,BOTH,BOTH,ISSUES,,,1.302
STATE ONLY,31.0,16.0,44.0,THIRD CALL,1257.0,30-39,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,ME,BETTER,APP/UNFAV,YES,NOTTOOSERIO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,,YES,YES,CONSERV,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.2570000000000001
STATE ONLY,31.0,16.0,45.0,THIRD CALL,1182.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.182
STATE ONLY,31.0,16.0,46.0,THIRD CALL,818.0,45-49,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,OTHER,NONE,BETTER,DIS/UNFAV,YES,NOTATALLSERI,REPUBLCN,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.8180000000000001
STATE ONLY,31.0,16.0,47.0,THIRD CALL,1182.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,OMITS,EXPERIENCE,DOLE,NONE,WORSE,APP/UNFAV,NO,SOMEWHTSERI,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,BERGEN,45-59,40-49,IND/OTHER,40-49,,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.182
STATE ONLY,31.0,16.0,48.0,THIRD CALL,2155.0,75+,WHITE,MALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,HONEST,NOVOTE,ME,WORSE,APP/FAV,NO,VERYSERIOUS,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,NO,YES,MODERATE,65+,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,65+,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,2.1550000000000002
STATE ONLY,31.0,16.0,49.0,THIRD CALL,818.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,OMITS,CLINTON,NONE,BETTER,APP/UNFAV,YES,OMITS,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,BERGEN,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,NEITHER,BOTH,OMITS,,,0.8180000000000001
STATE ONLY,31.0,16.0,50.0,THIRD CALL,1387.0,45-49,WHITE,MALE,GORE,FRANKS,APPROVE,FAVORABLE,OMITS,MORE,SUBURBS,OMITS,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,NO,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,1.387
STATE ONLY,31.0,16.0,51.0,THIRD CALL,1955.0,60-64,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,GOODJUDGMENT,DOLE,NONE,BETTER,APP/UNFAV,YES,NOTATALLSERI,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.955
STATE ONLY,31.0,16.0,52.0,THIRD CALL,818.0,45-49,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,NONE,BETTER,APP/UNFAV,YES,SOMEWHTSERI,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,BERGEN,45-59,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,BOTH,BOTH,PERSONALQUAL,,,0.8180000000000001
STATE ONLY,31.0,16.0,53.0,THIRD CALL,1257.0,45-49,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,BERGEN,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,ONLYGORE,NEITHER,ISSUES,,,1.2570000000000001
STATE ONLY,31.0,16.0,54.0,THIRD CALL,1838.0,60-64,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,WORSE,APP/UNFAV,NO,VERYSERIOUS,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,NO,YES,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,BERGEN,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.838
STATE ONLY,31.0,16.0,55.0,THIRD CALL,1257.0,50-59,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,NOTTOOSERIO,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.2570000000000001
STATE ONLY,31.0,16.0,56.0,THIRD CALL,818.0,50-59,ASIAN,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,ME,SAME,APP/UNFAV,YES,VERYSERIOUS,REPUBLCN,SUBURBS,COLGRAD,NONE,NEVER,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,50-59,REPUBLICAN,50-64,NO,ASIAN,NONE,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.8180000000000001
STATE ONLY,31.0,16.0,57.0,THIRD CALL,1182.0,50-59,ASIAN,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,BERGEN,45-59,50-59,REPUBLICAN,50-64,NO,ASIAN,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.182
NATIONAL WHITE,31.0,22.0,1.0,FIRST CALL,1962.0,30-39,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.962
NATIONAL WHITE,31.0,22.0,2.0,FIRST CALL,1962.0,50-59,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,NONE,SAME,APP/UNFAV,YES,,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.962
NATIONAL WHITE,31.0,22.0,3.0,FIRST CALL,1962.0,40-44,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,YES,,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,,,1.962
NATIONAL YELLOW,31.0,22.0,4.0,FIRST CALL,1894.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,OMITS,NONE,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,NOHS,CATHOLIC,NEVER,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,OMITS,HEALTHCARE,EXPERIENCE,1.8940000000000001
NATIONAL YELLOW,31.0,22.0,5.0,FIRST CALL,2048.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,DOLE,NONE,BETTER,APP/UNFAV,YES,,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,ISSUES,TAXES,EXPERIENCE,2.048
NATIONAL YELLOW,31.0,22.0,6.0,FIRST CALL,1979.0,50-59,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,TAXES,GOODJUDGMENT,1.979
NATIONAL YELLOW,31.0,22.0,7.0,FIRST CALL,2048.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,DOLE,NONE,BETTER,APP/UNFAV,YES,,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,ISSUES,TAXES,EXPERIENCE,2.048
NATIONAL GREY,31.0,22.0,8.0,FIRST CALL,2048.0,50-59,WHITE,MALE,BUSH,FRANKS,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,,ONLYBUSH,ONLYBUSH,,,,2.048
NATIONAL GREY,31.0,22.0,9.0,FIRST CALL,1609.0,25-29,HISP,MALE,BUSH,FRANKS,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,LIBERAL,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,YES,WHITE,,ONLYGORE,OMITS,,,,1.609
NATIONAL GREY,31.0,22.0,10.0,FIRST CALL,2141.0,25-29,WHITE,FEMALE,GORE,FRANKS,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,LIBERAL,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,,ONLYBUSH,ONLYBUSH,,,,2.141
NATIONAL GREY,31.0,22.0,11.0,FIRST CALL,2048.0,50-59,WHITE,MALE,BUSH,FRANKS,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,,ONLYBUSH,ONLYBUSH,,,,2.048
NATIONAL PINK,31.0,22.0,12.0,FIRST CALL,2141.0,18-24,WHITE,FEMALE,GORE,FRANKS,,,,,SUBURBS,,,,SOMEONEELSE,,,NO,,REPUBLCN,SUBURBS,,CATHOLIC,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,,,,,,2.141
NATIONAL PINK,31.0,22.0,13.0,FIRST CALL,1979.0,40-44,WHITE,FEMALE,BUSH,FRANKS,,,,,SUBURBS,,,,NONE,,,NO,,DEMOCRAT,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,,,,1.979
NATIONAL PINK,31.0,22.0,14.0,FIRST CALL,2048.0,50-59,WHITE,MALE,BUSH,FRANKS,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,,,,2.048
NATIONAL PINK,31.0,22.0,15.0,FIRST CALL,1979.0,40-44,WHITE,FEMALE,BUSH,FRANKS,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,SUBURBS,,CATHOLIC,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,,,,1.979
STATE ONLY,31.0,28.0,1.0,FIRST CALL,2318.0,75+,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,50-500K,NOHS,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,2.318
STATE ONLY,31.0,28.0,2.0,FIRST CALL,2398.0,65-74,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,15-30K,NO,YES,CONSERV,65+,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,NO,WHITE,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,2.398
STATE ONLY,31.0,28.0,3.0,FIRST CALL,2371.0,50-59,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,NOTTOOSERIO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,2.371
STATE ONLY,31.0,28.0,4.0,FIRST CALL,1754.0,50-59,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,CLINTON,ME,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,1.754
STATE ONLY,31.0,28.0,5.0,FIRST CALL,2371.0,30-39,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,INDEPEND,50-500K,COLGRAD,NONE,NEVER,75-100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,ONLYGORE,BOTH,ISSUES,,,2.371
STATE ONLY,31.0,28.0,6.0,FIRST CALL,1754.0,40-44,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,TAXES,CARES,CLINTON,ME,WORSE,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,,BLACK,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.754
STATE ONLY,31.0,28.0,7.0,FIRST CALL,1816.0,40-44,BLACK,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,BETTER,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,,BLACK,PROT/CHRIST,OMITS,ONLYBUSH,ISSUES,,,1.816
STATE ONLY,31.0,28.0,8.0,FIRST CALL,1754.0,45-49,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,,BLACK,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,1.754
