VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,EVOLCREA,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,17.0,48.0,15.0,FIRST CALL,363.0,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,,MODERATE,65+,BOTH,STATE,WICHITA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.363
STATE ONLY,17.0,48.0,16.0,FIRST CALL,248.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,17.0,FIRST CALL,248.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,18.0,FIRST CALL,179.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.179
STATE ONLY,17.0,48.0,19.0,FIRST CALL,363.0,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,OVER100K,LIBERAL,65+,EVOLUTION,STATE,WICHITA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.363
STATE ONLY,17.0,48.0,20.0,FIRST CALL,542.0,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,DOLE,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,BOTH,STATE,WICHITA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.542
STATE ONLY,17.0,48.0,21.0,FIRST CALL,370.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,22.0,FIRST CALL,370.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,23.0,FIRST CALL,267.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.267
STATE ONLY,17.0,48.0,24.0,FIRST CALL,370.0,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.37
STATE ONLY,17.0,48.0,25.0,SECOND CALL,179.0,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,26.0,SECOND CALL,248.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,27.0,SECOND CALL,542.0,75+,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,65+,CREATIONISM,STATE,WICHITA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.542
STATE ONLY,17.0,48.0,28.0,SECOND CALL,342.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,BOTH,STATE,WICHITA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.342
STATE ONLY,17.0,48.0,29.0,SECOND CALL,267.0,50-59,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,OMITS,OTHER,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.267
STATE ONLY,17.0,48.0,30.0,SECOND CALL,248.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,31.0,SECOND CALL,370.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,32.0,SECOND CALL,503.0,60-64,ASIAN,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,OMITS,REPUBLCN,PROTESTANT,,MODERATE,18-64,BOTH,STATE,WICHITA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.503
STATE ONLY,17.0,48.0,33.0,THIRD CALL,248.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.248
STATE ONLY,17.0,48.0,34.0,THIRD CALL,179.0,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,35.0,THIRD CALL,161.0,40-44,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,WICHITA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.161
STATE ONLY,17.0,48.0,36.0,THIRD CALL,248.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,LIBERAL,18-64,BOTH,STATE,WICHITA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,37.0,THIRD CALL,248.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,CREATIONISM,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,38.0,THIRD CALL,248.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,39.0,THIRD CALL,370.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.37
STATE ONLY,17.0,48.0,40.0,THIRD CALL,248.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.248
STATE ONLY,17.0,48.0,41.0,THIRD CALL,179.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,42.0,THIRD CALL,179.0,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.179
STATE ONLY,17.0,48.0,43.0,THIRD CALL,173.0,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.17300000000000001
STATE ONLY,17.0,48.0,44.0,THIRD CALL,342.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.342
STATE ONLY,17.0,48.0,45.0,THIRD CALL,751.0,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,OVER100K,CONSERV,65+,EVOLUTION,STATE,WICHITA,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.751
STATE ONLY,17.0,48.0,46.0,THIRD CALL,248.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.248
STATE ONLY,17.0,48.0,47.0,THIRD CALL,247.0,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,DOLE,SAME,APP/FAV,ELSE,OTHERCHRIST,15-30K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.247
STATE ONLY,17.0,48.0,48.0,THIRD CALL,179.0,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,DOLE,WORSE,APP/FAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.179
STATE ONLY,17.0,48.0,49.0,THIRD CALL,247.0,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.247
STATE ONLY,17.0,56.0,1.0,FIRST CALL,312.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.312
STATE ONLY,17.0,56.0,2.0,FIRST CALL,158.0,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,CREATIONISM,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.158
STATE ONLY,17.0,56.0,3.0,FIRST CALL,106.0,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.106
STATE ONLY,17.0,56.0,4.0,FIRST CALL,312.0,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.312
STATE ONLY,17.0,56.0,5.0,FIRST CALL,227.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.227
STATE ONLY,17.0,56.0,6.0,FIRST CALL,106.0,50-59,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.106
STATE ONLY,17.0,56.0,7.0,FIRST CALL,209.0,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.209
STATE ONLY,17.0,56.0,8.0,FIRST CALL,106.0,45-49,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.106
STATE ONLY,17.0,56.0,9.0,FIRST CALL,151.0,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,NONE,75-100K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,NONE,,,0.151
STATE ONLY,17.0,56.0,10.0,FIRST CALL,458.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,OMITS,STATE,WICHITA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.458
STATE ONLY,17.0,56.0,11.0,FIRST CALL,163.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,,LIBERAL,18-64,BOTH,STATE,WICHITA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.163
STATE ONLY,17.0,56.0,12.0,FIRST CALL,338.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.338
STATE ONLY,17.0,56.0,13.0,FIRST CALL,163.0,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.163
STATE ONLY,17.0,56.0,14.0,FIRST CALL,158.0,30-39,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.158
STATE ONLY,17.0,56.0,15.0,FIRST CALL,227.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.227
STATE ONLY,17.0,56.0,16.0,FIRST CALL,338.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,EVOLUTION,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.338
STATE ONLY,17.0,56.0,17.0,FIRST CALL,331.0,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,INDEPEND,CATHOLIC,15-30K,MODERATE,65+,BOTH,STATE,WICHITA,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.331
STATE ONLY,17.0,56.0,18.0,FIRST CALL,227.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.227
STATE ONLY,17.0,56.0,19.0,FIRST CALL,331.0,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.331
STATE ONLY,17.0,56.0,20.0,FIRST CALL,312.0,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,SAME,APP/FAV,INDEPEND,PROTESTANT,LESS15K,CONSERV,18-64,BOTH,STATE,WICHITA,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.312
STATE ONLY,17.0,56.0,21.0,FIRST CALL,227.0,45-49,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,DOLE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,CREATIONISM,STATE,WICHITA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.227
STATE ONLY,17.0,56.0,22.0,FIRST CALL,225.0,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,EVOLUTION,STATE,WICHITA,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.225
STATE ONLY,17.0,56.0,23.0,FIRST CALL,244.0,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,DOLE,WORSE,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,BOTH,STATE,WICHITA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.244
STATE ONLY,17.0,56.0,24.0,FIRST CALL,244.0,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,75-100K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.244
STATE ONLY,17.0,56.0,25.0,SECOND CALL,163.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.163
STATE ONLY,17.0,56.0,26.0,SECOND CALL,227.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.227
STATE ONLY,17.0,56.0,27.0,SECOND CALL,331.0,65-74,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,BOTH,STATE,WICHITA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.331
STATE ONLY,17.0,56.0,28.0,SECOND CALL,312.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.312
STATE ONLY,17.0,56.0,29.0,SECOND CALL,209.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,WICHITA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.209
STATE ONLY,17.0,56.0,30.0,SECOND CALL,227.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.227
STATE ONLY,17.0,56.0,31.0,SECOND CALL,225.0,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.225
STATE ONLY,17.0,56.0,32.0,SECOND CALL,151.0,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,BOTH,STATE,WICHITA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.151
STATE ONLY,17.0,56.0,33.0,SECOND CALL,158.0,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,CONSERV,18-64,EVOLUTION,STATE,WICHITA,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.158
STATE ONLY,17.0,56.0,34.0,SECOND CALL,106.0,30-39,HISP,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.106
STATE ONLY,17.0,56.0,35.0,SECOND CALL,163.0,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,BOTH,STATE,WICHITA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.163
STATE ONLY,17.0,56.0,36.0,SECOND CALL,227.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.227
STATE ONLY,17.0,56.0,37.0,SECOND CALL,163.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.163
STATE ONLY,17.0,56.0,38.0,SECOND CALL,338.0,30-39,WHITE,MALE,BUSH,DISAPPR,OMITS,BUSH,YES,DOLE,SAME,OMITS,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.338
STATE ONLY,17.0,56.0,39.0,SECOND CALL,331.0,75+,WHITE,,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,65+,BOTH,STATE,WICHITA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.331
STATE ONLY,17.0,56.0,40.0,SECOND CALL,209.0,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,WICHITA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.209
STATE ONLY,17.0,56.0,41.0,SECOND CALL,321.0,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,65+,BOTH,STATE,WICHITA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.321
STATE ONLY,17.0,56.0,42.0,SECOND CALL,163.0,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,EVOLUTION,STATE,WICHITA,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.163
STATE ONLY,17.0,56.0,43.0,THIRD CALL,338.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,WICHITA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.338
STATE ONLY,17.0,56.0,44.0,THIRD CALL,227.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,CREATIONISM,STATE,WICHITA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.227
