VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,RYAN,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,DEATHPEN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL WHITE,14.0,40.0,1.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,OMITS,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,OTHER,NONE,MOSTLGL,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,COLGRAD,ELSE,NEVER,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,RIGHTDIR,,,ISSUES,,,3.257
NATIONAL WHITE,14.0,40.0,2.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,ME,MOSTLGL,WORSE,APP/FAV,YES,,DEMOCRAT,OVER500K,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,ISSUES,,,3.504
NATIONAL YELLOW,14.0,40.0,3.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,STRONGLEADER,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,HEALTHCARE,STRONGLEADER,3.504
NATIONAL YELLOW,14.0,40.0,4.0,THIRD CALL,18-24,ASIAN,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,18-29,18-24,DEMOCRAT,18-24,NO,ASIAN,OTHER,RIGHTDIR,,,ISSUES,ECON/JOBS,EXPERIENCE,3.257
NATIONAL GREY,14.0,40.0,5.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,LESS,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,COLGRAD,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,ONLYGORE,ONLYBUSH,,,,3.524
NATIONAL GREY,14.0,40.0,6.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,LESS,CITYOVER50K,,,,,,,,,,REPUBLCN,OVER500K,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYGORE,ONLYGORE,,,,3.188
NATIONAL PINK,14.0,40.0,7.0,THIRD CALL,75+,WHITE,FEMALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,NO,,DEMOCRAT,OVER500K,,PROTESTANT,,LESS15K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,,,,,3.504
NATIONAL PINK,14.0,40.0,8.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,YES,,INDEPEND,OVER500K,,PROTESTANT,,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,,,,,3.188
NATIONAL WHITE,14.0,41.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,,INDEPEND,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.147
NATIONAL WHITE,14.0,41.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,,DEMOCRAT,OVER500K,COLGRAD,JEWISH,NEVER,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,RIGHTDIR,,,PERSONALQUAL,,,1.038
NATIONAL WHITE,14.0,41.0,3.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,,OMITS,,,1.147
NATIONAL YELLOW,14.0,41.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,,INDEPEND,OVER500K,POSTGRAD,JEWISH,NEVER,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,RIGHTDIR,,,PERSONALQUAL,TAXES,HONEST,1.139
NATIONAL YELLOW,14.0,41.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,,REPUBLCN,OVER500K,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,TAXES,HONEST,2.274
NATIONAL YELLOW,14.0,41.0,6.0,FIRST CALL,60-64,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,WORSE,APP/UNFAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,RIGHTDIR,,,ISSUES,WORLDAFFAIRS,COMPLEXISSUE,0.834
NATIONAL GREY,14.0,41.0,7.0,FIRST CALL,45-49,BLACK,MALE,BUSH,,,,LESS,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CHICAGO,45-59,40-49,IND/OTHER,40-49,NO,BLACK,,,BOTH,ONLYGORE,,,,1.504
NATIONAL GREY,14.0,41.0,8.0,FIRST CALL,30-39,HISP,MALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,DEMOCRAT,30-39,YES,HISP,,,BOTH,BOTH,,,,0.759
NATIONAL GREY,14.0,41.0,9.0,FIRST CALL,30-39,WHITE,MALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,ONLYGORE,ONLYBUSH,,,,1.147
NATIONAL PINK,14.0,41.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,,,,CITYOVER50K,,,,NONE,,,,YES,,INDEPEND,OVER500K,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,,,,,2.057
NATIONAL PINK,14.0,41.0,11.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,NO,,INDEPEND,OVER500K,,NONE,,75-100K,,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,,,,,1.147
NATIONAL PINK,14.0,41.0,12.0,FIRST CALL,40-44,WHITE,MALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,YES,,DEMOCRAT,OVER500K,,NONE,,OVER100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,,,,,1.147
NATIONAL WHITE,14.0,41.0,13.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,ALWYSLGL,SAME,APP/FAV,YES,,ELSE,OVER500K,POSTGRAD,,NEVER,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,40-49,IND/OTHER,40-49,NO,BLACK,,RIGHTDIR,,,ISSUES,,,0.759
NATIONAL WHITE,14.0,41.0,14.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,STRONGLEADER,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.2610000000000001
NATIONAL YELLOW,14.0,41.0,15.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,RIGHTDIR,,,ISSUES,SOCIALSECUR,COMPLEXISSUE,0.755
NATIONAL YELLOW,14.0,41.0,16.0,SECOND CALL,65-74,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,DOLE,ME,ALWYSLGL,SAME,DIS/UNFAV,NO,,REPUBLCN,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,REPUBLICAN,65+,NO,ASIAN,PROT/CHRIST,RIGHTDIR,,,PERSONALQUAL,WORLDAFFAIRS,STRONGLEADER,2.5
NATIONAL GREY,14.0,41.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,,,MORE,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,POSTGRAD,,,LESS15K,,,LIBERAL,65+,SOCIALSECURI,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,,,BOTH,ONLYGORE,,,,2.262
NATIONAL GREY,14.0,41.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,SOMCOL/ASSOC,,,75-100K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CHICAGO,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,,ONLYGORE,ONLYBUSH,,,,1.147
NATIONAL PINK,14.0,41.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,YES,,DEMOCRAT,OVER500K,,JEWISH,,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,,,,,1.038
NATIONAL PINK,14.0,41.0,20.0,SECOND CALL,30-39,WHITE,MALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,YES,,INDEPEND,OVER500K,,JEWISH,,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,,,,,,,1.147
NATIONAL WHITE,14.0,41.0,21.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,COLGRAD,JEWISH,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,RIGHTDIR,,,PERSONALQUAL,,,1.147
NATIONAL WHITE,14.0,41.0,22.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,RIGHTDIR,,,ISSUES,,,1.141
NATIONAL WHITE,14.0,41.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NOVOTE,ME,MOSTLGL,SAME,APP/FAV,YES,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,RIGHTDIR,,,ISSUES,,,1.147
NATIONAL WHITE,14.0,41.0,24.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,,INDEPEND,OVER500K,COLGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,IND/OTHER,65+,NO,WHITE,JEWISH,RIGHTDIR,,,ISSUES,,,1.141
NATIONAL WHITE,14.0,41.0,25.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,YES,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,15-30K,YES,YES,,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,RIGHTDIR,,,ISSUES,,,1.147
NATIONAL WHITE,14.0,41.0,26.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,DOLE,ME,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,RIGHTDIR,,,PERSONALQUAL,,,1.2610000000000001
NATIONAL YELLOW,14.0,41.0,27.0,THIRD CALL,45-49,ASIAN,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,EDUCATION,HONEST,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,COLGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,40-49,IND/OTHER,40-49,NO,ASIAN,CATHOLIC,RIGHTDIR,,,ISSUES,EDUCATION,HONEST,1.038
NATIONAL YELLOW,14.0,41.0,28.0,THIRD CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,HONEST,OTHER,ME,MOSTLGL,SAME,DIS/UNFAV,YES,,INDEPEND,OVER500K,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,OTHER,CATHOLIC,RIGHTDIR,,,PERSONALQUAL,HEALTHCARE,HONEST,2.274
NATIONAL YELLOW,14.0,41.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,RIGHTDIR,,,ISSUES,EDUCATION,EXPERIENCE,1.038
NATIONAL YELLOW,14.0,41.0,30.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,CITYOVER50K,OMITS,OMITS,NOVOTE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,,INDEPEND,OVER500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,ASIAN,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,OMITS,OMITS,2.057
NATIONAL YELLOW,14.0,41.0,31.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,OMITS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,MEDICARE/RX,OMITS,1.141
NATIONAL YELLOW,14.0,41.0,32.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CHICAGO,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.141
NATIONAL GREY,14.0,41.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,,,LESS,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CHICAGO,18-29,25-29,IND/OTHER,25-29,NO,WHITE,,,BOTH,BOTH,,,,2.101
NATIONAL GREY,14.0,41.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,,OVER500K,,,,,,,,18-64,OMITS,,NATIONAL,COMPLETE,CHICAGO,60+,60+,,50-64,NO,WHITE,,,OMITS,ONLYBUSH,,,,1.141
NATIONAL GREY,14.0,41.0,35.0,THIRD CALL,25-29,HISP,FEMALE,BUSH,,,,LESS,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,,,OVER100K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,CHICAGO,18-29,25-29,DEMOCRAT,25-29,YES,HISP,,,BOTH,BOTH,,,,1.2570000000000001
NATIONAL GREY,14.0,41.0,36.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,COLGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,DEMOCRAT,30-39,,WHITE,,,ONLYGORE,BOTH,,,,1.147
NATIONAL GREY,14.0,41.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,MORE,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,,ONLYGORE,BOTH,,,,1.038
NATIONAL GREY,14.0,41.0,38.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,,,,OMITS,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,OMITS,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,IND/OTHER,40-49,NO,BLACK,,,ONLYGORE,ONLYBUSH,,,,0.687
NATIONAL PINK,14.0,41.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,,,,CITYOVER50K,,,,NONE,,,,YES,,REPUBLCN,OVER500K,,CATHOLIC,,75-100K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,,,,,2.274
NATIONAL PINK,14.0,41.0,40.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,,,,CITYOVER50K,,,,NONE,,,,YES,,ELSE,OVER500K,,PROTESTANT,,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,,,,,1.901
NATIONAL PINK,14.0,41.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,CITYOVER50K,,,,NONE,,,,YES,,REPUBLCN,OVER500K,,NONE,,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,NONE,,,,,,,2.057
NATIONAL PINK,14.0,41.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,NO,,DEMOCRAT,OVER500K,,PROTESTANT,,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,,,,,1.147
NATIONAL PINK,14.0,41.0,43.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,,,,CITYOVER50K,,,,ME,,,,YES,,REPUBLCN,OVER500K,,ELSE,,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,OTHER,,,,,,,2.274
NATIONAL PINK,14.0,41.0,44.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,,CITYOVER50K,,,,ME,,,,YES,,INDEPEND,OVER500K,,CATHOLIC,,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CHICAGO,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,,,,,1.147
NATIONAL PINK,14.0,41.0,45.0,THIRD CALL,25-29,,MALE,GORE,,,,,CITYOVER50K,,,,NONE,,,,YES,,DEMOCRAT,OVER500K,,,,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CHICAGO,18-29,25-29,DEMOCRAT,25-29,,,,,,,,,,1.06
STATE ONLY,14.0,43.0,1.0,FIRST CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,COMPLEXISSUE,CLINTON,ME,MOSTILL,BETTER,APP/FAV,NO,OMITS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,0.6950000000000001
STATE ONLY,14.0,43.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,MEANDSOMEONE,ALWYSLGL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.502
STATE ONLY,14.0,43.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/FAV,YES,APPROVE,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.191
