VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,BUSHWIN,PRESKNOW,SAYANY,ISSVQUAL,GOREWIN,VNS1,VNS2,WEIGHT
STATE ONLY,18.0,32.0,3.0,FIRST CALL,544.0,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EXCITED,BOTH,BOTH,ISSUES,SCARED,,,0.544
STATE ONLY,18.0,32.0,4.0,FIRST CALL,923.0,40-44,WHITE,MALE,GORE,LASTWEEK,DISAPPR,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BUSHDID,BETTER,DIS/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,OPTIMIST,BOTH,BOTH,PERSONALQUAL,OPTIMIST,,,0.923
STATE ONLY,18.0,32.0,5.0,FIRST CALL,489.0,25-29,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,TAXES,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,CONCERND,,,0.489
STATE ONLY,18.0,32.0,6.0,FIRST CALL,544.0,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,EDUCATION,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,0.544
STATE ONLY,18.0,32.0,7.0,FIRST CALL,544.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,OPTIMIST,BOTH,ONLYGORE,PERSONALQUAL,SCARED,,,0.544
STATE ONLY,18.0,32.0,8.0,FIRST CALL,581.0,25-29,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,SCARED,,,0.581
STATE ONLY,18.0,32.0,9.0,FIRST CALL,923.0,50-59,,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.923
STATE ONLY,18.0,32.0,10.0,FIRST CALL,544.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,YES,DOLE,BOTHDID,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,ONLYGORE,ONLYGORE,PERSONALQUAL,SCARED,,,0.544
STATE ONLY,18.0,32.0,11.0,FIRST CALL,776.0,40-44,WHITE,FEMALE,GORE,LAST.MONTH,OMITS,UNFAVORABLE,GORE,OMITS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,OMITS,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,CONCERND,ONLYGORE,NEITHER,ISSUES,OPTIMIST,,,0.776
STATE ONLY,18.0,32.0,12.0,FIRST CALL,820.0,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,SCARED,,,0.8200000000000001
STATE ONLY,18.0,32.0,13.0,SECOND CALL,581.0,18-24,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,GOREDID,BETTER,APP/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,0.581
STATE ONLY,18.0,32.0,14.0,SECOND CALL,581.0,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,YES,DOLE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,0.581
STATE ONLY,18.0,32.0,15.0,SECOND CALL,737.0,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,LESS15K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,PERSONALQUAL,EXCITED,,,0.737
STATE ONLY,18.0,32.0,16.0,SECOND CALL,819.0,45-49,HISP,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,CONCERND,,,0.8190000000000001
STATE ONLY,18.0,32.0,17.0,SECOND CALL,489.0,18-24,WHITE,FEMALE,BUSH,BEFORE,OMITS,UNFAVORABLE,BUSH,OMITS,CITYOVER50K,TAXES,HONEST,OMITS,DOLE,NEITHERDID,SAME,OMITS,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,0.489
STATE ONLY,18.0,32.0,18.0,SECOND CALL,737.0,25-29,BLACK,FEMALE,GORE,BEFORE,DISAPPR,FAVORABLE,GORE,LESS,CITYOVER50K,TAXES,CARES,YES,CLINTON,GOREDID,SAME,DIS/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.737
STATE ONLY,18.0,32.0,19.0,SECOND CALL,776.0,45-49,WHITE,FEMALE,GORE,OMITS,APPROVE,UNFAVORABLE,GORE,OMITS,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,CONCERND,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,0.776
STATE ONLY,18.0,32.0,20.0,THIRD CALL,820.0,65-74,WHITE,FEMALE,BUSH,LAST.MONTH,OMITS,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,OMITS,SAME,OMITS,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,OMITS,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,OPTIMIST,OMITS,ONLYGORE,PERSONALQUAL,CONCERND,,,0.8200000000000001
STATE ONLY,18.0,32.0,21.0,THIRD CALL,976.0,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,DOLE,BOTHDID,WORSE,DIS/UNFAV,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,OPTIMIST,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,0.976
STATE ONLY,18.0,32.0,22.0,THIRD CALL,489.0,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,NO,DOLE,NEITHERDID,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,OPTIMIST,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,0.489
STATE ONLY,18.0,32.0,23.0,THIRD CALL,831.0,18-24,WHITE,MALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,NO,NOVOTE,NEITHERDID,BETTER,APP/UNFAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,CONCERND,ONLYGORE,BOTH,ISSUES,EXCITED,,,0.8310000000000001
STATE ONLY,18.0,32.0,24.0,THIRD CALL,973.0,30-39,HISP,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,PEROT,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,NONE,SCARED,ONLYGORE,BOTH,ISSUES,OMITS,,,0.973
STATE ONLY,18.0,32.0,25.0,THIRD CALL,699.0,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,CONCERND,ONLYGORE,NEITHER,PERSONALQUAL,OPTIMIST,,,0.6990000000000001
STATE ONLY,18.0,32.0,26.0,THIRD CALL,776.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,OMITS,OMITS,YES,PEROT,OMITS,SAME,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,OMITS,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,CONCERND,BOTH,OMITS,ISSUES,OPTIMIST,,,0.776
STATE ONLY,18.0,32.0,27.0,THIRD CALL,923.0,40-44,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,BOTH,ONLYBUSH,ISSUES,EXCITED,,,0.923
STATE ONLY,18.0,32.0,28.0,THIRD CALL,776.0,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,TAXES,CARES,NO,CLINTON,NEITHERDID,SAME,APP/FAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,PERSONALQUAL,EXCITED,,,0.776
STATE ONLY,18.0,32.0,29.0,THIRD CALL,923.0,40-44,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,BOTH,ONLYBUSH,ISSUES,EXCITED,,,0.923
STATE ONLY,18.0,32.0,30.0,THIRD CALL,489.0,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,CITYOVER50K,ECON/JOBS,HONEST,NO,NOVOTE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,EXCITED,BOTH,ONLYGORE,ISSUES,CONCERND,,,0.489
STATE ONLY,18.0,32.0,31.0,THIRD CALL,489.0,18-24,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,HONEST,NO,NOVOTE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,ISSUES,CONCERND,,,0.489
STATE ONLY,18.0,32.0,32.0,THIRD CALL,699.0,18-24,WHITE,FEMALE,GORE,BEFORE,OMITS,OMITS,OMITS,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,NO,OMITS,NEITHERDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,EAST,18-29,18-24,,18-24,,OPTIMIST,OMITS,OMITS,OMITS,EXCITED,,,0.6990000000000001
STATE ONLY,18.0,32.0,33.0,THIRD CALL,581.0,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,BOTH,NEITHER,ISSUES,CONCERND,,,0.581
STATE ONLY,18.0,39.0,1.0,FIRST CALL,489.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,YES,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,OPTIMIST,BOTH,BOTH,ISSUES,SCARED,,,0.489
STATE ONLY,18.0,39.0,2.0,FIRST CALL,489.0,,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,YES,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,NOHS,OTHERCHRIST,ONCEAWEEK,,NO,NO,MODERATE,,SOCIALSECURI,STATE,COMPLETE,EAST,,,REPUBLICAN,,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,0.489
STATE ONLY,18.0,39.0,3.0,FIRST CALL,581.0,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,BOTHDID,SAME,DIS/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,ONLYBUSH,BOTH,PERSONALQUAL,SCARED,,,0.581
STATE ONLY,18.0,39.0,4.0,FIRST CALL,581.0,,,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,EDUCATION,OMITS,OMITS,OMITS,OMITS,OMITS,,,,RURAL,,,OMITS,,,,,,OMITS,STATE,NOTCOMPLETE,EAST,,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,,,0.581
STATE ONLY,18.0,39.0,5.0,FIRST CALL,740.0,65-74,WHITE,FEMALE,BUSH,LAST.3DAYS,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,YES,OMITS,BOTHDID,OMITS,,,,RURAL,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,EXCITED,OMITS,OMITS,OMITS,EXCITED,,,0.74
STATE ONLY,18.0,39.0,6.0,FIRST CALL,699.0,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.6990000000000001
STATE ONLY,18.0,39.0,7.0,FIRST CALL,878.0,65-74,WHITE,,BUSH,LAST.3DAYS,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,NO,OMITS,NEITHERDID,OMITS,,,,RURAL,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,EXCITED,OMITS,OMITS,OMITS,OMITS,,,0.878
STATE ONLY,18.0,39.0,8.0,FIRST CALL,524.0,18-24,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,NO,DOLE,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,OPTIMIST,BOTH,NEITHER,ISSUES,CONCERND,,,0.524
STATE ONLY,18.0,39.0,9.0,FIRST CALL,831.0,50-59,WHITE,MALE,GORE,LAST.MONTH,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,YES,OMITS,NEITHERDID,OMITS,,,,RURAL,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,CONCERND,OMITS,OMITS,OMITS,OPTIMIST,,,0.8310000000000001
STATE ONLY,18.0,39.0,10.0,FIRST CALL,740.0,60-64,WHITE,FEMALE,BUSH,BEFORE,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,MEDICARE/RX,OMITS,OMITS,OMITS,GOREDID,OMITS,,,,RURAL,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,EAST,60+,60+,,50-64,,OMITS,OMITS,OMITS,OMITS,SCARED,,,0.74
STATE ONLY,18.0,39.0,11.0,FIRST CALL,740.0,60-64,WHITE,,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,YES,DOLE,BOTHDID,SAME,DIS/UNFAV,NO,INDEPEND,RURAL,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,OMITS,,,0.74
STATE ONLY,18.0,39.0,12.0,FIRST CALL,878.0,75+,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,YES,OTHER,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,0.878
STATE ONLY,18.0,39.0,13.0,SECOND CALL,581.0,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,YES,CLINTON,NEITHERDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,BOTH,BOTH,ISSUES,SCARED,,,0.581
STATE ONLY,18.0,39.0,14.0,SECOND CALL,581.0,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,COMPLEXISSUE,NO,DOLE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,ELSE,ONCEAWEEK,15-30K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,OTHER,EXCITED,ONLYBUSH,BOTH,PERSONALQUAL,SCARED,,,0.581
STATE ONLY,18.0,39.0,15.0,SECOND CALL,489.0,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,LIKEABLE,NO,PEROT,NEITHERDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,OTHER,OPTIMIST,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,0.489
STATE ONLY,18.0,39.0,16.0,SECOND CALL,1256.0,75+,WHITE,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,OMITS,OMITS,BOTHDID,OMITS,,,,RURAL,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,SCARED,OMITS,OMITS,OMITS,CONCERND,,,1.256
