VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,16.0,40.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,STRONGLEADER,NO,OTHER,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.966
STATE ONLY,16.0,40.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,EDUCATION,CARES,NO,OMITS,BUSHDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,30-39,,30-39,,,,0.807
STATE ONLY,16.0,40.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LASTWEEK,APPROVE,FAVORABLE,BUSH,OMITS,HONEST,OMITS,CLINTON,BOTHDID,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.637
STATE ONLY,16.0,40.0,9.0,FIRST CALL,25-29,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,STRONGLEADER,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.799
STATE ONLY,16.0,40.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,TAXES,GOODJUDGMENT,NO,DOLE,GOREDID,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.637
STATE ONLY,16.0,40.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,TAXES,HONEST,NO,OMITS,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,,,0.8300000000000001
STATE ONLY,16.0,40.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,YES,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.77
STATE ONLY,16.0,40.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.637
STATE ONLY,16.0,40.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,EDUCATION,STRONGLEADER,NO,CLINTON,BOTHDID,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.77
STATE ONLY,16.0,40.0,15.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.799
STATE ONLY,16.0,40.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,GOODJUDGMENT,NO,PEROT,GOREDID,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.637
STATE ONLY,16.0,40.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,BUCHANAN,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,SOCIALSECUR,CARES,NO,CLINTON,BOTHDID,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.425
STATE ONLY,16.0,40.0,18.0,SECOND CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,OMITS,GORE,OMITS,EXPERIENCE,NO,CLINTON,NEITHERDID,BETTER,OMITS,DEMOCRAT,HSGRAD,,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,,,,0.807
STATE ONLY,16.0,40.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,EDUCATION,STRONGLEADER,OMITS,CLINTON,GOREDID,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.763
STATE ONLY,16.0,40.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BEFORE,OMITS,OMITS,OMITS,HEALTHCARE,COMPLEXISSUE,NO,OMITS,NEITHERDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,0.77
STATE ONLY,16.0,40.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,FAVORABLE,BUSH,ECON/JOBS,LIKEABLE,NO,CLINTON,GOREDID,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.637
STATE ONLY,16.0,40.0,22.0,SECOND CALL,18-24,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,ECON/JOBS,GOODJUDGMENT,NO,NOVOTE,BOTHDID,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.012
STATE ONLY,16.0,40.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,NO,OTHER,BOTHDID,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.637
STATE ONLY,16.0,40.0,24.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,YES,NOVOTE,BOTHDID,BETTER,DIS/UNFAV,REPUBLCN,NOHS,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.799
STATE ONLY,16.0,40.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,YES,DOLE,NEITHERDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.637
STATE ONLY,16.0,40.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,COMPLEXISSUE,NO,PEROT,BOTHDID,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.637
STATE ONLY,16.0,40.0,27.0,SECOND CALL,65-74,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,OMITS,CLINTON,BUSHDID,SAME,APP/FAV,DEMOCRAT,NOHS,,,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,,,,1.05
STATE ONLY,16.0,40.0,28.0,SECOND CALL,40-44,WHITE,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,HEALTHCARE,CARES,NO,OMITS,NEITHERDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,0.807
STATE ONLY,16.0,40.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,LASTWEEK,APPROVE,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,CARES,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.657
STATE ONLY,16.0,40.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CARES,NO,CLINTON,BOTHDID,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.77
STATE ONLY,16.0,40.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,NO,CLINTON,NEITHERDID,SAME,APP/FAV,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.966
STATE ONLY,16.0,40.0,32.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.799
STATE ONLY,16.0,40.0,33.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,PEROT,OMITS,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.792
STATE ONLY,16.0,40.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,HONEST,NO,PEROT,GOREDID,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.807
STATE ONLY,16.0,40.0,35.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,GOODJUDGMENT,OMITS,PEROT,GOREDID,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.637
STATE ONLY,16.0,40.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,OMITS,DOLE,GOREDID,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.792
STATE ONLY,16.0,45.0,1.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,HONEST,NO,NOVOTE,NEITHERDID,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.058
STATE ONLY,16.0,45.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.734
STATE ONLY,16.0,45.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,PEROT,NEITHERDID,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.756
STATE ONLY,16.0,45.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,OMITS,OMITS,OMITS,GOREDID,WORSE,APP/FAV,,HSGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,WEST,30-44,40-49,,40-49,CATHOLIC,,,0.734
STATE ONLY,16.0,45.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BOTHDID,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.734
STATE ONLY,16.0,45.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,OMITS,OMITS,YES,PEROT,BOTHDID,WORSE,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,LIBERAL,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.9410000000000001
STATE ONLY,16.0,45.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,COMPLEXISSUE,YES,CLINTON,NEITHERDID,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.756
STATE ONLY,16.0,45.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,CARES,NO,PEROT,NEITHERDID,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,16.0,45.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.734
STATE ONLY,16.0,45.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.912
STATE ONLY,16.0,45.0,11.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.795
STATE ONLY,16.0,45.0,12.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,MEDICARE/RX,CARES,NO,OMITS,GOREDID,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,WEST,60+,60+,,65+,,,,0.9410000000000001
STATE ONLY,16.0,45.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LAST.3DAYS,OMITS,OMITS,OMITS,MEDICARE/RX,CARES,OMITS,OMITS,BOTHDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,WEST,60+,60+,,50-64,,,,0.912
STATE ONLY,16.0,45.0,14.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,TAXES,GOODJUDGMENT,NO,PEROT,NEITHERDID,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.795
STATE ONLY,16.0,45.0,15.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.756
STATE ONLY,16.0,45.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,LAST.MONTH,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,DOLE,BOTHDID,SAME,DIS/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.869
STATE ONLY,16.0,45.0,17.0,SECOND CALL,65-74,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,EXPERIENCE,OMITS,CLINTON,NEITHERDID,BETTER,APP/FAV,,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,,65+,PROT/CHRIST,,,0.896
STATE ONLY,16.0,45.0,18.0,SECOND CALL,75+,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,CARES,NO,DOLE,NEITHERDID,SAME,APP/UNFAV,REPUBLCN,,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.9410000000000001
STATE ONLY,16.0,45.0,19.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE,APPROVE,OMITS,GORE,MEDICARE/RX,EXPERIENCE,OMITS,CLINTON,BOTHDID,SAME,OMITS,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.869
STATE ONLY,16.0,45.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,HONEST,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.734
STATE ONLY,16.0,45.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LAST.MONTH,APPROVE,FAVORABLE,BUSH,OMITS,OMITS,NO,CLINTON,BOTHDID,BETTER,APP/FAV,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.912
STATE ONLY,16.0,45.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,DOLE,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.734
STATE ONLY,16.0,45.0,23.0,SECOND CALL,25-29,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,NOVOTE,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.091
STATE ONLY,16.0,45.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,16.0,45.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BOTHDID,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.734
STATE ONLY,16.0,45.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,ECON/JOBS,OMITS,NO,CLINTON,GOREDID,SAME,APP/FAV,ELSE,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.795
STATE ONLY,16.0,45.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,STRONGLEADER,NO,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.734
STATE ONLY,16.0,45.0,28.0,THIRD CALL,65-74,WHITE,FEMALE,OTHER,LAST.3DAYS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,HONEST,NO,PEROT,OMITS,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.909
STATE ONLY,16.0,45.0,29.0,THIRD CALL,40-44,,MALE,BUSH,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,NEITHERDID,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.795
STATE ONLY,16.0,45.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,CLINTON,GOREDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.771
STATE ONLY,16.0,45.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,NOVOTE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.1460000000000001
STATE ONLY,16.0,45.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,OMITS,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.734
STATE ONLY,16.0,45.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.756
STATE ONLY,16.0,45.0,34.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,HONEST,OMITS,DOLE,GOREDID,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.9410000000000001
STATE ONLY,16.0,45.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,DOLE,NEITHERDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.795
STATE ONLY,16.0,45.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,NO,DOLE,NEITHERDID,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.795
STATE ONLY,16.0,45.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,STRONGLEADER,NO,DOLE,BOTHDID,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
