VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,18.0,33.0,THIRD CALL,75+,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.2550000000000001
STATE ONLY,49.0,18.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CLINTON,OMITS,NONE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.075
STATE ONLY,49.0,18.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,TAXES,NO,OMITS,PROENVIR,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CHARLESTON,18-29,18-24,,18-24,,,,0.983
STATE ONLY,49.0,31.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,49.0,31.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,YES,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.51
STATE ONLY,49.0,31.0,3.0,FIRST CALL,75+,WHITE,MALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,OMITS,BUSH,HEALTHCARE,OMITS,DOLE,OMITS,,SAME,OMITS,,HSGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,,65+,PROT/CHRIST,,,0.91
STATE ONLY,49.0,31.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROGRWTH,SOMEONEELSE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.552
STATE ONLY,49.0,31.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BYRD,WISE,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,NO,CLINTON,PROENVIR,ME,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.613
STATE ONLY,49.0,31.0,6.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROENVIR,ME,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,49.0,31.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BYRD,WISE,LAST.3DAYS,OMITS,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,BETTER,OMITS,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.613
STATE ONLY,49.0,31.0,8.0,SECOND CALL,75+,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.899
STATE ONLY,49.0,31.0,9.0,SECOND CALL,45-49,WHITE,MALE,GORE,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.612
STATE ONLY,49.0,31.0,10.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.552
STATE ONLY,49.0,31.0,11.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.883
STATE ONLY,49.0,31.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,DISAPPR,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROENVIR,NONE,SAME,DIS/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,49.0,31.0,13.0,SECOND CALL,40-44,BLACK,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,ME,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.365
STATE ONLY,49.0,31.0,14.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.926
STATE ONLY,49.0,31.0,15.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROENVIR,SOMEONEELSE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.926
STATE ONLY,49.0,31.0,16.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.542
STATE ONLY,49.0,31.0,17.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NO,NOVOTE,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.516
STATE ONLY,49.0,31.0,18.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,YES,CLINTON,PROENVIR,ME,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.5680000000000001
STATE ONLY,49.0,31.0,19.0,THIRD CALL,65-74,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,REPUBLCN,NOHS,NONE,,LIBERAL,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,NONE,,,0.999
STATE ONLY,49.0,31.0,20.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.542
STATE ONLY,49.0,31.0,21.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.51
STATE ONLY,49.0,36.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,49.0,36.0,2.0,FIRST CALL,65-74,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,YES,CLINTON,PROGRWTH,ME,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.395
STATE ONLY,49.0,36.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,DISAPPR,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROENVIR,ME,WORSE,DIS/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.855
STATE ONLY,49.0,36.0,4.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,ECON/JOBS,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.842
STATE ONLY,49.0,36.0,5.0,FIRST CALL,45-49,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROENVIR,ME,WORSE,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.855
STATE ONLY,49.0,36.0,6.0,SECOND CALL,50-59,WHITE,MALE,GORE,OTHER,UNDERWOOD,LAST.3DAYS,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.905
STATE ONLY,49.0,36.0,7.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,OMITS,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.291
STATE ONLY,49.0,36.0,8.0,SECOND CALL,75+,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,OMITS,ME,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.395
STATE ONLY,49.0,36.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.791
STATE ONLY,49.0,36.0,10.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,TAXES,NO,CLINTON,PROENVIR,ME,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.855
STATE ONLY,49.0,36.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,OTHER,UNDERWOOD,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CLINTON,PROGRWTH,ME,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.905
STATE ONLY,49.0,36.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,49.0,36.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,BUSH,ECON/JOBS,YES,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.397
STATE ONLY,49.0,36.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,YES,CLINTON,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.723
STATE ONLY,49.0,36.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,YES,CLINTON,PROGRWTH,NONE,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.659
STATE ONLY,49.0,36.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,SAME,DIS/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.791
STATE ONLY,49.0,36.0,17.0,SECOND CALL,45-49,WHITE,MALE,,BYRD,WISE,OMITS,APPROVE,FAVORABLE,WOULDNOTVOTE,OMITS,YES,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.855
STATE ONLY,49.0,36.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,OMITS,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.855
STATE ONLY,49.0,36.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,OMITS,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,NONE,,,1.291
STATE ONLY,49.0,36.0,20.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,WORSE,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.855
STATE ONLY,49.0,36.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,SAME,DIS/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.791
STATE ONLY,49.0,36.0,22.0,SECOND CALL,45-49,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,YES,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.712
STATE ONLY,49.0,36.0,23.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,OMITS,PROGRWTH,SOMEONEELSE,WORSE,DIS/UNFAV,ELSE,COLGRAD,OTHERCHRIST,15-30K,,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.174
STATE ONLY,49.0,36.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,OMITS,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.791
STATE ONLY,49.0,36.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,,BYRD,,OMITS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,OMITS,CLINTON,PROENVIR,SOMEONEELSE,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.716
STATE ONLY,49.0,36.0,26.0,THIRD CALL,30-39,WHITE,MALE,NADER,BYRD,,LAST.MONTH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,YES,CLINTON,PROENVIR,NONE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.988
STATE ONLY,49.0,36.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,YES,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.659
STATE ONLY,49.0,36.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.791
STATE ONLY,49.0,36.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,NOVOTE,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.791
STATE ONLY,49.0,38.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,PEROT,PROGRWTH,SOMEONEELSE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.299
STATE ONLY,49.0,38.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,BEFORE,DISAPPR,UNFAVORABLE,OMITS,OMITS,NO,DOLE,OMITS,NONE,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.397
STATE ONLY,49.0,38.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.585
STATE ONLY,49.0,38.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,YES,DOLE,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.36
STATE ONLY,49.0,38.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.506
STATE ONLY,49.0,38.0,6.0,SECOND CALL,65-74,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.708
STATE ONLY,49.0,38.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,NO,DOLE,PROENVIR,NONE,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.299
STATE ONLY,49.0,38.0,8.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,,,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.34800000000000003
STATE ONLY,49.0,38.0,9.0,SECOND CALL,75+,,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.585
