VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,WEIGHT
STATE ONLY,9.0,27.0,34.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,35.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,NONE,0.736
STATE ONLY,9.0,27.0,36.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,LESS15K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,NONE,0.79
STATE ONLY,9.0,27.0,37.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,CONSERV,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,0.79
STATE ONLY,9.0,27.0,38.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,BLACK,NONE,0.736
STATE ONLY,9.0,27.0,39.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,,,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,,0.785
STATE ONLY,9.0,27.0,40.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,ELSE,LESS15K,,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,0.785
STATE ONLY,9.0,27.0,41.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,0.842
STATE ONLY,9.0,27.0,42.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,,30-50K,CONSERV,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,0.79
STATE ONLY,9.0,27.0,43.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.79
STATE ONLY,9.0,27.0,44.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,45.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,0.736
STATE ONLY,9.0,27.0,46.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,BLACK,CATHOLIC,0.842
STATE ONLY,9.0,27.0,47.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,REPUBLCN,HSGRAD,ELSE,15-30K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,OTHER,0.79
STATE ONLY,9.0,27.0,48.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,27.0,49.0,THIRD CALL,25-29,BLACK,,GORE,APPROVE,FAVORABLE,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,0.785
STATE ONLY,9.0,27.0,50.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.736
STATE ONLY,9.0,31.0,1.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,1.455
STATE ONLY,9.0,31.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,2.086
STATE ONLY,9.0,31.0,3.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,2.225
STATE ONLY,9.0,31.0,4.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,CATHOLIC,2.225
STATE ONLY,9.0,31.0,5.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,2.225
STATE ONLY,9.0,31.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,1.565
STATE ONLY,9.0,31.0,7.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,2.086
STATE ONLY,9.0,31.0,8.0,FIRST CALL,50-59,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,OTHER,1.604
STATE ONLY,9.0,31.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,1.565
STATE ONLY,9.0,31.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,1.72
STATE ONLY,9.0,31.0,11.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.945
STATE ONLY,9.0,31.0,12.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,1.945
STATE ONLY,9.0,31.0,13.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,ELSE,30-50K,MODERATE,18-64,,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,BLACK,OTHER,2.086
STATE ONLY,9.0,31.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,,LIBERAL,65+,,STATE,NESESW,60+,60+,DEMOCRAT,65+,,WHITE,JEWISH,1.983
STATE ONLY,9.0,31.0,15.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,2.225
STATE ONLY,9.0,31.0,16.0,SECOND CALL,30-39,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,1.945
STATE ONLY,9.0,31.0,17.0,SECOND CALL,,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,,LIBERAL,,NO,STATE,NESESW,,,DEMOCRAT,,,WHITE,PROT/CHRIST,1.565
STATE ONLY,9.0,31.0,18.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,2.086
STATE ONLY,9.0,31.0,19.0,SECOND CALL,30-39,BLACK,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,REPUBLCN,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,PROT/CHRIST,1.864
STATE ONLY,9.0,31.0,20.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,2.225
STATE ONLY,9.0,31.0,21.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,2.086
STATE ONLY,9.0,31.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,1.455
STATE ONLY,9.0,31.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,1.565
STATE ONLY,9.0,31.0,24.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,,30-50K,,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,,2.086
STATE ONLY,9.0,31.0,25.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,JEWISH,OVER100K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,IND/OTHER,18-24,NO,WHITE,JEWISH,1.556
STATE ONLY,9.0,31.0,26.0,THIRD CALL,25-29,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,LESS15K,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,1.711
STATE ONLY,9.0,31.0,27.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,,BLACK,CATHOLIC,2.086
STATE ONLY,9.0,31.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,1.598
STATE ONLY,9.0,31.0,29.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,30-50K,MODERATE,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,1.556
STATE ONLY,9.0,31.0,30.0,THIRD CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,NOVOTE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,NONE,30-50K,CONSERV,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,NONE,2.086
STATE ONLY,9.0,31.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,1.455
STATE ONLY,9.0,32.0,1.0,FIRST CALL,50-59,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,OTHER,NONE,0.89
STATE ONLY,9.0,32.0,2.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,65+,,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.51
STATE ONLY,9.0,32.0,3.0,FIRST CALL,60-64,BLACK,,GORE,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,,30-50K,,18-64,,STATE,NESESW,60+,60+,DEMOCRAT,50-64,,BLACK,,1.619
STATE ONLY,9.0,32.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,5.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.107
STATE ONLY,9.0,32.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,15-30K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.188
STATE ONLY,9.0,32.0,7.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.619
STATE ONLY,9.0,32.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,NONE,1.188
STATE ONLY,9.0,32.0,9.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,10.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,11.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,,65+,,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.51
STATE ONLY,9.0,32.0,12.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,13.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,NONE,1.107
STATE ONLY,9.0,32.0,14.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,,15-30K,MODERATE,18-64,,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,,1.619
STATE ONLY,9.0,32.0,15.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,NONE,1.268
STATE ONLY,9.0,32.0,16.0,FIRST CALL,,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,CONSERV,,,STATE,NESESW,,,REPUBLICAN,,NO,BLACK,NONE,1.062
STATE ONLY,9.0,32.0,17.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,1.188
STATE ONLY,9.0,32.0,18.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,CONSERV,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,19.0,SECOND CALL,30-39,OTHER,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,PROT/CHRIST,0.8300000000000001
STATE ONLY,9.0,32.0,20.0,SECOND CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,,LIBERAL,65+,,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.51
STATE ONLY,9.0,32.0,21.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,NOHS,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,CATHOLIC,1.107
STATE ONLY,9.0,32.0,22.0,SECOND CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,NONE,1.51
STATE ONLY,9.0,32.0,23.0,SECOND CALL,18-24,BLACK,MALE,GORE,APPROVE,OMITS,GORE,NOVOTE,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,1.181
STATE ONLY,9.0,32.0,24.0,SECOND CALL,18-24,BLACK,MALE,GORE,DISAPPR,FAVORABLE,GORE,CLINTON,BETTER,DIS/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,1.181
STATE ONLY,9.0,32.0,25.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,26.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.107
STATE ONLY,9.0,32.0,27.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,NESESW,18-29,25-29,IND/OTHER,25-29,NO,BLACK,PROT/CHRIST,1.268
STATE ONLY,9.0,32.0,28.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,REPUBLCN,HSGRAD,NONE,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,NONE,1.107
STATE ONLY,9.0,32.0,29.0,SECOND CALL,,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,OMITS,CLINTON,SAME,APP/FAV,,,OTHERCHRIST,,,,,STATE,NESESW,,,,,,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,30.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.188
STATE ONLY,9.0,32.0,32.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.188
