VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,INCOME,MARRIED,CHILD,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,21.0,30.0,23.0,THIRD CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.28200000000000003
STATE ONLY,21.0,30.0,24.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.157
STATE ONLY,21.0,30.0,25.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.263
STATE ONLY,21.0,30.0,26.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.263
STATE ONLY,21.0,30.0,27.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,30-50K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.3
STATE ONLY,21.0,30.0,28.0,THIRD CALL,18-24,BLACK,FEMALE,BUSH,SARBANES,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,NOVOTE,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.461
STATE ONLY,21.0,30.0,29.0,THIRD CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,LESS15K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.248
STATE ONLY,21.0,30.0,30.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,OMITS,NONE,SAME,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,NO,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.3
STATE ONLY,21.0,30.0,31.0,THIRD CALL,50-59,,,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,,BETTER,APP/FAV,,DEMOCRAT,HSGRAD,,,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,,,,0.168
STATE ONLY,21.0,30.0,32.0,THIRD CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,15-30K,NO,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.28200000000000003
STATE ONLY,21.0,30.0,33.0,THIRD CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,OMITS,,SAME,APP/FAV,YES,DEMOCRAT,,,LESS15K,NO,NO,,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,,,,0.248
STATE ONLY,21.0,30.0,34.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.28200000000000003
STATE ONLY,21.0,35.0,1.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NOVOTE,SOMEONEELSE,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,NO,NO,CONSERV,65+,YES,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.65
STATE ONLY,21.0,35.0,2.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,ME,BETTER,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,21.0,35.0,3.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,21.0,35.0,4.0,SECOND CALL,75+,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,LESS15K,NO,NO,MODERATE,65+,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.65
STATE ONLY,21.0,35.0,5.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,ELSE,15-30K,NO,NO,,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.47500000000000003
STATE ONLY,21.0,35.0,6.0,SECOND CALL,65-74,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,WORSE,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,LESS15K,NO,NO,LIBERAL,65+,YES,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.61
STATE ONLY,21.0,35.0,7.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,WORSE,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,LESS15K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.47500000000000003
STATE ONLY,21.0,35.0,8.0,SECOND CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,ME,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,YES,NO,,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.446
STATE ONLY,21.0,35.0,9.0,SECOND CALL,60-64,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.61
STATE ONLY,21.0,35.0,10.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.47500000000000003
STATE ONLY,21.0,35.0,11.0,SECOND CALL,40-44,BLACK,MALE,OTHER,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,NONE,OVER100K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.47000000000000003
STATE ONLY,21.0,35.0,12.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,WOULDNOTVOTE,OMITS,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.47500000000000003
STATE ONLY,21.0,35.0,13.0,SECOND CALL,18-24,BLACK,MALE,GORE,,APPROVE,FAVORABLE,OMITS,ECON/JOBS,NOVOTE,NONE,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,NONE,30-50K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,IND/OTHER,18-24,NONE,,,0.392
STATE ONLY,21.0,35.0,14.0,SECOND CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,LESS15K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.446
STATE ONLY,21.0,35.0,15.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.47500000000000003
STATE ONLY,21.0,35.0,16.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,21.0,35.0,17.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,NO,NO,MODERATE,65+,YES,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.65
STATE ONLY,21.0,35.0,18.0,SECOND CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.446
STATE ONLY,21.0,35.0,19.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,21.0,35.0,20.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.41600000000000004
STATE ONLY,21.0,35.0,21.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.47500000000000003
STATE ONLY,21.0,35.0,22.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.41600000000000004
STATE ONLY,21.0,35.0,23.0,THIRD CALL,25-29,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.392
STATE ONLY,21.0,35.0,24.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,30-50K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.446
STATE ONLY,21.0,35.0,25.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.41600000000000004
STATE ONLY,21.0,37.0,1.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,DOLE,NONE,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,2.0,FIRST CALL,65-74,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,SAME,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,,NO,MODERATE,65+,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.357
STATE ONLY,21.0,37.0,3.0,FIRST CALL,25-29,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,75-100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.23
STATE ONLY,21.0,37.0,4.0,FIRST CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.261
STATE ONLY,21.0,37.0,5.0,FIRST CALL,65-74,BLACK,MALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,DIS/UNFAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,15-30K,NO,NO,MODERATE,65+,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.357
STATE ONLY,21.0,37.0,6.0,FIRST CALL,25-29,BLACK,MALE,BUCHANAN,SARBANES,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,PEROT,NONE,SAME,APP/FAV,YES,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.131
STATE ONLY,21.0,37.0,7.0,FIRST CALL,40-44,,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,INDEPEND,NOHS,ELSE,LESS15K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.166
STATE ONLY,21.0,37.0,8.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,NO,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.278
STATE ONLY,21.0,37.0,9.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,10.0,SECOND CALL,65-74,BLACK,MALE,GORE,SARBANES,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,ME,OMITS,,NO,,,,,NO,NO,,65+,,STATE,NOTCOMPLETE,BALTIMRECITY,60+,60+,,65+,,,,0.357
STATE ONLY,21.0,37.0,11.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.166
STATE ONLY,21.0,37.0,12.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,PROTESTANT,30-50K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,OTHER,NONE,SAME,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.166
STATE ONLY,21.0,37.0,14.0,SECOND CALL,40-44,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,,SAME,APP/FAV,YES,DEMOCRAT,,,,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,,,,0.261
STATE ONLY,21.0,37.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUCHANAN,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.084
STATE ONLY,21.0,37.0,16.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.38
STATE ONLY,21.0,37.0,17.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.38
STATE ONLY,21.0,37.0,18.0,SECOND CALL,,,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,OMITS,OMITS,CLINTON,ME,BETTER,APP/FAV,NO,DEMOCRAT,,,,NO,NO,,,,STATE,COMPLETE,BALTIMRECITY,,,DEMOCRAT,,,,,0.166
STATE ONLY,21.0,37.0,19.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,20.0,THIRD CALL,40-44,,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.166
STATE ONLY,21.0,37.0,21.0,THIRD CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,PROTESTANT,OVER100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.261
STATE ONLY,21.0,37.0,22.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,23.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,24.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,SARBANES,OMITS,OMITS,GORE,OMITS,CLINTON,NONE,WORSE,OMITS,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.278
STATE ONLY,21.0,37.0,25.0,THIRD CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.23
STATE ONLY,21.0,37.0,26.0,THIRD CALL,25-29,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.23
STATE ONLY,21.0,37.0,27.0,THIRD CALL,40-44,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,,75-100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,,,,0.261
STATE ONLY,21.0,37.0,28.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTIMRECITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.38
STATE ONLY,21.0,37.0,29.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTIMRECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.278
