VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,20.0,21.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.663
STATE ONLY,20.0,21.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SOCIALSECUR,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8200000000000001
STATE ONLY,20.0,21.0,15.0,SECOND CALL,50-59,WHITE,MALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,NO,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,45-59,50-59,,50-64,,,,0.809
STATE ONLY,20.0,21.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.747
STATE ONLY,20.0,21.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.654
STATE ONLY,20.0,21.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,SNOWE,DISAPPR,FAVORABLE,WOULDNOTVOTE,NO,LESS,ECON/JOBS,NO,OTHER,SAME,DIS/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.775
STATE ONLY,20.0,21.0,19.0,SECOND CALL,65-74,WHITE,MALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,YES,LESS,OMITS,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD1,60+,60+,,65+,,,,0.965
STATE ONLY,20.0,21.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.654
STATE ONLY,20.0,21.0,21.0,THIRD CALL,50-59,WHITE,MALE,NADER,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,NO,PEROT,SAME,APP/FAV,INDEPEND,POSTGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,NONE,,,0.464
STATE ONLY,20.0,21.0,22.0,THIRD CALL,50-59,,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,,,,0.747
STATE ONLY,20.0,21.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,OMITS,APP/FAV,DEMOCRAT,POSTGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.627
STATE ONLY,20.0,21.0,24.0,THIRD CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.6890000000000001
STATE ONLY,20.0,21.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,OMITS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.627
STATE ONLY,20.0,21.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,GORE,YES,MORE,OMITS,NO,OTHER,WORSE,OMITS,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.654
STATE ONLY,20.0,21.0,27.0,THIRD CALL,45-49,WHITE,MALE,NADER,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.464
STATE ONLY,20.0,21.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,NONE,,,0.7030000000000001
STATE ONLY,20.0,21.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,LAWRENCE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,OMITS,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.422
STATE ONLY,20.0,21.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,OTHER,SAME,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.47400000000000003
STATE ONLY,20.0,21.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.988
STATE ONLY,20.0,21.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,NONE,,,0.663
STATE ONLY,20.0,21.0,33.0,THIRD CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,NONE,,,0.775
STATE ONLY,20.0,21.0,34.0,THIRD CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.719
STATE ONLY,20.0,21.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,OMITS,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.449
STATE ONLY,20.0,21.0,36.0,THIRD CALL,45-49,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.719
STATE ONLY,20.0,21.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.726
STATE ONLY,20.0,21.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.627
STATE ONLY,20.0,21.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,20.0,21.0,40.0,THIRD CALL,18-24,WHITE,MALE,NADER,,APPROVE,FAVORABLE,BUSH,YES,LESS,OMITS,NO,NOVOTE,WORSE,APP/FAV,INDEPEND,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.5
STATE ONLY,20.0,25.0,1.0,FIRST CALL,65-74,,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.066
STATE ONLY,20.0,25.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.823
STATE ONLY,20.0,25.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.691
STATE ONLY,20.0,25.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUCHANAN,SNOWE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,EDUCATION,YES,CLINTON,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.325
STATE ONLY,20.0,25.0,5.0,FIRST CALL,25-29,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,2.14
STATE ONLY,20.0,25.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,OMITS,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,NONE,,,1.475
STATE ONLY,20.0,25.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,LESS,TAXES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.929
STATE ONLY,20.0,25.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.475
STATE ONLY,20.0,25.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.539
STATE ONLY,20.0,25.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SNOWE,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,30-44,40-49,,40-49,,,,1.566
STATE ONLY,20.0,25.0,11.0,FIRST CALL,40-44,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,DOLE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.624
STATE ONLY,20.0,25.0,12.0,FIRST CALL,45-49,BLACK,MALE,NADER,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.974
STATE ONLY,20.0,25.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,MEDICARE/RX,NO,CLINTON,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.475
STATE ONLY,20.0,25.0,14.0,FIRST CALL,60-64,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,2.594
STATE ONLY,20.0,25.0,15.0,SECOND CALL,45-49,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,NONE,,,1.899
STATE ONLY,20.0,25.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,HEALTHCARE,YES,CLINTON,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.563
STATE ONLY,20.0,25.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,65+,CATHOLIC,,,2.098
STATE ONLY,20.0,25.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.624
STATE ONLY,20.0,25.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,TAXES,NO,OTHER,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.563
STATE ONLY,20.0,25.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,65+,CATHOLIC,,,2.594
STATE ONLY,20.0,25.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,SNOWE,OMITS,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,OMITS,CLINTON,BETTER,OMITS,INDEPEND,NOHS,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,65+,CATHOLIC,,,2.448
STATE ONLY,20.0,25.0,22.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,SNOWE,OMITS,OMITS,OMITS,YES,LESS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,60+,60+,,50-64,,,,2.098
STATE ONLY,20.0,25.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.475
STATE ONLY,20.0,25.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.6580000000000001
STATE ONLY,20.0,25.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.728
STATE ONLY,20.0,25.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,EDUCATION,NO,OTHER,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.7550000000000001
STATE ONLY,20.0,25.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.475
STATE ONLY,20.0,25.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.947
STATE ONLY,20.0,25.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.475
STATE ONLY,20.0,25.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,YES,CLINTON,BETTER,DIS/UNFAV,ELSE,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.7550000000000001
STATE ONLY,20.0,25.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.563
STATE ONLY,20.0,25.0,32.0,THIRD CALL,50-59,OTHER,MALE,NADER,LAWRENCE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.092
STATE ONLY,20.0,25.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.718
STATE ONLY,20.0,25.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.6580000000000001
STATE ONLY,20.0,25.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.539
STATE ONLY,20.0,25.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,LAWRENCE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,OMITS,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,NONE,,,1.102
STATE ONLY,20.0,29.0,1.0,FIRST CALL,50-59,WHITE,MALE,NADER,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,NONE,,,0.9440000000000001
STATE ONLY,20.0,29.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,EDUCATION,YES,OTHER,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.354
STATE ONLY,20.0,29.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,OMITS,NO,OMITS,TAXES,OMITS,OMITS,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.354
STATE ONLY,20.0,29.0,4.0,FIRST CALL,25-29,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,OMITS,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.469
STATE ONLY,20.0,29.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,SOCIALSECUR,YES,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.594
STATE ONLY,20.0,29.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,OTHER,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.264
