VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
STATE ONLY,44.0,41.0,6.0,FIRST CALL,108.0,18-24,BLACK,FEMALE,GORE,KELLY,OMITS,OMITS,DEM,OMITS,MORE,ECON/JOBS,CARES,YES,OMITS,NONE,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,DALLAS/FTWTH,18-29,18-24,,18-24,NO,BLACK,,OMITS,,YES,,OMITS,,,,NEITHER,OMITS,OMITS,OMITS,0.108
STATE ONLY,44.0,41.0,7.0,FIRST CALL,74.0,40-44,HISP,FEMALE,GORE,HUTCHISON,OMITS,OMITS,OTHER,OMITS,LESS,TAXES,GOODJUDGMENT,NO,OMITS,NONE,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,DALLAS/FTWTH,30-44,40-49,,40-49,YES,HISP,,OMITS,,YES,,OMITS,,,,NEITHER,OMITS,OMITS,OMITS,0.074
STATE ONLY,44.0,41.0,8.0,FIRST CALL,71.0,50-59,BLACK,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,ME,ALWYSILL,SAME,DIS/UNFAV,YES,INDEPEND,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,50-59,IND/OTHER,50-64,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,0.07100000000000001
STATE ONLY,44.0,41.0,9.0,FIRST CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,CARES,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,ONCEAWEEK,30-50K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,GOOD,SAME,VERYRESPONSI,0.099
STATE ONLY,44.0,41.0,10.0,FIRST CALL,99.0,45-49,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,HONEST,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,GOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,11.0,FIRST CALL,99.0,45-49,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,ONCEAWEEK,LESS15K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,12.0,FIRST CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.099
STATE ONLY,44.0,41.0,13.0,FIRST CALL,93.0,18-24,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,HONEST,YES,NOVOTE,ME,ALWYSILL,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,MORETHAN1AWK,LESS15K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,WRONGTRACK,,YES,,PERSONALQUAL,,,NO,SUPPORTCLIN,POOR,BETTER,VERYRESPONSI,0.093
STATE ONLY,44.0,41.0,14.0,FIRST CALL,108.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,TAXES,GOODJUDGMENT,YES,CLINTON,NONE,MOSTILL,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.108
STATE ONLY,44.0,41.0,15.0,FIRST CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,YES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,16.0,FIRST CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,OMITS,HONEST,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,17.0,FIRST CALL,108.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,,GORE,MORE,OMITS,HONEST,NO,NOVOTE,NONE,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,GOOD,BETTER,VERYRESPONSI,0.108
STATE ONLY,44.0,41.0,18.0,FIRST CALL,85.0,40-44,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.085
STATE ONLY,44.0,41.0,19.0,FIRST CALL,133.0,65-74,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,CARES,YES,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,NO,MODERATE,65+,,STATE,COMPLETE,DALLAS/FTWTH,60+,60+,DEMOCRAT,65+,,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,OPPOSECLIN,NOTGOOD,SAME,SOMEWHATRESP,0.133
STATE ONLY,44.0,41.0,20.0,FIRST CALL,74.0,50-59,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,LESS,OMITS,COMPLEXISSUE,NO,NOVOTE,NONE,ALWYSILL,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,WORSE,VERYRESPONSI,0.074
STATE ONLY,44.0,41.0,21.0,FIRST CALL,99.0,45-49,BLACK,FEMALE,GORE,KELLY,OMITS,OMITS,DEM,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,DALLAS/FTWTH,45-59,40-49,,40-49,,BLACK,,OMITS,,NO,,OMITS,,,,SUPPORTCLIN,OMITS,OMITS,OMITS,0.099
STATE ONLY,44.0,41.0,22.0,FIRST CALL,177.0,65-74,BLACK,FEMALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,MEDICARE/RX,CARES,NO,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,65+,,STATE,COMPLETE,DALLAS/FTWTH,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.177
STATE ONLY,44.0,41.0,23.0,FIRST CALL,85.0,40-44,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.085
STATE ONLY,44.0,41.0,24.0,FIRST CALL,83.0,45-49,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.083
STATE ONLY,44.0,41.0,25.0,FIRST CALL,93.0,18-24,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,HONEST,YES,NOVOTE,ME,ALWYSILL,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,NONE,MORETHAN1AWK,LESS15K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,WRONGTRACK,,YES,,PERSONALQUAL,,,NO,SUPPORTCLIN,POOR,BETTER,VERYRESPONSI,0.093
STATE ONLY,44.0,41.0,26.0,SECOND CALL,177.0,65-74,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,YES,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,65+,,STATE,COMPLETE,DALLAS/FTWTH,60+,60+,DEMOCRAT,65+,YES,OTHER,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,SUPPORTCLIN,NOTGOOD,BETTER,VERYRESPONSI,0.177
STATE ONLY,44.0,41.0,27.0,SECOND CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,COMPLEXISSUE,NO,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,ELSE,NEVER,15-30K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,IND/OTHER,30-39,NO,BLACK,OTHER,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,GOOD,WORSE,VERYRESPONSI,0.099
STATE ONLY,44.0,41.0,28.0,SECOND CALL,108.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,NONE,MOSTILL,SAME,APP/FAV,YES,INDEPEND,HSGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,IND/OTHER,18-24,NO,BLACK,NONE,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.108
STATE ONLY,44.0,41.0,29.0,SECOND CALL,180.0,40-44,BLACK,FEMALE,OTHER,OTHER,APPROVE,FAVORABLE,OTHER,WOULDNOTVOTE,MORE,HEALTHCARE,OMITS,NO,OTHER,NONE,ALWYSLGL,SAME,APP/FAV,YES,ELSE,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,OMITS,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,0.18
STATE ONLY,44.0,41.0,30.0,SECOND CALL,351.0,65-74,BLACK,FEMALE,GORE,OTHER,OMITS,OMITS,DEM,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,,,OMITS,,,,,65+,,STATE,NOTCOMPLETE,DALLAS/FTWTH,60+,60+,,65+,,BLACK,,OMITS,,NO,,OMITS,,,,OMITS,OMITS,OMITS,OMITS,0.35100000000000003
STATE ONLY,44.0,41.0,31.0,SECOND CALL,91.0,18-24,BLACK,FEMALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,,BUSH,MORE,TAXES,HONEST,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,OMITS,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.091
STATE ONLY,44.0,41.0,32.0,SECOND CALL,68.0,18-24,BLACK,MALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,STRONGLEADER,NO,NOVOTE,NONE,MOSTILL,SAME,APP/FAV,NO,DEMOCRAT,NOHS,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.068
STATE ONLY,44.0,41.0,33.0,SECOND CALL,108.0,25-29,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,NONE,OMITS,SAME,APP/FAV,YES,DEMOCRAT,NOHS,ELSE,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.108
STATE ONLY,44.0,41.0,34.0,SECOND CALL,87.0,40-44,,MALE,GORE,KELLY,APPROVE,OMITS,DEM,GORE,MORE,SOCIALSECUR,CARES,YES,CLINTON,NONE,MOSTILL,SAME,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,40-49,DEMOCRAT,40-49,NO,,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,0.08700000000000001
STATE ONLY,44.0,41.0,35.0,SECOND CALL,99.0,30-39,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,YES,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,YES,OTHER,OTHER,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,0.099
STATE ONLY,44.0,41.0,36.0,SECOND CALL,93.0,18-24,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,YES,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.093
STATE ONLY,44.0,41.0,37.0,SECOND CALL,85.0,30-39,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,,SUPPORTCLIN,GOOD,WORSE,VERYRESPONSI,0.085
STATE ONLY,44.0,41.0,38.0,SECOND CALL,85.0,45-49,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,CARES,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,0.085
STATE ONLY,44.0,41.0,39.0,THIRD CALL,100.0,30-39,OTHER,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,YES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,NONE,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,NOTTOORESPON,0.1
STATE ONLY,44.0,41.0,40.0,THIRD CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,DISAPPR,OMITS,DEM,GORE,MORE,EDUCATION,STRONGLEADER,YES,NOVOTE,SOMEONEELSE,ALWYSLGL,BETTER,OMITS,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,41.0,THIRD CALL,85.0,30-39,BLACK,MALE,GORE,KELLY,DISAPPR,UNFAVORABLE,DEM,GORE,MORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,NOTTOORESPON,0.085
STATE ONLY,44.0,41.0,42.0,THIRD CALL,80.0,18-24,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,LESS,WORLDAFFAIRS,EXPERIENCE,NO,NOVOTE,,ALWYSILL,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,IND/OTHER,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,VERYRESPONSI,0.08
STATE ONLY,44.0,41.0,43.0,THIRD CALL,108.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,OMITS,HEALTHCARE,HONEST,YES,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,NO,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,YES,SUPPORTCLIN,GOOD,BETTER,SOMEWHATRESP,0.108
STATE ONLY,44.0,41.0,44.0,THIRD CALL,85.0,50-59,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,LESS,ECON/JOBS,CARES,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,SUPPORTCLIN,GOOD,SAME,VERYRESPONSI,0.085
STATE ONLY,44.0,41.0,45.0,THIRD CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,,NEITHER,GOOD,SAME,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,46.0,THIRD CALL,85.0,45-49,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,OMITS,OMITS,NO,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,LESS15K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,RIGHTDIR,,NO,,OMITS,,,NO,OMITS,EXCEL,WORSE,VERYRESPONSI,0.085
STATE ONLY,44.0,41.0,47.0,THIRD CALL,99.0,45-49,HISP,FEMALE,GORE,KELLY,DISAPPR,UNFAVORABLE,DEM,GORE,LESS,WORLDAFFAIRS,HONEST,NO,PEROT,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,DALLAS/FTWTH,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,YES,NEITHER,EXCEL,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,48.0,THIRD CALL,99.0,30-39,BLACK,FEMALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,YES,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,DALLAS/FTWTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.099
STATE ONLY,44.0,41.0,49.0,THIRD CALL,64.0,40-44,HISP,MALE,GORE,HUTCHISON,OMITS,OMITS,,OMITS,LESS,HEALTHCARE,EXPERIENCE,NO,OMITS,ME,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,DALLAS/FTWTH,30-44,40-49,,40-49,YES,BLACK,,OMITS,,YES,,OMITS,,,,NEITHER,OMITS,OMITS,OMITS,0.064
STATE ONLY,44.0,41.0,50.0,THIRD CALL,87.0,50-59,OTHER,MALE,GORE,KELLY,OMITS,OMITS,DEM,OMITS,MORE,OMITS,GOODJUDGMENT,NO,OMITS,ME,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,DALLAS/FTWTH,45-59,50-59,,50-64,NO,OTHER,,OMITS,,NO,,OMITS,,,,NEITHER,OMITS,OMITS,OMITS,0.08700000000000001
