VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,51.0,29.0,25.0,SECOND CALL,18-24,WHITE,MALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,GORE,NOVOTE,BETTER,DIS/UNFAV,ELSE,NONE,50-75K,LIBERAL,18-64,NO,STATE,SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,0.359
STATE ONLY,51.0,29.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,LOGAN,APPROVE,OMITS,GREEN,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,SOUTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,0.507
STATE ONLY,51.0,29.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,THOMAS,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.34400000000000003
STATE ONLY,51.0,29.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,YES,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.404
STATE ONLY,51.0,29.0,29.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,THOMAS,OMITS,UNFAVORABLE,CUBIN,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,ELSE,OVER100K,LIBERAL,18-64,NO,STATE,SOUTH,30-44,30-39,DEMOCRAT,30-39,OTHER,0.372
STATE ONLY,51.0,29.0,30.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,GORE,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,SOUTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,0.335
STATE ONLY,51.0,29.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,NONE,,CONSERV,18-64,NO,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NONE,0.375
STATE ONLY,51.0,29.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.367
STATE ONLY,51.0,31.0,1.0,FIRST CALL,65-74,WHITE,MALE,OTHER,,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,PEROT,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,65+,,STATE,SOUTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.502
STATE ONLY,51.0,31.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,OMITS,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.319
STATE ONLY,51.0,31.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,GREEN,GORE,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,0.232
STATE ONLY,51.0,31.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,6.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,ELSE,15-30K,CONSERV,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,OTHER,0.333
STATE ONLY,51.0,31.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,LOGAN,OMITS,OMITS,GREEN,GORE,CLINTON,OMITS,OMITS,REPUBLCN,NONE,30-50K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,NONE,0.296
STATE ONLY,51.0,31.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THOMAS,DISAPPR,FAVORABLE,CUBIN,GORE,DOLE,BETTER,DIS/FAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.294
STATE ONLY,51.0,31.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.319
STATE ONLY,51.0,31.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,,MODERATE,65+,,STATE,SOUTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.451
STATE ONLY,51.0,31.0,14.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.467
STATE ONLY,51.0,31.0,15.0,SECOND CALL,18-24,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,NOVOTE,SAME,APP/FAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,OTHER,0.31
STATE ONLY,51.0,31.0,16.0,SECOND CALL,50-59,BLACK,MALE,BUCHANAN,THOMAS,DISAPPR,UNFAVORABLE,OTHER,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,75-100K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.111
STATE ONLY,51.0,31.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,GORE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,,STATE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NONE,0.314
STATE ONLY,51.0,31.0,18.0,SECOND CALL,60-64,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,0.501
STATE ONLY,51.0,31.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THOMAS,APPROVE,FAVORABLE,OTHER,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,0.41300000000000003
STATE ONLY,51.0,31.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.319
STATE ONLY,51.0,31.0,21.0,SECOND CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,FAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/FAV,INDEPEND,PROTESTANT,OVER100K,CONSERV,18-64,,STATE,SOUTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.31
STATE ONLY,51.0,31.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,OTHER,0.319
STATE ONLY,51.0,31.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THOMAS,DISAPPR,FAVORABLE,GREEN,GORE,NOVOTE,BETTER,DIS/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,,STATE,SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.253
STATE ONLY,51.0,31.0,24.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.319
STATE ONLY,51.0,31.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.343
STATE ONLY,51.0,31.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,WOULDNOTVOTE,NOVOTE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.298
STATE ONLY,51.0,31.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,,STATE,SOUTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.319
STATE ONLY,51.0,31.0,29.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NONE,75-100K,MODERATE,18-64,,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NONE,0.298
STATE ONLY,51.0,31.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.343
STATE ONLY,51.0,31.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.277
STATE ONLY,51.0,31.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.305
STATE ONLY,51.0,31.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,THOMAS,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,,STATE,SOUTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,0.232
STATE ONLY,51.0,31.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,,STATE,SOUTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.276
STATE ONLY,51.0,31.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.319
STATE ONLY,51.0,31.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,,STATE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.314
STATE ONLY,51.0,42.0,1.0,FIRST CALL,40-44,OTHER,MALE,OTHER,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,NO,STATE,SOUTH,30-44,40-49,IND/OTHER,40-49,NONE,0.396
STATE ONLY,51.0,42.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.339
STATE ONLY,51.0,42.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.41500000000000004
STATE ONLY,51.0,42.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,LIBERAL,18-64,NO,STATE,SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.334
STATE ONLY,51.0,42.0,5.0,FIRST CALL,25-29,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,75-100K,CONSERV,18-64,YES,STATE,SOUTH,18-29,25-29,REPUBLICAN,25-29,OTHER,0.377
STATE ONLY,51.0,42.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,65+,YES,STATE,SOUTH,60+,60+,DEMOCRAT,65+,CATHOLIC,0.605
STATE ONLY,51.0,42.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,OTHER,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.639
STATE ONLY,51.0,42.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,NO,STATE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.605
STATE ONLY,51.0,42.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,NOVOTE,SAME,APP/FAV,INDEPEND,CATHOLIC,,CONSERV,65+,NO,STATE,SOUTH,60+,60+,IND/OTHER,65+,CATHOLIC,0.488
STATE ONLY,51.0,42.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,65+,NO,STATE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.527
STATE ONLY,51.0,42.0,11.0,FIRST CALL,40-44,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.359
STATE ONLY,51.0,42.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.388
STATE ONLY,51.0,42.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,65+,NO,STATE,SOUTH,60+,60+,REPUBLICAN,65+,CATHOLIC,0.5660000000000001
STATE ONLY,51.0,42.0,14.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,65+,NO,STATE,SOUTH,60+,60+,REPUBLICAN,65+,CATHOLIC,0.605
STATE ONLY,51.0,42.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,LOGAN,APPROVE,FAVORABLE,CUBIN,GORE,DOLE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,YES,STATE,SOUTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.452
STATE ONLY,51.0,42.0,16.0,SECOND CALL,50-59,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.41500000000000004
STATE ONLY,51.0,42.0,17.0,SECOND CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,PEROT,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,SOUTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,0.327
STATE ONLY,51.0,42.0,18.0,SECOND CALL,40-44,HISP,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,GREEN,BUSH,OTHER,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,15-30K,LIBERAL,18-64,NO,STATE,SOUTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.339
STATE ONLY,51.0,42.0,19.0,SECOND CALL,18-24,WHITE,MALE,GORE,THOMAS,APPROVE,UNFAVORABLE,GREEN,GORE,NOVOTE,BETTER,APP/UNFAV,ELSE,ELSE,50-75K,LIBERAL,18-64,YES,STATE,SOUTH,18-29,18-24,IND/OTHER,18-24,OTHER,0.3
STATE ONLY,51.0,42.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,SOUTH,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,0.352
STATE ONLY,51.0,42.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,THOMAS,APPROVE,UNFAVORABLE,,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,YES,STATE,SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.371
STATE ONLY,51.0,42.0,22.0,SECOND CALL,25-29,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,GORE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,,18-64,YES,STATE,SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.377
STATE ONLY,51.0,42.0,23.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,NO,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,0.322
STATE ONLY,51.0,42.0,24.0,SECOND CALL,45-49,,FEMALE,GORE,,APPROVE,UNFAVORABLE,,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.355
STATE ONLY,51.0,42.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,SOUTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.342
STATE ONLY,51.0,42.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,OTHER,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,NO,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.547
STATE ONLY,51.0,42.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.388
STATE ONLY,51.0,42.0,28.0,THIRD CALL,18-24,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,PEROT,BETTER,APP/FAV,REPUBLCN,NONE,30-50K,LIBERAL,18-64,NO,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,NONE,0.377
STATE ONLY,51.0,42.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NONE,50-75K,MODERATE,18-64,NO,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,NONE,0.388
STATE ONLY,51.0,42.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.41500000000000004
STATE ONLY,51.0,42.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,NO,STATE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.388
STATE ONLY,51.0,42.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,YES,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.352
STATE ONLY,51.0,42.0,33.0,THIRD CALL,65-74,ASIAN,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,,65+,NO,STATE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.492
STATE ONLY,51.0,42.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,,18-64,YES,STATE,SOUTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,0.377
STATE ONLY,51.0,42.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.388
