VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPCO20,PROPCO22,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,6.0,21.0,15.0,SECOND CALL,45-49,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,YES,HISP,PROT/CHRIST,,,0.834
STATE ONLY,6.0,21.0,16.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,NOVOTE,WORSE,APP/UNFAV,INDEPEND,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,1.318
STATE ONLY,6.0,21.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.372
STATE ONLY,6.0,21.0,18.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,WORLDAFFAIRS,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,1.336
STATE ONLY,6.0,21.0,19.0,THIRD CALL,45-49,HISP,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,EDUCATION,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,YES,HISP,PROT/CHRIST,,,0.874
STATE ONLY,6.0,21.0,20.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,1.065
STATE ONLY,6.0,21.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,GORE,NO,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,1.573
STATE ONLY,6.0,21.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,NO,ECON/JOBS,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,OTHER,,,0.906
STATE ONLY,6.0,21.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.065
STATE ONLY,6.0,21.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,NO,OMITS,NO,PEROT,SAME,DIS/FAV,INDEPEND,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,1.336
STATE ONLY,6.0,21.0,25.0,THIRD CALL,75+,WHITE,,BUSH,APPROVE,FAVORABLE,GORE,NO,YES,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,65+,STATE,COMPLETE,DENVR/BOULDR,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,2.621
STATE ONLY,6.0,21.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,NO,MEDICARE/RX,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,0.84
STATE ONLY,6.0,21.0,27.0,THIRD CALL,25-29,HISP,FEMALE,NADER,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,YES,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,YES,HISP,NONE,,,0.934
STATE ONLY,6.0,21.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,1.61
STATE ONLY,6.0,21.0,29.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,,,1.318
STATE ONLY,6.0,21.0,30.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,NONE,,,1.617
STATE ONLY,6.0,21.0,31.0,THIRD CALL,40-44,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,REPUBLICAN,40-49,YES,HISP,CATHOLIC,,,1.022
STATE ONLY,6.0,21.0,32.0,THIRD CALL,18-24,HISP,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,YES,YES,TAXES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,1.0090000000000001
STATE ONLY,6.0,21.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,NO,OMITS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.336
STATE ONLY,6.0,21.0,34.0,THIRD CALL,40-44,HISP,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,DEMOCRAT,40-49,YES,HISP,NONE,,,0.874
STATE ONLY,6.0,28.0,1.0,FIRST CALL,45-49,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,,,0.34600000000000003
STATE ONLY,6.0,28.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,0.368
STATE ONLY,6.0,28.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,ELSE,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.368
STATE ONLY,6.0,28.0,4.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,0.375
STATE ONLY,6.0,28.0,5.0,FIRST CALL,25-29,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,NO,ECON/JOBS,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,0.464
STATE ONLY,6.0,28.0,6.0,FIRST CALL,18-24,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,YES,OMITS,NO,OTHER,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,,,0.419
STATE ONLY,6.0,28.0,7.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,,,0.455
STATE ONLY,6.0,28.0,8.0,FIRST CALL,18-24,HISP,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,JEWISH,,,0.327
STATE ONLY,6.0,28.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.339
STATE ONLY,6.0,28.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,0.339
STATE ONLY,6.0,28.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,,0.368
STATE ONLY,6.0,28.0,12.0,FIRST CALL,30-39,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,YES,HEALTHCARE,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.34600000000000003
STATE ONLY,6.0,28.0,13.0,FIRST CALL,40-44,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,YES,ECON/JOBS,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.34600000000000003
STATE ONLY,6.0,28.0,14.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.653
STATE ONLY,6.0,28.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,0.339
STATE ONLY,6.0,28.0,16.0,SECOND CALL,50-59,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,OTHER,,,0.34600000000000003
STATE ONLY,6.0,28.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,0.385
STATE ONLY,6.0,28.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,0.442
STATE ONLY,6.0,28.0,19.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.375
STATE ONLY,6.0,28.0,20.0,SECOND CALL,18-24,OTHER,FEMALE,GORE,OMITS,FAVORABLE,BUSH,YES,YES,OMITS,NO,CLINTON,SAME,OMITS,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,OTHER,NONE,,,0.442
STATE ONLY,6.0,28.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,0.375
STATE ONLY,6.0,28.0,22.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,0.452
STATE ONLY,6.0,28.0,23.0,SECOND CALL,25-29,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.419
STATE ONLY,6.0,28.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,,,0.452
STATE ONLY,6.0,28.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,OMITS,OMITS,OMITS,YES,NO,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,DENVR/BOULDR,30-44,30-39,,30-39,NO,WHITE,,,,0.29
STATE ONLY,6.0,28.0,26.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,0.375
STATE ONLY,6.0,28.0,27.0,THIRD CALL,18-24,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.419
STATE ONLY,6.0,28.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,PEROT,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,,,0.41100000000000003
STATE ONLY,6.0,28.0,29.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,ELSE,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.452
STATE ONLY,6.0,28.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.311
STATE ONLY,6.0,28.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,NO,OMITS,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.35000000000000003
STATE ONLY,6.0,28.0,32.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,0.396
STATE ONLY,6.0,28.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.442
STATE ONLY,6.0,28.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,,,0.385
STATE ONLY,6.0,28.0,35.0,THIRD CALL,18-24,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,JEWISH,,,0.419
STATE ONLY,6.0,28.0,36.0,THIRD CALL,25-29,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,NO,NOVOTE,BETTER,APP/UNFAV,ELSE,SOMCOL/ASSOC,NONE,30-50K,,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,0.419
STATE ONLY,6.0,28.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,OMITS,OMITS,WOULDNOTVOTE,YES,YES,OMITS,NO,PEROT,SAME,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.41100000000000003
STATE ONLY,6.0,28.0,38.0,THIRD CALL,18-24,WHITE,MALE,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,NO,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.464
STATE ONLY,6.0,28.0,39.0,THIRD CALL,30-39,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,OMITS,YES,NO,OMITS,NO,OTHER,BETTER,DIS/UNFAV,ELSE,COLGRAD,ELSE,15-30K,,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,WHITE,OTHER,,,0.384
STATE ONLY,6.0,28.0,40.0,THIRD CALL,18-24,BLACK,MALE,GORE,DISAPPR,FAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,NOVOTE,BETTER,DIS/FAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,BLACK,NONE,,,0.309
STATE ONLY,6.0,28.0,41.0,THIRD CALL,40-44,OTHER,MALE,NADER,OMITS,OMITS,OMITS,YES,YES,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,DENVR/BOULDR,30-44,40-49,,40-49,NO,OTHER,,,,0.34600000000000003
STATE ONLY,6.0,28.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,,0.368
STATE ONLY,6.0,28.0,43.0,THIRD CALL,25-29,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,NO,NOVOTE,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,0.452
STATE ONLY,6.0,28.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,ELSE,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.442
STATE ONLY,6.0,28.0,45.0,THIRD CALL,25-29,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,HEALTHCARE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,DEMOCRAT,25-29,YES,WHITE,NONE,,,0.356
STATE ONLY,6.0,28.0,46.0,THIRD CALL,30-39,BLACK,MALE,NADER,APPROVE,FAVORABLE,GORE,YES,NO,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,BLACK,OTHER,,,0.231
STATE ONLY,6.0,31.0,1.0,FIRST CALL,25-29,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,EDUCATION,YES,CLINTON,BETTER,APP/UNFAV,ELSE,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,DENVR/BOULDR,18-29,25-29,IND/OTHER,25-29,YES,HISP,PROT/CHRIST,,,0.647
STATE ONLY,6.0,31.0,2.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,30-39,IND/OTHER,30-39,NO,OTHER,PROT/CHRIST,,,0.684
