VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,41.0,26.0,47.0,THIRD CALL,45-49,OTHER,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,TAXES,NO,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.963
STATE ONLY,41.0,27.0,1.0,FIRST CALL,30-39,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,OMITS,YES,DOLE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.125
STATE ONLY,41.0,27.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,EDUCATION,NO,DOLE,BETTER,APP/FAV,ELSE,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.227
STATE ONLY,41.0,27.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,PEOPLEFREE,TAXES,NO,DOLE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,HEALTHCARE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,41.0,27.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,41.0,27.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,OMITS,OMITS,YES,DOLE,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,41.0,27.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,CHURCHPOSITI,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.117
STATE ONLY,41.0,27.0,9.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.014
STATE ONLY,41.0,27.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,TAXES,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MYPARTYPOSIT,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,,,,1.227
STATE ONLY,41.0,27.0,12.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,CHURCHPOSITI,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,DEMOCRAT,18-24,,,,1.014
STATE ONLY,41.0,27.0,13.0,FIRST CALL,75+,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,MORALISSUES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,75-100K,MODERATE,65+,STATE,COMPLETE,GREENVILLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.3800000000000001
STATE ONLY,41.0,27.0,14.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,HEALTHCARE,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.326
STATE ONLY,41.0,27.0,15.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,MEDICARE/RX,OMITS,CLINTON,BETTER,APP/FAV,REPUBLCN,NOHS,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.041
STATE ONLY,41.0,27.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.3800000000000001
STATE ONLY,41.0,27.0,17.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,MORE,OMITS,OMITS,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.026
STATE ONLY,41.0,27.0,18.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.984
STATE ONLY,41.0,27.0,19.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.0230000000000001
STATE ONLY,41.0,27.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CHURCHPOSITI,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,41.0,27.0,21.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.224
STATE ONLY,41.0,27.0,22.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,GOVSUPPORT,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.088
STATE ONLY,41.0,27.0,23.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,SOCIALSECUR,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.326
STATE ONLY,41.0,27.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.088
STATE ONLY,41.0,27.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,OMITS,UNFAVORABLE,GORE,NO,MORE,MORALISSUES,ECON/JOBS,YES,NOVOTE,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.117
STATE ONLY,41.0,27.0,26.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,OMITS,FAVORABLE,GORE,NO,LESS,CHURCHPOSITI,EDUCATION,OMITS,CLINTON,BETTER,OMITS,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,41.0,27.0,27.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,GOVSUPPORT,EDUCATION,NO,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.014
STATE ONLY,41.0,27.0,28.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.0230000000000001
STATE ONLY,41.0,27.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,YES,MORE,PEOPLEFREE,WORLDAFFAIRS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,GREENVILLE,45-59,40-49,,40-49,,,,1.197
STATE ONLY,41.0,27.0,30.0,THIRD CALL,45-49,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,LESS,MORALISSUES,TAXES,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,GREENVILLE,45-59,40-49,,40-49,,,,1.2770000000000001
STATE ONLY,41.0,27.0,31.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.984
STATE ONLY,41.0,27.0,32.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,NO,CLINTON,WORSE,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,34.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,41.0,27.0,35.0,THIRD CALL,,BLACK,,,OMITS,OMITS,OMITS,YES,OMITS,PEOPLEFREE,TAXES,OMITS,OMITS,BETTER,OMITS,,,,,,,STATE,COMPLETE,GREENVILLE,,,,,,,,1.104
STATE ONLY,41.0,27.0,36.0,THIRD CALL,40-44,BLACK,FEMALE,BUSH,OMITS,FAVORABLE,GORE,,LESS,CHURCHPOSITI,EDUCATION,YES,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.093
STATE ONLY,41.0,27.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.227
STATE ONLY,41.0,27.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,HEALTHCARE,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.984
STATE ONLY,41.0,27.0,39.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.133
STATE ONLY,41.0,27.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,PEOPLEFREE,EDUCATION,NO,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.197
STATE ONLY,41.0,27.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,MORALISSUES,ECON/JOBS,YES,OTHER,WORSE,DIS/UNFAV,ELSE,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.227
STATE ONLY,41.0,27.0,42.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,41.0,27.0,43.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.245
STATE ONLY,41.0,27.0,44.0,THIRD CALL,50-59,BLACK,MALE,,APPROVE,FAVORABLE,GORE,YES,LESS,MYPARTYPOSIT,EDUCATION,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.104
STATE ONLY,41.0,27.0,45.0,THIRD CALL,50-59,WHITE,MALE,,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,OMITS,OMITS,NO,OMITS,WORSE,DIS/UNFAV,ELSE,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.254
STATE ONLY,41.0,27.0,46.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.0230000000000001
STATE ONLY,41.0,27.0,47.0,THIRD CALL,30-39,BLACK,MALE,,APPROVE,OMITS,OMITS,YES,OMITS,OMITS,OMITS,YES,OMITS,SAME,OMITS,,,,,,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,,30-39,,,,1.104
STATE ONLY,41.0,54.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.871
STATE ONLY,41.0,54.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MYPARTYPOSIT,ECON/JOBS,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.871
STATE ONLY,41.0,54.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,OMITS,OMITS,OMITS,YES,MORE,PEOPLEFREE,HEALTHCARE,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COLUMBIA,45-59,50-59,,50-64,,,,1.0210000000000001
STATE ONLY,41.0,54.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,EDUCATION,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.754
STATE ONLY,41.0,54.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.718
STATE ONLY,41.0,54.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.871
STATE ONLY,41.0,54.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,OMITS,YES,CLINTON,SAME,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.774
STATE ONLY,41.0,54.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,OMITS,MORALISSUES,OMITS,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.067
STATE ONLY,41.0,54.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,OMITS,NO,OMITS,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.774
STATE ONLY,41.0,54.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.85
STATE ONLY,41.0,54.0,11.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,CHURCHPOSITI,WORLDAFFAIRS,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.876
STATE ONLY,41.0,54.0,12.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.203
STATE ONLY,41.0,54.0,13.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.203
STATE ONLY,41.0,54.0,14.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,OMITS,CHURCHPOSITI,HEALTHCARE,OMITS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,,,,,65+,STATE,COMPLETE,COLUMBIA,60+,60+,DEMOCRAT,65+,,,,1.283
STATE ONLY,41.0,54.0,15.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,MORE,CHURCHPOSITI,MEDICARE/RX,NO,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.863
STATE ONLY,41.0,54.0,16.0,FIRST CALL,45-49,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,OMITS,YES,LESS,PEOPLEFREE,OMITS,NO,OTHER,BETTER,DIS/UNFAV,ELSE,POSTGRAD,CATHOLIC,75-100K,,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.539
STATE ONLY,41.0,54.0,17.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,OMITS,OMITS,BUSH,NO,OMITS,CHURCHPOSITI,OMITS,OMITS,OMITS,BETTER,OMITS,INDEPEND,NOHS,PROTESTANT,,,18-64,STATE,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.067
STATE ONLY,41.0,54.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.283
STATE ONLY,41.0,54.0,19.0,SECOND CALL,40-44,BLACK,MALE,NADER,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,GOVSUPPORT,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.47300000000000003
