VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,22.0,23.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.622
STATE ONLY,27.0,22.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.078
STATE ONLY,27.0,22.0,25.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,PEROT,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.09
STATE ONLY,27.0,22.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,OMITS,WORSE,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.17
STATE ONLY,27.0,22.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.17
STATE ONLY,27.0,22.0,28.0,THIRD CALL,45-49,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,OMITS,OMITS,CLINTON,WORSE,APP/FAV,ELSE,HSGRAD,NONE,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.833
STATE ONLY,27.0,22.0,29.0,THIRD CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.129
STATE ONLY,27.0,22.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.036
STATE ONLY,27.0,22.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,OMITS,TAXES,OMITS,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.102
STATE ONLY,27.0,22.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,ELSE,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.274
STATE ONLY,27.0,25.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,HEALTHCARE,CLINTON,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.666
STATE ONLY,27.0,25.0,2.0,FIRST CALL,30-39,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,OMITS,PEROT,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,,,,0.788
STATE ONLY,27.0,25.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,OMITS,OMITS,KEENAN,BUSH,ECON/JOBS,CLINTON,SAME,OMITS,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.113
STATE ONLY,27.0,25.0,4.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.166
STATE ONLY,27.0,25.0,5.0,FIRST CALL,,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,,MODERATE,,HELPSTATE,STATE,COMPLETE,RURALWEST,,,DEMOCRAT,,PROT/CHRIST,,,1.069
STATE ONLY,27.0,25.0,6.0,FIRST CALL,45-49,BLACK,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.706
STATE ONLY,27.0,25.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.02
STATE ONLY,27.0,25.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,OTHER,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,NONE,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.724
STATE ONLY,27.0,25.0,9.0,FIRST CALL,30-39,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.892
STATE ONLY,27.0,25.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.962
STATE ONLY,27.0,25.0,11.0,SECOND CALL,25-29,WHITE,MALE,NADER,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,SOCIALSECUR,CLINTON,BETTER,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.81
STATE ONLY,27.0,25.0,12.0,SECOND CALL,18-24,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,NOVOTE,BETTER,APP/UNFAV,ELSE,COLGRAD,NONE,LESS15K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.8300000000000001
STATE ONLY,27.0,25.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.02
STATE ONLY,27.0,25.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.02
STATE ONLY,27.0,25.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.02
STATE ONLY,27.0,25.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,TAXES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.982
STATE ONLY,27.0,25.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.069
STATE ONLY,27.0,25.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,NONE,,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.111
STATE ONLY,27.0,25.0,19.0,SECOND CALL,65-74,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,30-50K,MODERATE,65+,HELPSTATE,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.367
STATE ONLY,27.0,25.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,LIBERAL,65+,HELPSTATE,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.2550000000000001
STATE ONLY,27.0,25.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,OMITS,OMITS,KEENAN,OMITS,OMITS,OMITS,OMITS,,,,,,,65+,OMITS,STATE,NOTCOMPLETE,RURALWEST,60+,60+,,65+,,,,0.926
STATE ONLY,27.0,25.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,EDUCATION,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.76
STATE ONLY,27.0,25.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.02
STATE ONLY,27.0,25.0,24.0,SECOND CALL,75+,,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.419
STATE ONLY,27.0,25.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.982
STATE ONLY,27.0,25.0,26.0,SECOND CALL,25-29,WHITE,MALE,GORE,SCHWEITZER,,OMITS,OMITS,KEENAN,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,RURALWEST,18-29,25-29,,25-29,,,,1.171
STATE ONLY,27.0,25.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,RURALWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.02
STATE ONLY,27.0,25.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,OMITS,KEENAN,WOULDNOTVOTE,EDUCATION,NOVOTE,BETTER,OMITS,ELSE,POSTGRAD,ELSE,15-30K,,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.724
STATE ONLY,27.0,25.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,BUSH,OMITS,CLINTON,BETTER,APP/FAV,ELSE,NOHS,CATHOLIC,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.982
STATE ONLY,27.0,25.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BURNS,OKEEFE,APPROVE,FAVORABLE,REHBERG,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.045
STATE ONLY,27.0,25.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.069
STATE ONLY,27.0,25.0,32.0,THIRD CALL,40-44,OTHER,FEMALE,OTHER,SCHWEITZER,OTHER,APPROVE,UNFAVORABLE,OTHER,WOULDNOTVOTE,OMITS,OTHER,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,JEWISH,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,JEWISH,,,3.738
STATE ONLY,27.0,25.0,33.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.02
STATE ONLY,27.0,25.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,LESS15K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.032
STATE ONLY,27.0,25.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,LESS15K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.76
STATE ONLY,27.0,25.0,36.0,THIRD CALL,25-29,HISP,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.778
STATE ONLY,27.0,25.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,,DISAPPR,UNFAVORABLE,,BUSH,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.157
STATE ONLY,27.0,25.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,,DISAPPR,UNFAVORABLE,KEENAN,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,,OTHERCHRIST,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.27
STATE ONLY,27.0,28.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.241
STATE ONLY,27.0,28.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,OMITS,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,SAME,OMITS,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.025
STATE ONLY,27.0,28.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,HEALTHCARE,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,27.0,28.0,4.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.064
STATE ONLY,27.0,28.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.2750000000000001
STATE ONLY,27.0,28.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.976
STATE ONLY,27.0,28.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BURNS,OKEEFE,OMITS,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,OMITS,INDEPEND,COLGRAD,PROTESTANT,,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.176
STATE ONLY,27.0,28.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,WOULDNOTVOTE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.866
STATE ONLY,27.0,28.0,9.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,MEDICARE/RX,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.25
STATE ONLY,27.0,28.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.241
STATE ONLY,27.0,28.0,11.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.064
STATE ONLY,27.0,28.0,12.0,SECOND CALL,75+,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,LIBERAL,65+,HELPSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.202
STATE ONLY,27.0,28.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.202
STATE ONLY,27.0,28.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,CLINTON,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.976
STATE ONLY,27.0,28.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.976
STATE ONLY,27.0,28.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.976
STATE ONLY,27.0,28.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.6950000000000001
