VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,29.0,16.0,THIRD CALL,50-59,OTHER,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,OTHER,NO,YES,,,0.382
STATE ONLY,30.0,29.0,17.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,NONE,YES,NO,,,0.371
STATE ONLY,30.0,29.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,EDUCATION,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,45-59,50-59,,50-64,,NO,YES,,,0.376
STATE ONLY,30.0,29.0,19.0,THIRD CALL,18-24,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,NOVOTE,WORSE,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NO,NO,,,0.376
STATE ONLY,30.0,29.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,NONE,YES,NO,,,0.376
STATE ONLY,30.0,29.0,21.0,THIRD CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,NO,NO,,,0.376
STATE ONLY,30.0,29.0,22.0,THIRD CALL,18-24,ASIAN,FEMALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,18-29,18-24,,18-24,,OMITS,NO,,,0.371
STATE ONLY,30.0,29.0,23.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,NOVOTE,SAME,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,NO,YES,,,0.371
STATE ONLY,30.0,29.0,24.0,THIRD CALL,18-24,WHITE,MALE,GORE,SHAHEEN,OMITS,UNFAVORABLE,GORE,EDUCATION,NOVOTE,WORSE,OMITS,YES,INDEPEND,SOMCOL/ASSOC,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,NONE,NO,NO,,,0.376
STATE ONLY,30.0,29.0,25.0,THIRD CALL,18-24,ASIAN,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,NONE,NO,OMITS,,,0.376
STATE ONLY,30.0,29.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,NOVOTE,WORSE,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,NO,YES,,,0.371
STATE ONLY,30.0,29.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,OTHER,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,OTHER,YES,YES,,,0.376
STATE ONLY,30.0,29.0,28.0,THIRD CALL,,WHITE,FEMALE,GORE,,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,,STATE,NOTCOMPLETE,CONCORD,,,,,,OMITS,OMITS,,,0.374
STATE ONLY,30.0,29.0,29.0,THIRD CALL,18-24,ASIAN,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,NOVOTE,SAME,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,OTHER,NO,YES,,,0.369
STATE ONLY,30.0,29.0,30.0,THIRD CALL,18-24,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,NO,NO,,,0.26
STATE ONLY,30.0,29.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,OMITS,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,JEWISH,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,JEWISH,YES,NO,,,0.371
STATE ONLY,30.0,29.0,32.0,THIRD CALL,50-59,WHITE,MALE,GORE,BROWN,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,OMITS,,YES,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,45-59,50-59,,50-64,,YES,YES,,,0.384
STATE ONLY,30.0,29.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,BROWN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,NO,OMITS,,,0.356
STATE ONLY,30.0,29.0,34.0,THIRD CALL,50-59,WHITE,MALE,NADER,BROWN,DISAPPR,OMITS,WOULDNOTVOTE,OMITS,OTHER,SAME,OMITS,NO,ELSE,,ELSE,,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,OTHER,NO,OMITS,,,0.367
STATE ONLY,30.0,29.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,OMITS,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,BETTER,OMITS,NO,INDEPEND,HSGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,JEWISH,OMITS,OMITS,,,0.417
STATE ONLY,30.0,29.0,36.0,THIRD CALL,18-24,ASIAN,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,YES,INDEPEND,HSGRAD,ELSE,75-100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,OTHER,OMITS,OMITS,,,0.41200000000000003
STATE ONLY,30.0,29.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,TAXES,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,OTHER,YES,YES,,,0.427
STATE ONLY,30.0,29.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,0.42
STATE ONLY,30.0,29.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,YES,,,0.41400000000000003
STATE ONLY,30.0,29.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,NO,,,0.41400000000000003
STATE ONLY,30.0,29.0,41.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,TAXES,OMITS,OMITS,,YES,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,45-59,40-49,,40-49,,NO,NO,,,0.42
STATE ONLY,30.0,29.0,42.0,THIRD CALL,75+,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,65+,STATE,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,CATHOLIC,YES,NO,,,0.486
STATE ONLY,30.0,29.0,43.0,THIRD CALL,18-24,OTHER,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,JEWISH,,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,REPUBLICAN,18-24,JEWISH,NO,NO,,,0.41300000000000003
STATE ONLY,30.0,29.0,44.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,ELSE,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,OTHER,YES,NO,,,0.41300000000000003
STATE ONLY,30.0,29.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,OMITS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,0.42
STATE ONLY,30.0,29.0,46.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,0.42
STATE ONLY,30.0,29.0,47.0,THIRD CALL,50-59,OTHER,MALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,OMITS,,YES,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,45-59,50-59,,50-64,,YES,YES,,,0.382
STATE ONLY,30.0,29.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,YES,YES,,,0.376
STATE ONLY,30.0,29.0,49.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,HUMPHREY,OMITS,OMITS,OMITS,HEALTHCARE,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,CONCORD,45-59,50-59,,50-64,,YES,YES,,,0.371
STATE ONLY,30.0,29.0,50.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,OMITS,GORE,HEALTHCARE,CLINTON,BETTER,OMITS,YES,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,YES,,,0.376
STATE ONLY,30.0,36.0,1.0,FIRST CALL,45-49,ASIAN,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NONE,NO,NO,,,0.834
STATE ONLY,30.0,36.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,HUMPHREY,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,NO,,,0.8230000000000001
STATE ONLY,30.0,36.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,HEALTHCARE,OMITS,OMITS,,YES,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,45-59,40-49,,40-49,,NO,NO,,,0.896
STATE ONLY,30.0,36.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,NO,,,0.834
STATE ONLY,30.0,36.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,NO,,,0.896
STATE ONLY,30.0,36.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BROWN,APPROVE,UNFAVORABLE,BUSH,TAXES,PEROT,BETTER,APP/UNFAV,YES,INDEPEND,HSGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.9440000000000001
STATE ONLY,30.0,36.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,TAXES,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,30-44,40-49,,40-49,,NO,NO,,,0.924
STATE ONLY,30.0,36.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,0.834
STATE ONLY,30.0,36.0,9.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,0.896
STATE ONLY,30.0,36.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,0.924
STATE ONLY,30.0,36.0,11.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,0.896
STATE ONLY,30.0,36.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,YES,NO,,,0.896
STATE ONLY,30.0,36.0,13.0,SECOND CALL,18-24,WHITE,MALE,NADER,SHAHEEN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,EDUCATION,NOVOTE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,YES,YES,,,1.448
STATE ONLY,30.0,36.0,14.0,SECOND CALL,65-74,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,IND/OTHER,65+,CATHOLIC,YES,NO,,,1.054
STATE ONLY,30.0,36.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NO,NO,,,1.135
STATE ONLY,30.0,36.0,16.0,SECOND CALL,18-24,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,CLINTON,WORSE,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,YES,YES,,,1.0170000000000001
STATE ONLY,30.0,36.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,0.924
STATE ONLY,30.0,36.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,JEWISH,NO,YES,,,1.088
STATE ONLY,30.0,36.0,19.0,SECOND CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,0.896
STATE ONLY,30.0,36.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,WORSE,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,0.861
STATE ONLY,30.0,36.0,21.0,THIRD CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,60+,60+,,50-64,,YES,YES,,,1.135
STATE ONLY,30.0,36.0,22.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SHAHEEN,APPROVE,FAVORABLE,BUSH,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,YES,,,0.908
STATE ONLY,30.0,36.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,SAME,APP/FAV,YES,ELSE,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.861
STATE ONLY,30.0,36.0,24.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,EDUCATION,NOVOTE,BETTER,APP/UNFAV,YES,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,NO,NO,,,1.095
STATE ONLY,30.0,36.0,25.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,0.896
STATE ONLY,30.0,36.0,26.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,OTHER,YES,NO,,,0.896
STATE ONLY,30.0,36.0,27.0,THIRD CALL,30-39,WHITE,MALE,,SHAHEEN,OMITS,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,OMITS,YES,INDEPEND,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,OTHER,YES,NO,,,0.885
STATE ONLY,30.0,36.0,28.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SHAHEEN,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,YES,NO,,,1.109
STATE ONLY,30.0,36.0,29.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,DOLE,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,YES,OMITS,,,1.05
STATE ONLY,30.0,36.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.861
STATE ONLY,30.0,36.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,45-59,50-59,,50-64,,NO,NO,,,0.896
STATE ONLY,30.0,36.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,OMITS,WORSE,APP/FAV,NO,INDEPEND,COLGRAD,JEWISH,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,JEWISH,NO,NO,,,0.861
STATE ONLY,30.0,36.0,33.0,THIRD CALL,18-24,,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,NONE,NO,NO,,,1.0170000000000001
STATE ONLY,30.0,36.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,0.896
STATE ONLY,30.0,36.0,35.0,THIRD CALL,40-44,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.834
STATE ONLY,30.0,36.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,YES,YES,,,1.088
