VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,CUBAN3,SIZEPLC3,ISSUE,QUAL,X6VOTE,ENVIRON,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,QRACE,REL5,PRESKNOW,JEBBUSH,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,10.0,18.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,OMITS,NO,SUBURBS,ECON/JOBS,GOODJUDGMENT,OMITS,PROGRWTH,BUSHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,MIAMI,45-59,50-59,,50-64,WHITE,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.628
STATE ONLY,10.0,18.0,7.0,SECOND CALL,25-29,WHITE,MALE,,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SUBURBS,TAXES,COMPLEXISSUE,DOLE,PROGRWTH,BOTHDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,18-29,25-29,DEMOCRAT,25-29,WHITE,PROT/CHRIST,NEITHER,FAVORABLE,ONLYGORE,ISSUES,,,0.6900000000000001
STATE ONLY,10.0,18.0,8.0,SECOND CALL,40-44,WHITE,MALE,GORE,LOGAN,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,SUBURBS,HEALTHCARE,HONEST,CLINTON,PROENVIR,GOREDID,WORSE,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,NEVER,LESS15K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,40-49,DEMOCRAT,40-49,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYGORE,ISSUES,,,0.552
STATE ONLY,10.0,18.0,9.0,SECOND CALL,30-39,WHITE,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,PROENVIR,BUSHDID,WORSE,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,NEVER,LESS15K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,30-39,DEMOCRAT,30-39,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYGORE,ISSUES,,,0.655
STATE ONLY,10.0,18.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,NELSON,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,PROENVIR,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,45-59,50-59,IND/OTHER,50-64,WHITE,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.628
STATE ONLY,10.0,18.0,11.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,MCCOLLUM,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,MORE,NO,SUBURBS,MEDICARE/RX,CARES,CLINTON,PROENVIR,BOTHDID,SAME,APP/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,18-29,18-24,REPUBLICAN,18-24,WHITE,PROT/CHRIST,BOTH,FAVORABLE,BOTH,ISSUES,,,0.7000000000000001
STATE ONLY,10.0,18.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,PROENVIR,OMITS,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,ISSUES,,,0.687
STATE ONLY,10.0,18.0,13.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,OMITS,OMITS,OMITS,MORE,NO,SUBURBS,ECON/JOBS,OMITS,OMITS,OMITS,BUSHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,MIAMI,45-59,50-59,,50-64,WHITE,,OMITS,FAVORABLE,OMITS,OMITS,,,0.716
STATE ONLY,10.0,18.0,14.0,SECOND CALL,65-74,WHITE,MALE,NADER,MCCOLLUM,OMITS,OMITS,OMITS,OMITS,LESS,NO,SUBURBS,MEDICARE/RX,OMITS,OMITS,PROGRWTH,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,MIAMI,60+,60+,,65+,WHITE,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.641
STATE ONLY,10.0,18.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,DOLE,PROGRWTH,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,ISSUES,,,0.716
STATE ONLY,10.0,18.0,16.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,SUBURBS,OMITS,COMPLEXISSUE,CLINTON,PROENVIR,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,30-44,40-49,DEMOCRAT,40-49,WHITE,JEWISH,BOTH,FAVORABLE,NEITHER,ISSUES,,,0.628
STATE ONLY,10.0,18.0,17.0,THIRD CALL,50-59,HISP,FEMALE,,NELSON,BEFORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,OTHERHISP,SUBURBS,WORLDAFFAIRS,OMITS,NOVOTE,PROENVIR,BOTHDID,SAME,APP/UNFAV,YES,ELSE,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,MIAMI,45-59,50-59,IND/OTHER,50-64,HISP,CATHOLIC,NEITHER,OMITS,NEITHER,OMITS,,,0.767
STATE ONLY,10.0,18.0,18.0,THIRD CALL,40-44,WHITE,MALE,NADER,NELSON,LAST.3DAYS,DISAPPR,FAVORABLE,WOULDNOTVOTE,LESS,NO,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,PROENVIR,GOREDID,BETTER,DIS/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,30-44,40-49,DEMOCRAT,40-49,WHITE,PROT/CHRIST,NEITHER,UNFAVORABLE,ONLYGORE,PERSONALQUAL,,,0.595
STATE ONLY,10.0,18.0,19.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,OMITS,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,MIAMI,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,0.687
STATE ONLY,10.0,18.0,20.0,THIRD CALL,45-49,ASIAN,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,NO,SUBURBS,OMITS,EXPERIENCE,DOLE,PROENVIR,BOTHDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,45-59,40-49,REPUBLICAN,40-49,ASIAN,OTHER,ONLYBUSH,FAVORABLE,BOTH,ISSUES,,,0.716
STATE ONLY,10.0,18.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,NO,SUBURBS,OMITS,OMITS,DOLE,PROENVIR,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,MIAMI,45-59,50-59,IND/OTHER,50-64,WHITE,CATHOLIC,ONLYBUSH,FAVORABLE,BOTH,ISSUES,,,0.687
STATE ONLY,10.0,18.0,22.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,,SUBURBS,WORLDAFFAIRS,HONEST,PEROT,PROGRWTH,BOTHDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,MIAMI,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,BOTH,OMITS,ONLYGORE,PERSONALQUAL,,,0.687
STATE ONLY,10.0,18.0,23.0,THIRD CALL,18-24,HISP,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CUBAN,SUBURBS,EDUCATION,CARES,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,18-29,18-24,DEMOCRAT,18-24,HISP,CATHOLIC,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.762
STATE ONLY,10.0,18.0,24.0,THIRD CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,ECON/JOBS,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,30-39,DEMOCRAT,30-39,BLACK,NONE,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.779
STATE ONLY,10.0,18.0,25.0,THIRD CALL,45-49,HISP,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,45-59,40-49,DEMOCRAT,40-49,HISP,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.747
STATE ONLY,10.0,18.0,26.0,THIRD CALL,25-29,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,18-29,25-29,DEMOCRAT,25-29,WHITE,CATHOLIC,ONLYGORE,FAVORABLE,BOTH,ISSUES,,,0.668
STATE ONLY,10.0,18.0,27.0,THIRD CALL,25-29,HISP,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,SUBURBS,ECON/JOBS,CARES,CLINTON,PROGRWTH,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,MIAMI,18-29,25-29,DEMOCRAT,25-29,HISP,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.793
STATE ONLY,10.0,18.0,28.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,MIAMI,30-44,30-39,DEMOCRAT,30-39,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.747
STATE ONLY,10.0,18.0,29.0,THIRD CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,NO,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,GOREDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,30-44,30-39,DEMOCRAT,30-39,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYGORE,PERSONALQUAL,,,0.779
STATE ONLY,10.0,18.0,30.0,THIRD CALL,65-74,HISP,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,MIAMI,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.836
STATE ONLY,10.0,18.0,31.0,THIRD CALL,75+,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,PROENVIR,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,JEWISH,AFEWAYEAR,LESS15K,NO,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,60+,60+,DEMOCRAT,65+,WHITE,JEWISH,ONLYGORE,UNFAVORABLE,ONLYGORE,OMITS,,,0.676
STATE ONLY,10.0,18.0,32.0,THIRD CALL,30-39,HISP,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,SUBURBS,TAXES,CARES,NOVOTE,PROGRWTH,BOTHDID,SAME,APP/FAV,YES,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,30-39,IND/OTHER,30-39,HISP,CATHOLIC,ONLYGORE,FAVORABLE,ONLYGORE,OMITS,,,0.747
STATE ONLY,10.0,18.0,33.0,THIRD CALL,40-44,HISP,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,OTHERHISP,SUBURBS,OMITS,HONEST,CLINTON,PROENVIR,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,30-44,40-49,DEMOCRAT,40-49,HISP,CATHOLIC,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.779
STATE ONLY,10.0,18.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,NELSON,BEFORE,DISAPPR,UNFAVORABLE,GORE,MORE,NO,SUBURBS,EDUCATION,GOODJUDGMENT,CLINTON,PROENVIR,NEITHERDID,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,MIAMI,18-29,25-29,DEMOCRAT,25-29,WHITE,CATHOLIC,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,0.64
STATE ONLY,10.0,18.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,OMITS,GORE,MORE,NO,SUBURBS,ECON/JOBS,HONEST,NOVOTE,PROENVIR,BUSHDID,BETTER,OMITS,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,ONLYGORE,FAVORABLE,ONLYGORE,PERSONALQUAL,,,0.779
STATE ONLY,10.0,18.0,36.0,THIRD CALL,25-29,HISP,MALE,BUSH,NELSON,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,MORE,OTHERHISP,SUBURBS,ECON/JOBS,CARES,PEROT,PROGRWTH,GOREDID,SAME,APP/UNFAV,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,MIAMI,18-29,25-29,DEMOCRAT,25-29,HISP,CATHOLIC,BOTH,FAVORABLE,BOTH,ISSUES,,,0.864
NATIONAL WHITE,10.0,19.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,LESS,,SUBURBS,MEDICARE/RX,HONEST,CLINTON,,,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,MORETHAN1AWK,LESS15K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,MIAMI,60+,60+,DEMOCRAT,50-64,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,1.301
NATIONAL WHITE,10.0,19.0,2.0,FIRST CALL,60-64,HISP,MALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,MORE,,SUBURBS,SOCIALSECUR,CARES,CLINTON,,,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,MIAMI,60+,60+,DEMOCRAT,50-64,HISP,CATHOLIC,,,,PERSONALQUAL,,,1.544
NATIONAL WHITE,10.0,19.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,NELSON,,APPROVE,UNFAVORABLE,GORE,MORE,,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,,,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,LESS15K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,MIAMI,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,1.247
NATIONAL WHITE,10.0,19.0,4.0,FIRST CALL,40-44,WHITE,MALE,GORE,NELSON,,APPROVE,UNFAVORABLE,GORE,MORE,,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,MIAMI,30-44,40-49,IND/OTHER,40-49,WHITE,JEWISH,,,,ISSUES,,,1.21
NATIONAL YELLOW,10.0,19.0,5.0,FIRST CALL,65-74,BLACK,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,SUBURBS,OMITS,STRONGLEADER,DOLE,,,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,MIAMI,60+,60+,IND/OTHER,65+,BLACK,PROT/CHRIST,,,,PERSONALQUAL,OMITS,STRONGLEADER,1.689
NATIONAL YELLOW,10.0,19.0,6.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,MORE,,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,MIAMI,18-29,18-24,DEMOCRAT,18-24,BLACK,CATHOLIC,,,,ISSUES,SOCIALSECUR,EXPERIENCE,1.405
NATIONAL YELLOW,10.0,19.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,MORE,,SUBURBS,SOCIALSECUR,HONEST,CLINTON,,,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,65+,,NATIONAL,COMPLETE,MIAMI,60+,60+,DEMOCRAT,65+,WHITE,NONE,,,,ISSUES,SOCIALSECUR,HONEST,1.247
NATIONAL YELLOW,10.0,19.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,NELSON,,OMITS,OMITS,OMITS,OMITS,,SUBURBS,OMITS,GOODJUDGMENT,OMITS,,,BETTER,OMITS,YES,,SUBURBS,,,OMITS,,YES,NO,,18-64,,NATIONAL,COMPLETE,MIAMI,60+,60+,,50-64,WHITE,,,,,OMITS,OMITS,GOODJUDGMENT,1.247
NATIONAL GREY,10.0,19.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,,,,,,SUBURBS,,,,,BUSHDID,,,,INDEPEND,SUBURBS,COLGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,MIAMI,45-59,50-59,IND/OTHER,50-64,WHITE,,ONLYGORE,,ONLYBUSH,,,,1.161
NATIONAL GREY,10.0,19.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,,,,,,SUBURBS,,,,,GOREDID,,,,REPUBLCN,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,MIAMI,45-59,50-59,REPUBLICAN,50-64,WHITE,,ONLYBUSH,,BOTH,,,,1.322
NATIONAL GREY,10.0,19.0,11.0,FIRST CALL,,HISP,MALE,BUSH,,OMITS,,,,,,SUBURBS,,,,,OMITS,,,,,SUBURBS,,,,,,,,,OMITS,NATIONAL,NOTCOMPLETE,MIAMI,,,,,HISP,,OMITS,,OMITS,,,,1.576
NATIONAL GREY,10.0,19.0,12.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,,,,,,SUBURBS,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,LESS15K,,,MODERATE,65+,SOCIALSECURI,NATIONAL,COMPLETE,MIAMI,60+,60+,REPUBLICAN,65+,WHITE,,ONLYBUSH,,BOTH,,,,1.362
NATIONAL PINK,10.0,19.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,SUBURBS,,,,PROGRWTH,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,MIAMI,45-59,50-59,REPUBLICAN,50-64,WHITE,PROT/CHRIST,,,,,,,1.2690000000000001
NATIONAL PINK,10.0,19.0,14.0,FIRST CALL,65-74,BLACK,MALE,BUSH,MCCOLLUM,,,,,,,SUBURBS,,,,PROGRWTH,,,,NO,,SUBURBS,,,,,,,,65+,,NATIONAL,NOTCOMPLETE,MIAMI,60+,60+,,65+,BLACK,,,,,,,,1.689
NATIONAL PINK,10.0,19.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,SUBURBS,,,,PROGRWTH,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,LESS15K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,MIAMI,45-59,50-59,REPUBLICAN,50-64,WHITE,PROT/CHRIST,,,,,,,1.2690000000000001
NATIONAL PINK,10.0,19.0,16.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,SUBURBS,,,,PROGRWTH,,,,YES,REPUBLCN,SUBURBS,,CATHOLIC,,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,MIAMI,60+,60+,REPUBLICAN,50-64,WHITE,CATHOLIC,,,,,,,1.362
NATIONAL WHITE,10.0,19.0,17.0,SECOND CALL,65-74,WHITE,MALE,NADER,NELSON,,APPROVE,UNFAVORABLE,BUSH,LESS,,SUBURBS,TAXES,HONEST,CLINTON,,,BETTER,APP/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,MIAMI,60+,60+,IND/OTHER,65+,WHITE,CATHOLIC,,,,PERSONALQUAL,,,1.179
NATIONAL WHITE,10.0,19.0,18.0,SECOND CALL,75+,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,MORE,,SUBURBS,SOCIALSECUR,CARES,DOLE,,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,MIAMI,60+,60+,REPUBLICAN,65+,WHITE,CATHOLIC,,,,ISSUES,,,1.422
NATIONAL WHITE,10.0,19.0,19.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,MORE,,SUBURBS,MEDICARE/RX,STRONGLEADER,OMITS,,,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,NO,,18-64,,NATIONAL,COMPLETE,MIAMI,60+,60+,DEMOCRAT,50-64,BLACK,PROT/CHRIST,,,,ISSUES,,,1.481
