VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ABORTION,FINSIT,JOBPERS,WORK,MIGRATGA,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,11.0,11.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,OTHER,BOTH,BOTH,ISSUES,,,0.4
NATIONAL WHITE,11.0,12.0,1.0,FIRST CALL,18-24,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ALWYSILL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,ISSUES,,,1.209
NATIONAL YELLOW,11.0,12.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,,OTHER,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,YES,PEROT,MOSTILL,SAME,APP/UNFAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,2.251
NATIONAL GREY,11.0,12.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,MATTINGLY,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,65+,,ONLYBUSH,ONLYGORE,,,,0.935
NATIONAL PINK,11.0,12.0,4.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,MATTINGLY,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,0.746
NATIONAL WHITE,11.0,12.0,5.0,SECOND CALL,45-49,BLACK,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,ALWYSLGL,BETTER,DIS/UNFAV,YES,,ELSE,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,PERSONALQUAL,,,0.633
NATIONAL WHITE,11.0,12.0,6.0,SECOND CALL,75+,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,YES,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,ATLANTA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,ISSUES,,,0.935
NATIONAL WHITE,11.0,12.0,7.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,OMITS,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,COLGRAD,NONE,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,25-29,IND/OTHER,25-29,NONE,,,ISSUES,,,1.154
NATIONAL WHITE,11.0,12.0,8.0,SECOND CALL,75+,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,PERSONALQUAL,,,1.1500000000000001
NATIONAL WHITE,11.0,12.0,9.0,SECOND CALL,45-49,WHITE,MALE,,MILLER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,ALWYSLGL,SAME,DIS/UNFAV,YES,,ELSE,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.8150000000000001
NATIONAL WHITE,11.0,12.0,10.0,SECOND CALL,50-59,WHITE,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,,,0.908
NATIONAL WHITE,11.0,12.0,11.0,SECOND CALL,75+,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,YES,PEROT,MOSTILL,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,PERSONALQUAL,,,1.194
NATIONAL YELLOW,11.0,12.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,MATTINGLY,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,OMITS,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,ISSUES,SOCIALSECUR,OMITS,1.12
NATIONAL YELLOW,11.0,12.0,13.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,GOODJUDGMENT,NO,DOLE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,ONCEAWEEK,50-75K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,OTHER,,,ISSUES,TAXES,GOODJUDGMENT,1.154
NATIONAL YELLOW,11.0,12.0,14.0,SECOND CALL,30-39,WHITE,MALE,GORE,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,,ELSE,SUBURBS,COLGRAD,NONE,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,NONE,,,ISSUES,SOCIALSECUR,EXPERIENCE,0.852
NATIONAL YELLOW,11.0,12.0,15.0,SECOND CALL,65-74,BLACK,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,CARES,NO,DOLE,ALWYSLGL,SAME,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,NO,LIBERAL,65+,,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,NONE,,,ISSUES,MEDICARE/RX,CARES,0.8210000000000001
NATIONAL YELLOW,11.0,12.0,16.0,SECOND CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,ISSUES,SOCIALSECUR,HONEST,0.679
NATIONAL YELLOW,11.0,12.0,17.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.097
NATIONAL YELLOW,11.0,12.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,HONEST,NO,CLINTON,MOSTLGL,SAME,APP/UNFAV,NO,,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,PERSONALQUAL,MEDICARE/RX,HONEST,1.194
NATIONAL GREY,11.0,12.0,19.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,,ONLYBUSH,ONLYBUSH,,,,0.796
NATIONAL GREY,11.0,12.0,20.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,BOTH,,,,0.796
NATIONAL GREY,11.0,12.0,21.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,,,,LESS15K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,50-64,,BOTH,BOTH,,,,1.097
NATIONAL GREY,11.0,12.0,22.0,SECOND CALL,50-59,BLACK,MALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,BOTH,,,,0.833
NATIONAL GREY,11.0,12.0,23.0,SECOND CALL,18-24,WHITE,MALE,BUSH,MATTINGLY,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,COLGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,ATLANTA,18-29,18-24,IND/OTHER,18-24,,BOTH,BOTH,,,,0.985
NATIONAL GREY,11.0,12.0,24.0,SECOND CALL,40-44,BLACK,MALE,OTHER,MATTINGLY,,,,,SUBURBS,,,,,,,,,,ELSE,SUBURBS,HSGRAD,,,LESS15K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,0.331
NATIONAL PINK,11.0,12.0,25.0,SECOND CALL,40-44,BLACK,MALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,INDEPEND,SUBURBS,,PROTESTANT,,OVER100K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.833
NATIONAL PINK,11.0,12.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,,,,,SUBURBS,,,NO,,,,,YES,,INDEPEND,SUBURBS,,PROTESTANT,,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,0.679
NATIONAL PINK,11.0,12.0,27.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,0.796
NATIONAL PINK,11.0,12.0,28.0,SECOND CALL,50-59,ASIAN,MALE,BUSH,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,INDEPEND,SUBURBS,,ELSE,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,IND/OTHER,50-64,OTHER,,,,,,0.723
NATIONAL PINK,11.0,12.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,INDEPEND,SUBURBS,,NONE,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,IND/OTHER,50-64,NONE,,,,,,0.723
NATIONAL PINK,11.0,12.0,30.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,NO,,REPUBLCN,SUBURBS,,CATHOLIC,,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,,,,1.154
NATIONAL PINK,11.0,12.0,31.0,SECOND CALL,30-39,BLACK,MALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,NONE,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,,,,,,0.833
NATIONAL WHITE,11.0,12.0,32.0,THIRD CALL,30-39,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,OMITS,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,ELSE,NEVER,50-75K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,OTHER,,,PERSONALQUAL,,,0.908
NATIONAL WHITE,11.0,12.0,33.0,THIRD CALL,18-24,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,YES,NOVOTE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,ISSUES,,,1.209
NATIONAL WHITE,11.0,12.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,YES,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,ISSUES,,,1.194
NATIONAL WHITE,11.0,12.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,,,APPROVE,OMITS,OMITS,OMITS,SUBURBS,EDUCATION,CARES,YES,CLINTON,MOSTILL,WORSE,OMITS,NO,,DEMOCRAT,SUBURBS,HSGRAD,,AFEWAMONTH,30-50K,NO,YES,,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,,,,ISSUES,,,0.782
NATIONAL WHITE,11.0,12.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,CARES,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,,,ISSUES,,,0.867
NATIONAL WHITE,11.0,12.0,37.0,THIRD CALL,25-29,BLACK,MALE,,,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,ISSUES,,,1.091
NATIONAL YELLOW,11.0,12.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,CLINTON,ALWYSLGL,SAME,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,EXPERIENCE,0.796
NATIONAL YELLOW,11.0,12.0,39.0,THIRD CALL,40-44,BLACK,,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,STRONGLEADER,NO,CLINTON,MOSTILL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,NONE,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,DEMOCRAT,40-49,NONE,,,ISSUES,MEDICARE/RX,STRONGLEADER,0.833
NATIONAL YELLOW,11.0,12.0,40.0,THIRD CALL,40-44,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,ALWYSILL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,ECON/JOBS,CARES,0.833
NATIONAL YELLOW,11.0,12.0,41.0,THIRD CALL,18-24,WHITE,MALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,CARES,NO,NOVOTE,MOSTLGL,BETTER,APP/UNFAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,75-100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,18-29,18-24,IND/OTHER,18-24,NONE,,,ISSUES,SOCIALSECUR,CARES,0.985
NATIONAL YELLOW,11.0,12.0,42.0,THIRD CALL,30-39,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,TAXES,CARES,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,TAXES,CARES,0.833
NATIONAL YELLOW,11.0,12.0,43.0,THIRD CALL,30-39,BLACK,MALE,GORE,MILLER,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,TAXES,STRONGLEADER,0.833
NATIONAL GREY,11.0,12.0,44.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,COLGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,BOTH,,,,0.796
NATIONAL GREY,11.0,12.0,45.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,MILLER,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,18-29,18-24,REPUBLICAN,18-24,,ONLYBUSH,ONLYGORE,,,,1.0030000000000001
NATIONAL GREY,11.0,12.0,46.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,ONLYBUSH,,,,0.796
NATIONAL GREY,11.0,12.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,MATTINGLY,,,,,SUBURBS,,,,,,,,,,,SUBURBS,HSGRAD,,,50-75K,,,,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,ATLANTA,45-59,50-59,,50-64,,NEITHER,BOTH,,,,0.812
NATIONAL GREY,11.0,12.0,48.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,MATTINGLY,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,HSGRAD,,,15-30K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,50-64,,NEITHER,ONLYGORE,,,,0.893
NATIONAL GREY,11.0,12.0,49.0,THIRD CALL,30-39,WHITE,MALE,GORE,MILLER,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,,BOTH,BOTH,,,,0.908
NATIONAL PINK,11.0,12.0,50.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,NO,,DEMOCRAT,SUBURBS,,OTHERCHRIST,,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,0.796
NATIONAL PINK,11.0,12.0,51.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,ELSE,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,,,,0.796
NATIONAL PINK,11.0,12.0,52.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,OTHERCHRIST,,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,0.796
NATIONAL PINK,11.0,12.0,53.0,THIRD CALL,30-39,WHITE,MALE,GORE,MILLER,,,,,SUBURBS,,,NO,,,,,YES,,DEMOCRAT,SUBURBS,,NONE,,50-75K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,,,,,,0.908
NATIONAL PINK,11.0,12.0,54.0,THIRD CALL,40-44,WHITE,MALE,,MATTINGLY,,,,,SUBURBS,,,YES,,,,,YES,,ELSE,SUBURBS,,PROTESTANT,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,ATLANTA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.764
NATIONAL WHITE,11.0,19.0,1.0,FIRST CALL,18-24,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,NO,NOVOTE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SUBURBREPS,18-29,18-24,DEMOCRAT,18-24,OTHER,,,ISSUES,,,0.669
NATIONAL WHITE,11.0,19.0,2.0,FIRST CALL,40-44,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SUBURBREPS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,,,0.781
NATIONAL WHITE,11.0,19.0,3.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,NO,OMITS,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SUBURBREPS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.8290000000000001
