ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,COALHH,GUNOWNER,MANCHJOB,MANCHJOB2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
889672.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,60-64,Independent,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,Very worried,Strongly approve,,,,Strongly oppose,,,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
904633.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.778068482875824,John Raese,Female,White,18-24,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,The economy,Very worried,Strongly disapprove,,,,Neutral,,,Obama,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,No,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
905368.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.50143301486969,Jesse Johnson,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly approve,,,,Strongly oppose,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,No,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,26416.0
874640.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,60-64,Democrat,Liberal,,High school graduate,No,,,,,,,,,Expand it,,,,Reducing the budget deficit,,,Neutral,,,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890440.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,65 or over,Democrat,Moderate,,High school graduate,No,,,,,,,,,Expand it,,,,Spending to create jobs,,,Strongly oppose,,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
906139.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,Expand it,,,,Reducing the budget deficit,,,Neutral,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
875172.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,60-64,Independent,Moderate,,College graduate,No,,,,,,,,,Expand it,,,,Spending to create jobs,,,Strongly oppose,,,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,,,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
874748.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,40-44,Republican,Moderate,,College graduate,No,,,,,,,,,Leave it as is,,,,Cutting taxes,,,Neutral,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,,,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890513.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,65 or over,Something else,Moderate,,High school graduate,No,,,,,,,,,Repeal it,,,,Cutting taxes,,,Strongly support,,,Obama,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,,,Tea Party supporters,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
890671.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.778068482875824,John Raese,Female,White,18-24,Democrat,Liberal,,High school graduate,No,,,,,,,,,Repeal it,,,,Spending to create jobs,,,Neutral,,,Obama,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale,26416.0
905991.0,West Virginia,1.0,Call 3,Not complete,Election day exit poll,0.962472319602966,John Raese,Male,White,60-64,,,,,No,,,,,,,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
905925.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.699741423130035,Did not vote,Male,White,40-44,Democrat,Conservative,"$100,000-$199,999",College graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
874441.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,65 or over,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,About the same,,"Dissatisfied, but not angry",,,Health care,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
874359.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,45-49,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
874151.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,65 or over,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
890040.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,Worse,,"Dissatisfied, but not angry",,,Illegal immigration,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Yes,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
874069.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.775452196598053,Joe Manchin,Female,White,65 or over,Democrat,Moderate,,Postgraduate study,No,,,,,Worse,,"Dissatisfied, but not angry",,,Health care,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,Something else,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
873961.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
874529.0,West Virginia,1.0,Call 1,Complete,Election day exit poll,0.80730801820755,Joe Manchin,Male,White,65 or over,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,Better,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
906069.0,West Virginia,1.0,Call 3,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,,,,Better,,Enthusiastic,,,The economy,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,No,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,26416.0
891227.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.698431253433228,Joe Manchin,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,No,Yes,,Unfavorable,Unfavorable,,,,,,,,,,,,,,No,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,White Born-again/Evangelical Christians,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 4,Low Density Rural,Rural,Rural,Downscale,26416.0
891133.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.652632713317871,Joe Manchin,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,No,,Favorable,Favorable,,,,,,,,,,,,,,No,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Yes,All others,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 4,Low Density Rural,Rural,Rural,Downscale,26416.0
891040.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Yes,,Favorable,Favorable,,,,,,,,,,,,,,No,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,White Born-again/Evangelical Christians,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 4,Low Density Rural,Rural,Rural,Downscale,26416.0
890930.0,West Virginia,1.0,Call 2,Complete,Election day exit poll,0.670871615409851,Joe Manchin,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Yes,,Favorable,Unfavorable,,,,,,,,,,,,,,Yes,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,White Born-again/Evangelical Christians,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,2.0,East,Version 4,Low Density Rural,Rural,Rural,Downscale,26416.0
