ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENPA10,GOVPA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,PRINCIPLES,SAMESEXM,SPECTOOM,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
911784.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.83252215385437,Pat Toomey,Tom Corbett,Male,White,40-44,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
911100.0,Pennsylvania,80.0,Call 3,Complete,Election day exit poll,1.42698526382446,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,13.0,2.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
915960.0,Pennsylvania,5.0,Call 3,Complete,Election day exit poll,2.71451187133789,Pat Toomey,Tom Corbett,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,Protestant,,Somewhat oppose,,,Generally going in the right direction,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Oppose,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
911092.0,Pennsylvania,39.0,Call 3,Complete,Election day exit poll,0.893772065639496,Pat Toomey,Tom Corbett,Male,Hispanic,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,Yes,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,Catholic,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Negative,,,Disapprove,Republican,Republican Men,All others,Moderate/Liberal Republicans,Hispanic/Latino,Catholic,Non-white,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
872170.0,Pennsylvania,72.0,Call 1,Complete,Election day exit poll,0.808904886245728,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Other christian,,Strongly oppose,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Oppose,,,Yes,Non-Tea Party supporters and Republicans,,,Arlen Specter,,State questionnaire,Suburbs,Suburbs,10.0,3.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
915911.0,Pennsylvania,69.0,Call 3,Complete,Election day exit poll,0.838907063007355,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Somewhat disapprove,,Can bring needed change,Protestant,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,6.0,3.0,East,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
872127.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.882313430309296,Pat Toomey,Tom Corbett,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Strongly disapprove,,Is not too extreme,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
911003.0,Pennsylvania,67.0,Call 3,Complete,Election day exit poll,1.76826703548431,Pat Toomey,Tom Corbett,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,East,Version 3,Suburb,Rural,Rural,Very downscale
911002.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.993486523628235,Pat Toomey,Tom Corbett,Female,Black,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Has the right experience,Other christian,,Strongly support,,,Seriously off on the wrong track,,McCain,,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,Negative,,,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Black,Protestant/Other Non-Catholic Christian,Non-white,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
872083.0,Pennsylvania,42.0,Call 1,Complete,Election day exit poll,0.89882504940033,Pat Toomey,Tom Corbett,Female,Hispanic,65 or over,Republican,Moderate,"$50,000-$74,999",High school graduate,Yes,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Negative,,,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Non-white,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
888052.0,Pennsylvania,55.0,Call 2,Complete,Election day exit poll,1.00074291229248,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
915799.0,Pennsylvania,69.0,Call 3,Complete,Election day exit poll,0.838907063007355,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Understands the needs of people like me,Protestant,,Strongly oppose,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Oppose,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,6.0,3.0,East,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
872049.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.952581763267517,Pat Toomey,Tom Corbett,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
911586.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.802748322486877,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Has the right experience,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 3,Low Density Rural,Rural,Rural,Downscale
910909.0,Pennsylvania,39.0,Call 3,Complete,Election day exit poll,1.00074291229248,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Somewhat support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
910860.0,Pennsylvania,103.0,Call 3,Complete,Election day exit poll,0.979715526103973,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Has the right experience,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,18.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
915692.0,Pennsylvania,69.0,Call 3,Complete,Election day exit poll,0.923152089118958,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,,Neutral,,,Seriously off on the wrong track,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,6.0,3.0,East,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale
871938.0,Pennsylvania,74.0,Call 1,Complete,Election day exit poll,1.13279604911804,Pat Toomey,Tom Corbett,Male,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
873778.0,Pennsylvania,22.0,Call 1,Complete,Election day exit poll,0.781341731548309,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Catholic,,Strongly support,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Catholic,Catholic,,Support,,,No,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,4.0,East,Version 3,Town,Rural,Rural,Very downscale
