ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCO10,GOVCO10,COAMD63,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,DECLINE10,EXTREMEBEN,EXTREMEBUCK,HICKMAES,HICKTANC,IMMDEPORT,OBAMALIB,OUTSIDER,EXTREMECO,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
856841.0,Colorado,,,Complete,Telephone survey,2.0699999332428,Ken Buck,Tom Tancredo,Yes,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,No,I dislike the other candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Omit,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81625.0
856827.0,Colorado,,,Complete,Telephone survey,0.230000004172325,Ken Buck,John Hickenlooper,No,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Reducing the budget deficit,Has the right experience,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,No,All others,Non-Tea Party supporters and Republicans,A normal downturn,Yes,Yes,John Hickenlooper,John Hickenlooper,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,5.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81211.0
856823.0,Colorado,,,Complete,Telephone survey,0.25,Ken Buck,Tom Tancredo,Did not vote,Male,White,60-64,Republican,Moderate,,Postgraduate study,No,No,I dislike the other candidate,Favorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,,All others,Non-Tea Party supporters and Republicans,A normal downturn,Yes,No,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81140.0
856815.0,Colorado,,,Complete,Telephone survey,1.70000004768372,Ken Buck,Tom Tancredo,Yes,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,2.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81631.0
856804.0,Colorado,,,Complete,Telephone survey,0.0199999995529652,Ken Buck,Tom Tancredo,,Male,Other,50-59,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I dislike the other candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Not at all worried,Strongly disapprove,Cutting taxes,Omit,Omit,Strongly oppose,The Tea Party movement was not a factor,Other,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,Omit,Not worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Yes,Yes,Would not have voted,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81147.0
856790.0,Colorado,,,Complete,Telephone survey,2.86999988555908,Ken Buck,Dan Maes,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,Cutting taxes,Has the right experience,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81063.0
856787.0,Colorado,,,Complete,Telephone survey,0.340000003576279,Michael Bennet,John Hickenlooper,No,Female,Hispanic,45-49,Independent,Moderate,"Under $30,000",High school graduate,Yes,Yes,Omit,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat disapprove,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Somewhat oppose,The Tea Party movement was not a factor,Didn't vote,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Yes,No,Would not have voted,Would not have voted,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81047.0
856779.0,Colorado,,,Complete,Telephone survey,1.85000002384186,Ken Buck,Tom Tancredo,No,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,No,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Only Michael Bennet,State questionnaire,English,Rural,Small Cities/Rural,,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,81090.0
856776.0,Colorado,,,Complete,Telephone survey,0.330000013113022,,,No,Female,White,65 or over,Independent,Conservative,"Under $30,000",High school graduate,No,No,I like my candidate but with reservations,Omit,Omit,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,Does not matter to me,Neutral,The Tea Party movement was not a factor,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Yes,All others,Non-Tea Party supporters and Independents/Something else,A normal downturn,Yes,Yes,Would not have voted,Would not have voted,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Both of them,State questionnaire,English,Rural,Small Cities/Rural,6.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Upscale,80107.0
856755.0,Colorado,,,Complete,Telephone survey,0.0900000035762787,,Dan Maes,No,Male,White,50-59,Independent,Conservative,,High school graduate,No,Yes,I dislike the other candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,Does not matter to me,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Yes,Yes,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,Rural,Small Cities/Rural,3.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,81230.0
856750.0,Colorado,,,Complete,Telephone survey,1.36000001430511,Ken Buck,John Hickenlooper,No,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Yes,Yes,John Hickenlooper,John Hickenlooper,Omit,Too liberal,An outisder who wants to shake things up,Both of them,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,,4.0,West,Version 1,Town,Rural,Rural,Upscale,81507.0
