ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
912719.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,0.696712851524353,Daniel Inouye,Neil Abercrombie,Female,Asian,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Government should do more to solve problems,Omit,The economy,Somewhat worried,Somewhat approve,Omit,No,McCain,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Omit,No,,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
893949.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Strongly approve,Strongly oppose,Yes,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
895042.0,Hawaii,22.0,Call 1,Complete,Election day exit poll,1.09250545501709,Daniel Inouye,Neil Abercrombie,Female,Asian,50-59,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Neutral,Yes,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
896140.0,Hawaii,22.0,Call 1,Complete,Election day exit poll,1.36808562278748,Daniel Inouye,Neil Abercrombie,Female,Asian,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Omit,No,Omit,Non black female,All other races,65+,60+,45+,60+,65+,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Omit,No,,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
912683.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,1.01710486412048,Daniel Inouye,Neil Abercrombie,Male,White,60-64,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Neutral,No,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
892822.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,1.03785800933838,Daniel Inouye,Neil Abercrombie,Female,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Strongly oppose,Yes,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
913757.0,Hawaii,10.0,Call 2,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Asian,50-59,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat approve,Neutral,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
911549.0,Hawaii,24.0,Call 2,Complete,Election day exit poll,0.8542360663414,Daniel Inouye,Neil Abercrombie,Male,Other,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Other,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
893895.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,White,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
891682.0,Hawaii,53.0,Call 1,Complete,Election day exit poll,0.842691659927368,Daniel Inouye,Neil Abercrombie,Female,Black,65 or over,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Somewhat oppose,Yes,Obama,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919960.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.801170647144318,Daniel Inouye,Neil Abercrombie,Female,Asian,40-44,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,Neutral,Yes,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
892772.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,1.06971371173859,Daniel Inouye,Neil Abercrombie,Male,Other,65 or over,Democrat,Moderate,"$50,000-$74,999",,,Government should do more to solve problems,Repeal it,The economy,Very worried,Somewhat approve,Omit,,Obama,Non black male,All other races,65+,60+,45+,60+,65+,Other,,,,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,Omit,,,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
893499.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,0.8542360663414,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Something else,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
910416.0,Hawaii,53.0,Call 2,Complete,Election day exit poll,1.04099607467651,Daniel Inouye,Neil Abercrombie,Female,Hispanic,30-39,Independent,Moderate,"Under $30,000",High school graduate,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Somewhat approve,Neutral,No,Obama,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
913816.0,Hawaii,10.0,Call 2,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,White,45-49,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Somewhat support,No,Other,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Yes,Tea Party supporters,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
912614.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,Yes,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
912603.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,0.718097567558289,Daniel Inouye,Neil Abercrombie,Male,Asian,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,Yes,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Asian,Neutral,No,Non-Tea Party supporters and Republicans,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
913703.0,Hawaii,10.0,Call 2,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Other,45-49,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Somewhat worried,Somewhat disapprove,Strongly support,No,McCain,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Native Hawaiian,Support,No,Tea Party supporters,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
913701.0,Hawaii,8.0,Call 2,Complete,Election day exit poll,1.01710486412048,Daniel Inouye,Neil Abercrombie,Male,White,60-64,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,Strongly oppose,Yes,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
