ID,WEIGHT,PRSOR20,SENOR20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROTESTSOR20,PROTESTSOR20B,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD,ZIPCODE
63004.0,1.22507714278,Joe Biden,Jeff Merkley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Strongly disapprove,Disapprove,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,In September,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97302.0
63005.0,0.62241222096,Donald Trump,Jo Rae Perkins,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,No,Omit,Omit,Omit,Omit,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,3.0,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,,Strongly disapprove,Disapprove,,,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,In October,In the last month,Before that,Strongly or somewhat approve,Strongly approve,Version 1,By mail,97322.0
63006.0,5.03879679501,Joe Biden,Jeff Merkley,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,3.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Racial inequality,No,No,Not so good,Not so good or poor,Yes,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Strongly disapprove,Disapprove,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97216.0
63007.0,4.76717567999,Joe Biden,Jeff Merkley,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,Better today,For your candidate,4.0,Joe Biden,Racial inequality,No,No,Not so good,Not so good or poor,Yes,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,,Strongly disapprove,Disapprove,,,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97504.0
63008.0,0.83717453666,Joe Biden,Jeff Merkley,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Omit,Omit,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97404.0
63009.0,2.42179561288,Joe Biden,Jeff Merkley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,3.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Somewhat disapprove,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97209.0
63010.0,0.30176362322,Joe Biden,Jeff Merkley,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Crime and safety,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Strongly disapprove,Disapprove,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,Oregon,White suburban women,Telephone survey,In September,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97426.0
63011.0,1.5155399814,Donald Trump,Jo Rae Perkins,45-65,30-59,45-49,45+,45-59,40-49,,,,Complete,,4.0,No,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,,,Unfavorable,Only Trump,Favorable,Better today,For your candidate,4.0,Donald Trump,The economy,No,No,Good,Excellent or good,No,Men without children,Independent/Something else,,,Independent men,Something else,,Conservative,,Strongly approve,Approve,Moderate/Liberal Republicans,Conservative Independents,Can unite the country,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,West,Male,,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,By mail,97527.0
63012.0,0.91733070924,Joe Biden,Jeff Merkley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,4.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,4.0,Joe Biden,Omit,No,No,Poor,Not so good or poor,No,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Strongly disapprove,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Rural,Small Cities/Rural,Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97444.0
63013.0,0.16645521255,Joe Biden,Jeff Merkley,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,Omit,3.0,Joe Biden,Health care policy,No,,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Strongly disapprove,Disapprove,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97330.0
63014.0,0.8472487475,Joe Biden,Jeff Merkley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,3.0,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Strongly disapprove,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail,97304.0
63015.0,0.51215013987,Donald Trump,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,5.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Neither of them,Unfavorable,About the same,Against his opponent,2.0,Omit,Omit,No,No,Poor,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,,Somewhat approve,Approve,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Male,White men,Suburbs,Suburbs,Oregon,White suburban men,Telephone survey,In October,In the last month,Before that,Strongly or somewhat approve,Somewhat approve,Version 1,By mail,97222.0
