ID,WEIGHT,PRSKY20,SENKY20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVMCGRATH,FAVMCONL,FAVPRES20,FAVSENKY20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,POLICEEVENTS20,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG
144519.0,0.16294661508,Joe Biden,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,4.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Unfavorable,Neither of them,Only McGrath,Unfavorable,About the same,,1.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,44.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
123872.0,0.16438136307,Joe Biden,Amy McGrath,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,A sign of broader problems,27.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,Yes,Election day,,All others
137549.0,0.16649424286,Joe Biden,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,2.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,5.0,Donald Trump,Donald Trump,,,,,,,,No,Yes,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Isolated events,110.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,All others
147817.0,0.16649424286,Joe Biden,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,2.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Better today,,5.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132062.0,0.17266123506,Joe Biden,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,5.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,A sign of broader problems,101.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others
144593.0,0.17266123506,Joe Biden,Amy McGrath,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Omit,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,,101.0,Moderate/Liberal Republicans,Liberal Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,Yes,
121742.0,0.17745737498,Joe Biden,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,4.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,44.0,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,Yes,
144080.0,0.17745737498,Joe Biden,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,4.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,44.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,Yes,
144241.0,0.17745737498,Joe Biden,Amy McGrath,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,4.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Omit,Unfavorable,Both of them,Omit,Favorable,Worse today,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,44.0,Moderate/Liberal Republicans,Conservative Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,Yes,Both of them do,Yes,In the last few days,In the last month,In the last week,,,Version 1,,Election day,Yes,
146297.0,0.1790199166,Joe Biden,Amy McGrath,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,A sign of broader problems,27.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
143697.0,0.18049471502,Joe Biden,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,5.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,A sign of broader problems,105.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
137225.0,0.18124909055,Joe Biden,Amy McGrath,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,2.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Worse today,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,110.0,Moderate/Liberal Republicans,Liberal Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,No,
132310.0,0.18240044682,Joe Biden,Amy McGrath,30-44,30-59,30-34,18-44,30-44,30-39,,,,Complete,,Call 2,6.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,,,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999",,Racial inequality,No,,,,,,Democrat,,,Democratic women,Democrat,,Moderate,,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,,,State questionnaire,,,,,,South,Female,,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,,
133889.0,0.18383851471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,3.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,A sign of broader problems,51.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Election day,,All others
134052.0,0.18383851471,Joe Biden,Amy McGrath,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The coronavirus pandemic,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Liberal,,51.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,Yes,
134221.0,0.18383851471,Joe Biden,Amy McGrath,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 2,3.0,No,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,4.0,,,,,,,,,,No,,,,No,Women without children,,,,,,,,,51.0,,,,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,,,Version 2,No,Election day,,
134493.0,0.18383851471,Joe Biden,Amy McGrath,18-29,18-29,25-29,18-44,18-29,25-29,,,,Complete,,Call 2,3.0,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,,,Favorable,Favorable,Unfavorable,Only Biden,Only McGrath,Unfavorable,About the same,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000",,Racial inequality,No,,,,,,Democrat,,,Democratic women,Democrat,,Moderate,,51.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,,,State questionnaire,,,,,,South,Female,,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,,
