ExternalID,WEIGHT,PRSAZ20,SENAZ20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD
72575.0,0.66708062459,Joe Biden,Mark Kelly,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,8.0,Omit,Omit,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Omit,Omit,Omit,Yes,No,Good,Excellent or good,No,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,In September,Before that,Before that,Strongly or somewhat approve,Somewhat approve,Version 1,By mail
72574.0,0.53941944768,Joe Biden,Mark Kelly,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72573.0,0.62767636527,Joe Biden,Mark Kelly,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,Yes,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Is a strong leader,Other,American Indian,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72572.0,0.90296931523,Joe Biden,Mark Kelly,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Worse today,Against his opponent,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72570.0,1.98019773532,Joe Biden,Mark Kelly,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,Racial inequality,No,No,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,In October,In the last month,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72568.0,0.94763460862,Joe Biden,Mark Kelly,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,8.0,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,Omit,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72567.0,0.69102381101,Joe Biden,Mark Kelly,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,1.0,Joe Biden,Joe Biden,Health care policy,No,Yes,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72565.0,0.30202766856,Joe Biden,Mark Kelly,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,8.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Omit,Omit,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,West,Female,Black women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72564.0,0.21688442742,Joe Biden,Mark Kelly,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,8.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,Against his opponent,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,West,Female,Black women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72562.0,1.08506627943,Joe Biden,Mark Kelly,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,3.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Better today,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72561.0,0.64184905781,Joe Biden,Mark Kelly,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,8.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,Yes,No,Not so good,Not so good or poor,No,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,In September,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72560.0,0.53941944768,Joe Biden,Mark Kelly,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,For your candidate,1.0,Joe Biden,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
