ID,WEIGHT,PRSOH20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,VOTE2016,VOTEMETHOD,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WRKWOMEN,WRKWOMEN4
90223.0,0.26303288384,Joe Biden,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,,,,Complete,,,12.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,,,,For your candidate,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women with children,Independent/Something else,,,Independent women,Independent,,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,Midwest,Female,,Non married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,,Early in-person,,,Yes,Working mom,Working women,Working women,Working women
90224.0,0.50133879377,Donald Trump,Illegal,Illegal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,,3.0,No,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,4.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,All others,No,Good,Excellent or good,Yes,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,No,Version 2,,Early in-person,,White Born-again/Evangelical Christians,Yes,"Women, no kids",Working women,Working women,Working women
90225.0,0.31367234924,Joe Biden,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,3.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,Yes,Married with children,Yes,Not so good,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,Midwest,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,,Early in-person,,All others,Yes,Working mom,Working women,Working women,Working women
90226.0,0.34653903975,Joe Biden,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,3.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,,Early in-person,,All others,Yes,All men,Working men,All others,Working men
90227.0,0.32423520234,Joe Biden,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,,12.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,Midwest,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,,Early in-person,,All others,No,"Women, no kids",Non-working women,All others,Non-working women
90228.0,0.42081933125,Joe Biden,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,3.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Against his opponent,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,Yes,All others,Yes,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,,Early in-person,,All others,Yes,"Women, no kids",Working women,Working women,Working women
90229.0,0.6135030383,Joe Biden,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,,12.0,No,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,4.0,,,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,Midwest,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,,Early in-person,,All others,Yes,"Women, no kids",Working women,Working women,Working women
90230.0,1.98021799679,Donald Trump,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,2.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,All others,Yes,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Yes,Version 2,,Early in-person,,White Born-again/Evangelical Christians,Yes,All men,Working men,All others,Working men
90231.0,0.92686742046,Donald Trump,Illegal,Illegal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,6.0,Yes,Somewhat badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,Married with children,Yes,Good,Excellent or good,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Yes,Version 2,,Early in-person,,White Born-again/Evangelical Christians,No,Mothers with no full time job,Non-working women,All others,Non-working women
90232.0,1.28856549895,Donald Trump,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,6.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,All others,Yes,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,No,Version 2,,Early in-person,,White Born-again/Evangelical Christians,Yes,"Women, no kids",Working women,Working women,Working women
90233.0,1.42437417044,Donald Trump,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,6.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,All others,No,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Non married men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,No,Version 2,,Early in-person,,White Born-again/Evangelical Christians,No,All men,Non-working men,All others,Non-working men
90234.0,0.92686742046,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,6.0,Yes,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not at all confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,Married with children,Yes,Excellent,Excellent or good,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,No,Version 2,,Early in-person,,White Born-again/Evangelical Christians,Yes,Working mom,Working women,Working women,Working women
90235.0,1.72968757794,Donald Trump,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,6.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,6.0,,,Donald Trump,Donald Trump,,,,,,,,No,No,All others,Yes,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Yes,Version 2,,Early in-person,,White Born-again/Evangelical Christians,No,"Women, no kids",Non-working women,All others,Non-working women
90236.0,1.86009382846,Joe Biden,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,2.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,For your candidate,6.0,,,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,,Early in-person,,White Born-again/Evangelical Christians,No,"Women, no kids",Non-working women,All others,Non-working women
