id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
544963,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Not complete, ,No,Call 2,15, , ,Very worried,Worried, , , , ,For your candidate,1, , , , , , , , , , , , , , ,No,No, ,John Kasich,Have experience in politics,18-44,18-64, , , , ,Energized the Republican Party, , , ,4, ,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump, , ,Version 2, , , ,Help the U.S. economy,2.88794636726379, ,All others
544966,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 2,27,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Concerned,Concerned or scared,No,No, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,92,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.42695641517639,No,White Born-again/Evangelical Christians
544969,65+,60+,65 or over,45+,50+,60+,65+, , , ,Complete,John Kasich, ,Call 2,19, , , , ,Postgraduate study,College graduate,More than High school graduate, , ,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", ,Government spending, , , , ,Oppose,Ted Cruz, ,45+,65+,Republican, ,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,32,Can win in November, , ,State questionnaire, , , ,East,Male, ,Rural,Small Cities/Rural, , New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,1.14363884925842,No, 
544971,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,24,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,94,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.27356541156769,No,All others
544972,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,White 65+,Complete, ,No,Call 2,20,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,Concerned,Concerned or scared,Yes,Yes, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,124,Shares my values,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.56042158603668,No,All others
544973,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete, ,No,Call 2,15,Omit,Omit,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Against his opponents,1, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,4,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,3.16445708274841,No,All others
544977,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,27,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,92,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.38796007633209,No,All others
544978,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,27,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,92,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,1.38796007633209,No,All others
544979,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 2,19, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,32,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him, ,1.00709712505341,Yes, 
544980,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,John Kasich, ,Call 2,24, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Oppose,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,94,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Not vote for him, ,1.45196259021759,No, 
544981,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 2,20,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,124,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.56042158603668,Yes,All others
544982,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete, ,No,Call 2,15,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Against his opponents,1, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Government spending,Scared,Concerned or scared,Yes,Yes, ,Ted Cruz,Be from outside the political establishment,18-44,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,4,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,1.98570287227631,No,All others
544985,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,24,Concerned,Concerned or scared,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,94,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.946855425834656,No,All others
544987,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 2,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Oppose,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.60815620422363,No, 
544988,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,19,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,3, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,Donald Trump,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Moderate/Liberal,Liberal,Liberal,32,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.14122557640076,No,All others
544989,30-44,30-59,40-44,18-44,18-49,30-44,40-49, , , ,Complete,John Kasich, ,Call 2,15, , , , ,High school or less,No college degree,High school graduate or less, , ,1,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", ,Government spending, , ,No,No,Support,Ted Cruz, ,18-44,18-64,Republican, ,Republican, , ,Conservative,Conservative,Very conservative,4,Can bring needed change, , ,State questionnaire, , , ,East, , ,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Omit, ,1.19540977478027, , 
544990,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 2,24, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Omit,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,94,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,.89055323600769,No, 
