id,backside,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mdrprs16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
582676,Complete,Yes,Call 2,5,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,106,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.08484995365143,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582681,Complete,Yes,Call 2,5,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,111,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.21144127845764,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582684,Complete,No,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,.839747309684753,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582691,Complete,No,Call 2,3,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,.839747309684753,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582697,Complete,No,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,10,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Omit,.839747309684753,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582703,Complete,Yes,Call 2,6,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,2,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,.711391746997833,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582708,Complete,Yes,Call 2,6,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.711391746997833,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582714,Complete,Yes,Call 2,6,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,2,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,.778226375579834,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582722,Complete,No,Call 2,6,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,John Kasich,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,2,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.778226375579834,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582856,Complete,No,Call 2,6,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Terrorism,John Kasich,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,90,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,.572705984115601,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
582866,Complete,Yes,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,112,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,1.00394880771637,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582880,Complete,No,Call 2,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.844859659671783,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582882,Complete,Yes,Call 2,8,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,75,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Omit,Probably vote for him,Not vote for him,Help the U.S. economy,.844859659671783,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582883,Complete,Yes,Call 2,8,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,John Kasich,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.844859659671783,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582884,Complete,Yes,Call 2,8,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Independent/Something else,White Independent,Independent, ,Conservative,Conservative,Somewhat conservative,75,Can win in November,White,White,State questionnaire,White,White,East, , ,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.897360324859619,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
