id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,alrprs16,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
410941,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Donald Trump,Complete, ,Yes,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Terrorism,Support, ,45+,65+,Independent/Something else,Black Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,44,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,Black women, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,1.14300942420959,No,All others
412470,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Uncommitted,Complete, ,Yes,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Government spending,Support, ,45+,65+,Independent/Something else,Black Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,5,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South,Omit,Omit,Omit,Marco Rubio,Female,Black women, , ,Suburbs,Suburbs,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.725671648979187,No,All others
404743,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Ben Carson,Complete,Omit,Yes,Call 1,3,Omit,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,Latino Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,73,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South, , , , ,Female,Latino women,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,1.33677315711975, ,All others
410934,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Ben Carson,Complete,Omit,Yes,Call 2,6,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,South, , , , ,Female,All other races,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.585425615310669, ,All others
417275,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Ben Carson,Complete, ,No,Call 3,5, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Economy/Jobs,Oppose, ,18-44,18-64,Independent/Something else,All Other,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,South,Dissatisfied,Dissatisfied,Dissatisfied,Marco Rubio,Female,All other races, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.800350248813629,No,All others
418823,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Donald Trump,Complete, ,Yes,Call 3,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Terrorism,Support, ,18-44,18-64,Independent/Something else,All Other,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,62,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,All other races, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Version 1, ,.499633699655533,No,All others
410784,18-29,18-29,18-24,18-44,18-49,18-29,18-24, , , ,Donald Trump,Complete,No,Yes,Call 2,1,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate, ,4, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,18-44,18-64,Independent/Something else, ,Independent,Independent Men,Conservative,Conservative,Very conservative,60,Tells it like it is, , ,State questionnaire, , ,South, , , , ,Male, ,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Version 2,No,.923264980316162, ,All others
410891,30-44,30-59,30-39,18-44,18-49,30-44,30-39, , , ,Donald Trump,Complete, ,No,Call 2,1, , , ,High school or less,No college degree,High school graduate or less, ,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", , ,Omit,Support, ,18-44,18-64,Independent/Something else, ,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,59,Tells it like it is, , ,State questionnaire, , ,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Male, , , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump, ,Version 1, ,1.092728972435, ,All others
403675,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Ben Carson,Complete,Yes,Yes,Call 1,2,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,67,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.732889115810394, ,White Born-again/Evangelical Christians
404081,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete, ,Yes,Call 1,4, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Support, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,16,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural,Alabama,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.976070106029511,Yes,White Born-again/Evangelical Christians
405182,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Ben Carson,Complete,No,Yes,Call 1,5,Donald Trump,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Marco Rubio,Government spending, ,Omit,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,46,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.58459210395813, ,White Born-again/Evangelical Christians
405820,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ben Carson,Complete,No,Yes,Call 1,6,Ted Cruz,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,John Kasich,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,26,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.00080895423889, ,White Born-again/Evangelical Christians
409832,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete, ,Yes,Call 2,3, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,9,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,John Kasich,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.04899859428406,No,White Born-again/Evangelical Christians
411086,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Ben Carson,Complete, ,No,Call 2,6, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,77,Tells it like it is,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.18494164943695,No,All others
412148,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete,Yes,Yes,Call 2,1,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.618224620819092, ,White Born-again/Evangelical Christians
412243,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Ben Carson,Complete, ,No,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Economy/Jobs,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,75,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.717811644077301, ,All others
416973,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete,Yes,Yes,Call 3,3,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,7,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Alabama,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.721007764339447, ,White Born-again/Evangelical Christians
417070,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Ben Carson,Complete,Yes,Yes,Call 3,2,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,67,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Not Donald Trump,John Kasich,Version 2,Yes,.565659761428833, ,White Born-again/Evangelical Christians
417341,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Ben Carson,Complete,Yes,Yes,Call 3,5,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Omit,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men, , , ,44,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,Yes,.435632288455963, ,White Born-again/Evangelical Christians
