id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
111026,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,My candidate's positions on the issues, ,No,Support,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.62309277057648,No,All others
111028,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,Jeb Bush,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,66, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.450447022914886,No,All others
111034,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,No,Call 1,1,I like my candidate but with reservations,Omit,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Getting ahead financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Chris Christie, , , , , ,Marco Rubio, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.313220322132111,No,All others
111040,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,67, ,Can bring needed change,White,White,State questionnaire,White,White,East,Not registered,Satisfied,Satisfied,Satisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 2,1.5267231464386,No,All others
111042,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I like my candidate but with reservations,Jeb Bush,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,66,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Not too worried,Not too or not at all worried, , , , ,Not Donald Trump,Version 3,.697077393531799,No,All others
111047,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,No,Support,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,7,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.62309277057648,No,All others
111049,18-29,18-29,18-24,18-44,1,18-29,18-24, , , ,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate, ,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", , ,Terrorism,My candidate's positions on the issues, ,No,Oppose,Jeb Bush, ,18-44,18-64,Republican, ,Republican,Republican Women,Conservative,Conservative,Very conservative,64,No,Can bring needed change, , ,State questionnaire, , ,East, , , , ,Female, ,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.663600206375122,No,All others
111051,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,All others,All others,Complete, ,One of several important factors,A factor,Important,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,Non white college degree,4, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Immigration,My candidate's positions on the issues, ,Yes,Support,Ted Cruz, ,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,12,Yes,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,East, , , , ,Male,All other races,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.7747922539711,No,All others
111058,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,Yes,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,John Kasich,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,67, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 2,2.71252202987671,No,White Born-again/Evangelical Christians
111061,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,Jeb Bush,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,.535802841186523,No,All others
111062,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit, , , ,No,Call 1,1,I like my candidate but with reservations,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Falling behind financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit, , , , , ,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,66,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.678458154201508,No,All others
111063,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,No,Call 1,1,I strongly favor my candidate,Chris Christie,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Chris Christie, , , , , ,Chris Christie, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,7,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.840954124927521,No,All others
111067,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , , ,No,Call 1,1,I strongly favor my candidate,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",John Kasich, , , , , ,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.14998269081116,No,All others
111074,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,Yes,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,31,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,2.97196960449219,Yes,White Born-again/Evangelical Christians
111076,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , , ,No,Call 1,1,I strongly favor my candidate,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.0538055896759,No,All others
111077,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, , , , ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,67, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Dissatisfied,Satisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,1.31466925144196,Yes,All others
111078,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,The most important factor,A factor,Important,No,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,64,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,.354842215776443,Yes,All others
