id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,tnrprs16,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
402644,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,110,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Ben Carson,Not Donald Trump, ,Version 1, ,.332245528697968,Yes,White Born-again/Evangelical Christians
402645,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 1,7,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,60,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Donald Trump,Donald Trump,Donald Trump,Version 2,Yes,.91026109457016, ,White Born-again/Evangelical Christians
402646,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,1, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,34,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Ben Carson,Not Donald Trump, ,Version 1, ,.494694739580154,No,White Born-again/Evangelical Christians
402656,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,4,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Marco Rubio,Not Donald Trump, ,Version 1, ,.682320713996887,No,White Born-again/Evangelical Christians
402663,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 1,1,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Donald Trump,Version 2,No,.843501567840576, ,White Born-again/Evangelical Christians
402672,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 1,1,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,34,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural,Tennessee,Election day exit poll, , , , ,Ben Carson,Not Donald Trump,Ted Cruz,Version 2,No,.433063596487045, ,White Born-again/Evangelical Christians
402678,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,97,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,John Kasich,Not Donald Trump, ,Version 1, ,1.09160506725311,Yes,All others
402684,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 1,7,Omit,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , , , , , , , , ,Marco Rubio,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,60,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Omit,Version 2,No,1.07109200954437, ,White Born-again/Evangelical Christians
402686,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Yes,Call 1,1,Donald Trump,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Omit,Version 2,Yes,.649391889572144, ,White Born-again/Evangelical Christians
402696,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,2, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,4,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.682320713996887,No,White Born-again/Evangelical Christians
402698,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 1,1,John Kasich,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,John Kasich,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,34,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural,Tennessee,Election day exit poll, , , , ,John Kasich,Not Donald Trump,Donald Trump,Version 2,No,.971781194210052, ,White Born-again/Evangelical Christians
402712,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 1,1,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,110,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Donald Trump,Version 2,No,.726487338542938, ,White Born-again/Evangelical Christians
402721,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,34,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Ben Carson,Not Donald Trump, ,Version 1, ,.517836213111877,No,White Born-again/Evangelical Christians
402729,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,2, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,4,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.579634726047516,No,White Born-again/Evangelical Christians
402730,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,97,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.950411975383759,No,White Born-again/Evangelical Christians
402734,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 1,1,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Omit,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,110,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Donald Trump,Version 2,No,.726487338542938, ,All others
402745,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,34,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.913483381271362,No,All others
402753,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,110,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,.721494555473328,No,White Born-again/Evangelical Christians
