id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,describs,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mirprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,weight,whnclinc,whtevang
441651,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 1,4, ,I strongly favor my candidate,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.826745569705963, ,White Born-again/Evangelical Christians
441652,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,8,No, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,53,Can win in November,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.630279421806335,Yes,All others
441653,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,No,Call 1,11, ,I strongly favor my candidate,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs,Donald Trump, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,153,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,3.20931077003479, ,All others
441655,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,12,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,148,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.632719159126282,No,White Born-again/Evangelical Christians
441658,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,2,Yes, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Support, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,1.17651569843292,No,White Born-again/Evangelical Christians
441659,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Omit,Yes,Call 1,2, ,I like my candidate but with reservations,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Marco Rubio, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,113,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.83142685890198, ,White Born-again/Evangelical Christians
441662,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 1,6, ,I like my candidate but with reservations,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,John Kasich, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,1,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,John Kasich,Version 2,.388499051332474, ,All others
441664,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Yes,Call 1,4, ,I strongly favor my candidate,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Ted Cruz,Would not have voted, , , , , , , , , , ,Economy/Jobs,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,.826745569705963, ,White Born-again/Evangelical Christians
441665,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 1,8, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs,Donald Trump, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,53,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,.522968173027039, ,All others
441666,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 1,6, ,I dislike the other candidates,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Would not have voted, , , , , , , , , , ,Terrorism,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,131,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.332051396369934, ,White Born-again/Evangelical Christians
441667,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,4,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,5, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,112,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.671463668346405,No,All others
441668,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 1,11,No, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Oppose, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,153,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1,2.55798482894897,No,All others
441670,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,2,No, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,113,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Dissatisfied,Omit,Satisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1,2.316654920578,No,White Born-again/Evangelical Christians
441671,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,12,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Ted Cruz,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,148,Shares my values,White,White,State questionnaire,White,White,Midwest,Omit,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.528729975223541,No,White Born-again/Evangelical Christians
441672,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 1,4, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Ted Cruz, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.826745569705963, ,White Born-again/Evangelical Christians
441673,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 1,6, ,I strongly favor my candidate,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,John Kasich, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.388499051332474, ,All others
441674,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 1,8, ,I strongly favor my candidate,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism,Donald Trump, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,53,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,.522968173027039, ,All others
441676,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,No,Call 1,2, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,115,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.806367099285126, ,All others
441677,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,8,No, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.505530834197998,Yes,White Born-again/Evangelical Christians
