id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,marprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rel5,relign10,relwhite,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,wprotbrn,wprotb_1
402979,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,5,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,102,Shares my values,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,1.76789975166321,No,All others,No,White Protestant non-evangelical
403004,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,102,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.801473438739777,No,All others,No,All others
403006,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,44,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump,Version 1,No,1.14678883552551,No,All others,No,All others
403039,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,102,Can bring needed change,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,.834304332733154,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
403043,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,44,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.05975031852722,No,White Born-again/Evangelical Christians,No,All others
403063,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,102,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.930636942386627,No,All others,No,All others
403073,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,44,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Ted Cruz,Version 1,Yes,1.05975031852722,No,All others,No,All others
403093,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,102,Can bring needed change,White,White,State questionnaire,White,White,East,Jewish,Jewish,Jewish,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.00707137584686,No,All others,No,All others
403108,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,44,Can win in November,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump,Version 1,No,1.27920246124268,No,All others,No,All others
403127,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,5,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Omit,Marco Rubio,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,.546680450439453,No,All others,No,All others
403136,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,No,Call 1,2,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Immigration,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,44,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,East,Something else,Other, ,Female,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,1.27920246124268,No,All others,No, 
403156,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,102,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,East,None,None, ,Male,Black men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,.942423522472382,No,All others,No, 
403190,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,No,Call 1,5,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,102,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,Protestant/Other Non-Catholic Christian,Other christian, ,Male,All other races,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.801473438739777,No,All others,No, 
403214,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,102,Tells it like it is,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.00707137584686,No,All others,No,All others
403247,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,5,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,102,Shares my values,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,.967441916465759,No,All others,No,All others
403813,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,2,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Donald Trump,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,8,Tells it like it is,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,1.24309909343719,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical
