id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
121889,Complete,The most important factor,A factor,Important,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,66,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.6993448138237,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
121890,Complete,One of several important factors,A factor,Important,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Ben Carson,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.338474094867706,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
121891,Complete,One of several important factors,A factor,Important,No,Call 1,1,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,20,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.601915717124939,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121892,Complete,One of several important factors,A factor,Important,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,77,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.937035262584686,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121893,Complete,One of several important factors,A factor,Important,No,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,79,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.616377353668213,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
121894,Complete,Omit,Omit,Omit,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Ted Cruz,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,10,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.07272398471832,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121895,Complete,Omit,Omit,Omit,No,Call 1,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Donald Trump,Be from outside the political establishment,Independent/Something else,Latino Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,66,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.660512208938599,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29
121896,Complete,Omit,Omit,Omit,No,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Ben Carson,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,52,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.592342495918274,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121897,Complete,The most important factor,A factor,Important,Yes,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,20,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,.617336094379425,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
121898,Complete,A minor factor,A factor,Not important, ,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,7,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.8859955072403,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
121899,Complete,One of several important factors,A factor,Important,Yes,Call 1,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,80,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.06539261341095,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
121900,Complete,One of several important factors,A factor,Important,Yes,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,John Kasich,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.471494257450104,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
121901,Complete,Omit,Omit,Omit,No,Call 1,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,10,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.20309722423553,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
121902,Complete,One of several important factors,A factor,Important,No,Call 1,1,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,41,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.77167010307312,All others,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
121903,Complete,A minor factor,A factor,Not important,Yes,Call 1,2,College graduate,College graduate,More than High school graduate, ,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending, , ,Donald Trump,Be from outside the political establishment,Republican, ,Republican,Republican Women,Conservative,Conservative,Very conservative,77,Can bring needed change, , ,State questionnaire, , , ,West,Female, ,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,.824832856655121,All others,45-65,30-59,50-59,45+,50+,45-59,50-64, 
121904,Complete,One of several important factors,A factor,Important,Yes,Call 1,4,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs, , ,John Kasich,Omit,Republican,All Republicans,Republican, ,Conservative,Conservative,Very conservative,114,Can bring needed change,White,White,State questionnaire,White,White,White,West, , ,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.49648642539978,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
