id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
498047,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,10,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Falling behind financially, , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,119,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.558148324489594,No,White Born-again/Evangelical Christians
498074,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 2,4, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich,Would not have voted, , , , , , , , , , ,Terrorism, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Not vote for him,Not vote for him,1.13842737674713, , 
498092,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 2,8,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Getting ahead financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Support,Ted Cruz, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,9,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.785160422325134,No,All others
498097,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 2,14,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Omit,Ted Cruz, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,147,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.3182053565979,Yes,White Born-again/Evangelical Christians
498105,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,4, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,29, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Not vote for him,Not vote for him,1.13842737674713, , 
498107,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,2,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Oppose,Ted Cruz, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,20,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.25279831886292,Yes,All others
498132,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 2,2, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Ted Cruz,John Kasich,Marco Rubio, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,1.15876507759094, , 
498141,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 2,4, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Omit,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,1.23081016540527, , 
498142,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,12, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,128, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.836092829704285, , 
498221,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 2,2,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,20,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,1.25279831886292,No,All others
498229,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,10,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,119,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.558148324489594,No,White Born-again/Evangelical Christians
498231,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,12, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,128, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.803894102573395, , 
498237,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,10,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,65,Yes,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1, , , ,.553450167179108,No,White Born-again/Evangelical Christians
498248,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 2,12,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,85,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.979747474193573,No,All others
498250,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 2,2,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,20,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,1.29927396774292,Yes,White Born-again/Evangelical Christians
498260,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,8,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Getting ahead financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,9,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1, , , ,.785160422325134,No,White Born-again/Evangelical Christians
498288,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,2,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Omit, , , , , , , ,Terrorism,Omit,Ted Cruz, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Very conservative,6,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Omit,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll,Omit,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1, , , ,.999250650405884, ,White Born-again/Evangelical Christians
498292,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Yes, ,Call 2,14, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2, ,Ted Cruz,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Independent,Independent Women,Conservative,Conservative,Very conservative,147, ,Shares my values,Other,Other,State questionnaire,Other,Non-white,Midwest, ,Female,All other races,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,1.27171277999878, , 
