id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
578431,Complete, ,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Terrorism,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,74,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.703157782554626, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578438,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,51,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Help the U.S. economy,.934733211994171,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578439,Complete,No,Call 1,5,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him,Omit,.577878594398499,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578443,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,.979156732559204,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578446,Complete,No,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,74,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.703157782554626,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578447,Complete,No,Call 1,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,76,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.52282476425171,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578451,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Against his opponents,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,Republican,All Republicans,Republican,Republican Women, , , ,51,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,Female,Latino women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Omit,Not vote for him,Not vote for him,Hurt the U.S. economy,.934733211994171,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
578455,Complete,Yes,Call 1,5,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,12,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,.885408997535706,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578459,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,.979156732559204,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578464,Complete,No,Call 1,1,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,76,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.41776049137115,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578465,Complete,No,Call 1,5,Donald Trump,College graduate,College graduate,More than High school graduate,Non white college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,74,Can win in November,Other,Other,State questionnaire,Other,Non-white,East,Male,All other races,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.755265831947327,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others
578466,Complete,No,Call 1,2,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.746408104896545,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
578474,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Omit,Omit,.911601781845093,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578475,Not complete, ,Call 1,5,Donald Trump, , , , ,For your candidate,4, , , , , , , , , , , , , , , , , , ,74, ,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.703157782554626, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578476,Complete,Yes,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,12,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.659523248672485,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
