id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
496644,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,3,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Holding steady financially, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,23,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.659104287624359,No,White Born-again/Evangelical Christians
496656,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,13,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Economy/Jobs,Omit, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,93,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Omit,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.53375369310379, ,White Born-again/Evangelical Christians
496670,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,3,Yes,No, , , , ,Ted Cruz,1,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , , ,Economy/Jobs,Oppose, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,23,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.654594838619232, ,All others
496689,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,13,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,93,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.527136206626892,No,White Born-again/Evangelical Christians
496694,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,15,Yes, , , , , ,Ted Cruz,3,Omit, ,Omit,Omit,Omit, , , , , , , , ,Immigration,Omit, ,45+,18-64, , , , , , , ,52,Can win in November,White,White,State questionnaire,White,White, ,South, , , ,Omit,Male,White men,Suburbs,Suburbs, , ,Florida,Election day exit poll,Omit,Omit,Omit,Omit,Omit,Omit,Not Donald Trump, ,Version 1, , , ,.485339045524597, ,White Born-again/Evangelical Christians
496697,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete, , ,Call 1,3, ,No, , , , ,Ted Cruz,1,Holding steady financially, , , ,Deported to the country they came from, , , , , , , , , , , ,45+,18-64, , , , , , , ,23, ,White,White,State questionnaire,White,White, ,South, , , , ,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week, ,Not Donald Trump, ,Version 1, , , ,.658277630805969, , 
496704,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete, ,No,Call 1,13,Yes,"Yes, other Hispanic",College graduate,College graduate,More than High school graduate,Non white college degree,Ted Cruz,3,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,93,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South, , , ,Yes,Female,Latino women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.53375369310379,No,All others
496732,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,13,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3,Holding steady financially, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,93,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Not Donald Trump, ,Version 1, , , ,.53375369310379,No,White Born-again/Evangelical Christians
496748,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,8,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,5,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.573624491691589,No,White Born-again/Evangelical Christians
496823,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,16,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3,Falling behind financially, ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,69,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,"Cities 50,000-500,000","Cities over 50,000", ,English,Florida,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.499082088470459,No,All others
496827,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,15,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,52,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.485339045524597,No,White Born-again/Evangelical Christians
496864,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,8,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Immigration,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,5,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,Yes,Male,White men,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Omit,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Not Donald Trump, ,Version 1, , , ,.576851725578308,No,White Born-again/Evangelical Christians
496868,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,8,Yes,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,Falling behind financially, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Omit, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Tells it like it is,White,White,State questionnaire,White,White, ,South, , , ,Yes,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.577576100826263,No,White Born-again/Evangelical Christians
496873, , , , , , , , , , ,Complete, ,Yes,Call 1,8,Yes,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Terrorism,Support, , , ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,5,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Female,White women,Suburbs,Suburbs, ,English,Florida,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.583105266094208, ,White Born-again/Evangelical Christians
496878,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Not complete,No, ,Call 1,16, ,No, , , , ,Ted Cruz,3, ,Donald Trump, , , , , , , , , , ,Not strong enough, , ,Have experience in politics,18-44,18-64, , , , , , , ,69, ,White,White,State questionnaire,White,White, ,South, , , , ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump, ,Version 2, , , ,.686472058296204, , 
496888,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,16,No,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3,Holding steady financially, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,69,Shares my values,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,"Cities 50,000-500,000","Cities over 50,000", ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump, ,Version 1, , , ,.499082088470459,No,White Born-again/Evangelical Christians
496905,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 1,16,Yes,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3,Holding steady financially, ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,69,Can win in November,White,White,State questionnaire,White,White, ,South, , , ,No,Male,White men,"Cities 50,000-500,000","Cities over 50,000", ,English,Florida,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump, ,Version 1, , , ,.681775391101837,No,All others
499685,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Not complete,No, ,Call 2,27, ,"Yes, Cuban", , , , ,Ted Cruz,5, ,Donald Trump, , , , , , , , , , ,Too strong, , ,Have experience in politics,45+,18-64, , , , , , , ,32, ,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white, ,South, , , , ,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump, ,Version 2, , , ,.598272860050201, , 
