ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BETRAYEDDEM,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,GOVTANGR16,GOVTANGR16B,GUNOWNER12,GUNPLCY16CLIN,GUNPLCY16SAND,GUNPLCYDEM16,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCINEQDEM16,INCINEQDEMCLIN,INCINEQDEMSANDERS,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,ISSVQUAL,LIFE,MARRIED,NHDPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,REGNHDEM,SANDERSLIB,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SINGLEPAYER,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
112364.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No,,,,Call 2,2.0,,Yes,,,,Favors the wealthy,,,,,,,3.0,Holding steady financially,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omit,No,Hillary Clinton,,,45+,65+,,,,,,,,,41.0,,,White,White,State questionnaire,White,White,East,Registered as Democrat,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.687947332859039,
112366.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,A minor factor,A factor,Not important,Call 2,2.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.25119435787201,No
112370.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Omit,Omit,Omit,Call 2,1.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,,,,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,My candidate's leadership/personal qualities,,,Hillary Clinton,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,67.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,,,,,Male,Latino men,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.12008392810822,No
112373.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 2,1.0,About right,No,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Getting ahead financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Both of them,Only Clinton or both of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,About the same,No,Hillary Clinton,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,,Can win in November,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Non married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.12496602535248,Yes
112375.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 2,1.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,5.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Income inequality,My candidate's leadership/personal qualities,,,Hillary Clinton,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,22.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.83179497718811,No
112378.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 2,1.0,About right,Yes,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Both of them,Only Clinton or both of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,About the same,No,Hillary Clinton,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,67.0,,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.791700541973114,No
112379.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,No,,,,Call 2,2.0,About right,Yes,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,Better than life today,No,Hillary Clinton,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,41.0,,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,East,Registered as Democrat,About right,,,Female,All other races,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.771782577037811,No
112381.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Not a factor at all,Not a factor,Not important,Call 2,2.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,81.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.02057027816772,No
112383.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 2,1.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,12.0,,Can win in November,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.997344255447388,No
112387.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,Call 2,1.0,,,,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Clinton or neither of them,Only Clinton,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,,,,Hillary Clinton,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,67.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Female,White women,,Omit,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.955816090106964,Yes
112388.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,The most important factor,A factor,Important,Call 2,2.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Omit,Omit,,,Hillary Clinton,Omit,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,,,91.0,,Omit,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.928137123584747,No
112391.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 2,2.0,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,81.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,1.02057027816772,No
112395.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 2,2.0,About right,Yes,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,,About the same,No,Hillary Clinton,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,,Can win in November,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Too liberal,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.771782577037811,No
112396.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,,,Call 2,1.0,About right,Yes,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,5.0,Falling behind financially,,,,,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,,Worse than life today,No,Hillary Clinton,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,22.0,,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,Too liberal,,,Male,White men,Non married men,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.938232779502869,No
112398.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 2,1.0,About right,No,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Both of them,Only Clinton or both of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,Worse than life today,No,Hillary Clinton,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,67.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Non married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.997404038906097,No
112400.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 2,2.0,About right,No,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,,About the same,No,Hillary Clinton,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,Too liberal,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.83099091053009,No
112403.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No,,,,Call 2,1.0,,Yes,,,,Favors the wealthy,,,,,,,2.0,Holding steady financially,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worse than life today,Yes,Hillary Clinton,,,45+,65+,,,,,,,,,67.0,,,White,White,State questionnaire,White,White,East,Registered as Democrat,,,,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.791700541973114,
112404.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Omit,Omit,Omit,Call 2,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Health care,My candidate's leadership/personal qualities,,,Hillary Clinton,Omit,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,81.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,1.02057027816772,No
