id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,garprs16,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
407697,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,2,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,136,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.33310675621033, ,White Born-again/Evangelical Christians
407736,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,Omit, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,136,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,1.28097438812256,No,White Born-again/Evangelical Christians
407737,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 2,7,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.891853928565979, ,White Born-again/Evangelical Christians
407790,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,14,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,145,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.952640891075134, ,White Born-again/Evangelical Christians
407804,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Yes,Call 2,9,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,18-44,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,110,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South, , , , ,Male,Latino men,Not at all,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.578598380088806, ,All others
407816,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,14, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,145,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.953324198722839,No,White Born-again/Evangelical Christians
407826,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Yes,Call 2,7,John Kasich,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,John Kasich,Government spending, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.827369809150696, ,White Born-again/Evangelical Christians
407848,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,9,John Kasich,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1, , , , , , , , , , ,Omit,Economy/Jobs, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.599454402923584, ,White Born-again/Evangelical Christians
407851,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,99,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.887867510318756,No,White Born-again/Evangelical Christians
407870,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,14,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,145,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.932669103145599, ,White Born-again/Evangelical Christians
407877,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.887867510318756,No,White Born-again/Evangelical Christians
407896,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 2,13,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,42,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,.825632631778717, ,White Born-again/Evangelical Christians
407968,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Yes,Call 2,12,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,150,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.123701304197311, ,White Born-again/Evangelical Christians
407983,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Yes,Call 2,9,Donald Trump,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.521547198295593, ,White Born-again/Evangelical Christians
408008,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,No,Call 2,1,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,5, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,14,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.95380699634552, ,All others
408013,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,11,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,41,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,Yes,.432178199291229, ,White Born-again/Evangelical Christians
408018,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 2,8,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,5, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,155,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.72254341840744, ,All others
408037,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,No,Call 2,6,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,1.75631082057953, ,All others
408040,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,155,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.749125003814697,No,White Born-again/Evangelical Christians
408041,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,11, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,41,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.441749334335327,No,White Born-again/Evangelical Christians
