id,backside,betrayed,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,hrctrump,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,nerprs16,novtrump,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
630323,Complete,Yes,No,Call 3,2,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,John Kasich,Not too likely,Independent/Something else,White Independent,Independent,Independent Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,43,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Just today,Last few days,In the last month,This week,Has no effect on U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,.518406391143799,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630360,Complete,Yes,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,John Kasich,Very likely,Republican,All Republicans,Republican, ,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,55,Shares my values,White,White,State questionnaire,White,White,Midwest, , ,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Omit,Omit,Omit,Omit,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,2.85789704322815,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630361,Complete,Yes,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,John Kasich,Very likely,Republican,All Republicans,Republican, ,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,55,Shares my values,White,White,State questionnaire,White,White,Midwest, , ,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Omit,Omit,Omit,Omit,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,2.85789704322815,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630381,Complete,No,No,Call 3,1,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,John Kasich,Not at all likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,77,Shares my values,Black,Black,State questionnaire,Black,Non-white,Midwest,Male,Black men,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,1.68619740009308,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
630384,Complete,Yes,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,77,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,.648007988929749,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630387,Complete,Yes,No,Call 3,1,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Somewhat likely,Independent/Something else,White Independent,Independent,Independent Women,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,77,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,.62898975610733,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
630391,Complete,Yes,No,Call 3,1,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Somewhat likely,Independent/Something else,White Independent,Independent,Independent Men,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,77,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,.648007988929749,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630393,Complete,Yes,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Not too likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.59944093227386,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630396,Complete,Omit,No,Call 3,3, , , , ,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Not vote for either candidates, , , , , , , ,Omit,John Kasich,Omit,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Just today,Last few days,In the last month,This week,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.59944093227386, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630401,Complete,No,No,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Not at all likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,65,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Just today,Last few days,In the last month,This week,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Version 1,2.45109534263611,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
630405,Complete,Yes,Yes,Call 3,1, , , , ,1,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,John Kasich,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Is united now,Moderate/Liberal,Moderate,Moderate,65,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Omit,Omit,Omit,Omit,Creates more U.S. jobs,Not Donald Trump,Omit,Omit,Version 1,2.45109534263611, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
630446,Complete,No,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,John Kasich,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,85,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Excited,Excited or optimistic,Version 1,1.36171960830688,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
630458,Complete,No,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Not vote for either candidates,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Omit,John Kasich,Not too likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,56,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.76300764083862,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630465,Complete,Yes,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,John Kasich,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Version 1,1.32175469398499,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
628194,Complete,Yes,No,Call 1,2,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump, , , , , , , ,Government spending,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is united now,Conservative,Conservative,Very conservative,22,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.99791979789734,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
628198,Complete,No,Yes,Call 1,2,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,22,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.99791979789734,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
628200,Complete,Yes,Yes,Call 1,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump, , , , , , , ,Terrorism,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,8,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.12417411804199,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
