ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4434361.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.426867544651031,John McCain,Saxby Chambliss,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",High school graduate,,Somewhat approve,Strongly oppose,Yes,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4434282.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.328847080469131,John McCain,Saxby Chambliss,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Omit,Yes,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Omit,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4434245.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.347964704036713,John McCain,Saxby Chambliss,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,Somewhat support,Yes,The economy,Poor,Very worried,Yes,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4434158.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.426867544651031,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Strongly approve,Strongly oppose,Yes,Energy policy,Good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4434030.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.328847080469131,John McCain,Saxby Chambliss,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Somewhat oppose,Yes,The economy,Not so good,Very worried,No,Shares my values,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4433973.0, Georgia,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.548739075660706,John McCain,Saxby Chambliss,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Strongly oppose,Yes,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4412492.0, Georgia,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.347964704036713,John McCain,Saxby Chambliss,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Strongly oppose,Yes,Terrorism,Not so good,Not too worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4452799.0, Georgia,135.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.426867544651031,John McCain,Saxby Chambliss,Male,White,30-39,Democrat,Conservative,"$50,000-$74,999",,No,Somewhat approve,Strongly oppose,Yes,The war in Iraq,Poor,Very worried,No,Has the right experience,One of several important factors,Earlier in October,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4452798.0, Georgia,135.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.426867544651031,John McCain,Saxby Chambliss,Male,White,30-39,Democrat,Conservative,"$50,000-$74,999",,No,Somewhat approve,Strongly oppose,Yes,The war in Iraq,Poor,Very worried,No,Has the right experience,One of several important factors,Earlier in October,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4452705.0, Georgia,135.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.426867544651031,John McCain,Saxby Chambliss,Male,White,50-59,Republican,Moderate,,High school graduate,No,Somewhat approve,Somewhat oppose,Yes,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4451098.0, Georgia,135.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10631608963013,John McCain,Allen Buckley,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Strongly oppose,Yes,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4411513.0, Georgia,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901822984218597,John McCain,Allen Buckley,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Somewhat oppose,Yes,The economy,Not so good,Not at all worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,8.0,South,South,Low Density Rural,Rural,Rural,Downscale,31793.0
4432035.0, Georgia,134.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.460548967123032,,Saxby Chambliss,Female,Black,40-44,Democrat,Conservative,"Under $15,000",High school graduate,No,,,Yes,,,,,,,Sometime last week,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,South,Low Density Rural,Rural,Rural,Downscale,31792.0
4431910.0, Georgia,134.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.350631892681122,Barack Obama,,Female,Black,18-24,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,,,Yes,,,,,,,Earlier in October,,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,South,Low Density Rural,Rural,Rural,Downscale,31792.0
