ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOK08,SENOK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4420009.0,Oklahoma,21.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.72984367609024,John McCain,Jim Inhofe,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Energy policy,Very worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4422328.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.72984367609024,John McCain,Jim Inhofe,Male,White,30-39,Republican,Moderate,"$150,000-$199,999",College graduate,No,Somewhat disapprove,No,Terrorism,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4424656.0,Oklahoma,69.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.77281779050827,John McCain,Jim Inhofe,Female,Other,25-29,Republican,,,Some college or associate degree,No,,,,,,,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,Republican,Non black non Democrat,All Republicans,All others,American Indian,,,,,,,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4421159.0,Oklahoma,21.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.72984367609024,John McCain,Jim Inhofe,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,Yes,,,Earlier in October,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4419966.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66948819160461,John McCain,Jim Inhofe,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4419944.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47276186943054,John McCain,Jim Inhofe,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4424607.0,Oklahoma,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.77667462825775,John McCain,Jim Inhofe,Female,White,25-29,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4421677.0,Oklahoma,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47768115997314,John McCain,Jim Inhofe,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4421672.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.585845708847046,John McCain,Jim Inhofe,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4417115.0,Oklahoma,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27952551841736,John McCain,Jim Inhofe,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Yes,Health care,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4419363.0,Oklahoma,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.59544974565506,John McCain,Jim Inhofe,Female,Other,25-29,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Sometime in September,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,American Indian,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4419874.0,Oklahoma,21.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.72984367609024,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4424527.0,Oklahoma,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.14197301864624,John McCain,Jim Inhofe,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Energy policy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4419854.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.98219859600067,John McCain,Jim Inhofe,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Very worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4419840.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66948819160461,John McCain,Jim Inhofe,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4419307.0,Oklahoma,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,50-59,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4419799.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.32776665687561,John McCain,Jim Inhofe,Female,White,50-59,Republican,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
