ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ08,SENNJ08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ECONHARDSHIP,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ECONHARDSHIP2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4405164.0,New Jersey,18.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.651108682155609,Barack Obama,Frank Lautenberg,Female,White,40-44,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,,,,,,,,,Catholic,Sometime in September,"Yes, someone else does",,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,"Member in household, but not voter",No,Catholic,No,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
4407490.0,New Jersey,43.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.395423412323,Barack Obama,Frank Lautenberg,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,,,,,,,,,Catholic,Before that,No one does,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4407439.0,New Jersey,65.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.16383528709412,Barack Obama,Frank Lautenberg,Male,White,65-74,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,,,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4407424.0,New Jersey,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.716430187225342,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No hardship at all,The war in Iraq,Poor,Somewhat worried,No,Can bring about needed change,A minor factor,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,7.0,Northwest,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
4405090.0,New Jersey,70.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.302209109067917,Barack Obama,Frank Lautenberg,Female,Black,40-44,Democrat,,,High school graduate,No,,,,,Somewhat worried,No,Can bring about needed change,,,Before that,,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,,No college degree,High school graduate or less,Non white no college degree,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4407414.0,New Jersey,18.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.713625311851501,Barack Obama,Frank Lautenberg,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,,The economy,Good,Very worried,Yes,Cares about people like me,Not a factor at all,,Before that,,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,Yes,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
4404812.0,New Jersey,125.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.772131681442261,Barack Obama,Frank Lautenberg,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,The economy,Poor,,No,Can bring about needed change,Not a factor at all,,Sometime in September,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,Yes,Suburbs,Suburbs,5.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7823.0
4407390.0,New Jersey,101.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.20625019073486,Barack Obama,Frank Lautenberg,Female,White,60-64,Democrat,,,Did not complete high school,No,,,,,Very worried,No,Can bring about needed change,,,Earlier in October,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,High school graduate or less,White no college degree,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4405054.0,New Jersey,51.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.968623757362366,Barack Obama,Frank Lautenberg,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,,,,,,,,,Other Christian,Before that,No one does,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4412038.0,New Jersey,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14065992832184,Barack Obama,Frank Lautenberg,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,,The economy,Poor,,No,Can bring about needed change,Not a factor at all,,Before that,,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,East,Suburb,Rural,Rural,Very downscale,8332.0
4405037.0,New Jersey,98.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.90470826625824,Barack Obama,Frank Lautenberg,Female,White,60-64,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0
4407228.0,New Jersey,101.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946117401123047,Barack Obama,Frank Lautenberg,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,None,Before that,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,None,No,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4405013.0,New Jersey,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.04392409324646,Barack Obama,Frank Lautenberg,Female,White,75 or over,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No hardship at all,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No hardship at all,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,Yes,Suburbs,Suburbs,3.0,South,East,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
4407343.0,New Jersey,9.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.651108682155609,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",,No,Strongly disapprove,,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0
4407202.0,New Jersey,43.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52940595149994,Barack Obama,Frank Lautenberg,Male,White,40-44,Something else,Liberal,"$100,000-$149,999",Some college or associate degree,No,,,The economy,Poor,,No,Can bring about needed change,Not a factor at all,,Before that,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4405007.0,New Jersey,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.331225901842117,Barack Obama,Frank Lautenberg,Male,Black,50-59,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Omit,One of several important factors,Other Christian,Before that,"Yes, I do",Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4406946.0,New Jersey,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.328418254852295,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,A moderate hardship,Energy policy,Poor,Very worried,No,Can bring about needed change,The single most important factor,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,6.0,Central,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
4407334.0,New Jersey,43.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.6547737121582,Barack Obama,Frank Lautenberg,Male,Black,30-39,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
