ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1513136.0,Kansas,29.0,National,2.0,Call 2,1.31841707229614,Kerry,Jones,Male,White,18-24,Democrat,Liberal,,Worse today,Catholic,Yes,No,During the last month,,Somewhat disapprove,Somewhat approve,White male,18-29,18-24,18-64,Democrat,,,Catholic,White Catholic,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1510829.0,Kansas,12.0,State,1.0,Call 2,1.31923913955688,Bush,Brownback,Female,White,65-74,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1484356.0,Kansas,33.0,State,1.0,Call 1,0.697271287441254,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1483252.0,Kansas,35.0,State,1.0,Call 1,0.797991096973419,Bush,Brownback,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1509723.0,Kansas,20.0,National,1.0,Call 2,1.07594728469849,Kerry,Jones,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",Worse today,Other Christian,No,No,Before that,,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1484353.0,Kansas,46.0,National,4.0,Call 1,1.16448295116425,Kerry,,Male,White,60-64,Democrat,Moderate,"$50,000-$74,999",,,,No,During the last month,,,,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1538398.0,Kansas,45.0,State,1.0,Call 3,0.841502487659454,Kerry,Brownback,Female,White,18-24,Democrat,Liberal,"Under $15,000",Worse today,Other Christian,No,No,In the last three days,For your candidate,Strongly disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509718.0,Kansas,24.0,State,1.0,Call 2,1.01702988147736,Kerry,Jones,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Worse today,Something else,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1482139.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1532873.0,Kansas,24.0,State,1.0,Call 3,0.793458223342896,Bush,Brownback,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1513018.0,Kansas,29.0,National,2.0,Call 2,1.63470578193665,Kerry,Jones,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1482992.0,Kansas,39.0,State,1.0,Call 1,0.749951362609863,Bush,Brownback,Male,Black,65-74,Independent,Conservative,"$30,000-$49,999",Better today,Catholic,Yes,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,Non-white male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1511913.0,Kansas,26.0,State,1.0,Call 2,0.537064492702484,Kerry,,Female,White,45-49,Independent,Liberal,"$15,000-$29,999",About the same,None,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1532869.0,Kansas,26.0,State,1.0,Call 3,0.691592276096344,Bush,Brownback,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1484334.0,Kansas,39.0,State,1.0,Call 1,0.725162148475647,Bush,Brownback,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1533966.0,Kansas,12.0,State,1.0,Call 3,1.19160509109497,Bush,Brownback,Female,Hispanic/Latino,45-49,Republican,Conservative,"$75,000-$99,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,Non-white female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1486536.0,Kansas,29.0,National,2.0,Call 1,1.8589038848877,Bush,Brownback,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No,No,Before that,,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1484135.0,Kansas,20.0,National,3.0,Call 1,0.788160562515259,Bush,Brownback,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",,Other Christian,No,No,,For your candidate,,,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1485298.0,Kansas,3.0,State,1.0,Call 1,0.929695069789886,Bush,Brownback,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1510798.0,Kansas,35.0,State,1.0,Call 2,0.662590682506561,Kerry,Jones,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1481015.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,50-59,Republican,Liberal,"$75,000-$99,999",About the same,Protestant,No,,In the last three days,Against his opponent,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1531752.0,Kansas,39.0,State,1.0,Call 3,0.725162148475647,Bush,Brownback,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1532854.0,Kansas,42.0,State,1.0,Call 3,1.04435431957245,Bush,Brownback,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Worse today,Catholic,No,,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1485423.0,Kansas,33.0,State,1.0,Call 1,0.827051818370819,Bush,Brownback,Male,White,65-74,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,,Before that,Against his opponent,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1483147.0,Kansas,24.0,State,1.0,Call 1,1.08961594104767,Kerry,Jones,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1483211.0,Kansas,42.0,State,1.0,Call 1,1.16961634159088,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,Against his opponent,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
