ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1496188.0,Nevada,12.0,State,1.0,Call 1,Complete,Exit poll,0.352966964244843,Kerry,Reid,Female,White,40-44,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,College graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I moved to NV in the last 4 years,Very important,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,Suburbs,Suburbs,3.0,89014.0
1496193.0,Nevada,32.0,State,1.0,Call 1,Complete,Exit poll,0.669026732444763,,Ziser,Male,Other,30-39,Independent,Moderate,No,"$15,000-$29,999",About the same,Protestant,High school graduate,No one does,No,No,Sometime last week,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I was born in NV,Not at all important,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Other,Clark County,"City over 500,000","City over 50,000",1.0,89107.0
1496204.0,Nevada,15.0,State,1.0,Call 1,Complete,Exit poll,0.228636085987091,Nader,Reid,Male,White,50-59,Independent,Moderate,No,"$50,000-$74,999",About the same,Catholic,Postgraduate study,No one does,No,No,During the last month,For your candidate,Health care,Has clear stands on the issues,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Good,I moved to NV in the last 4 years,Not at all important,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89012.0
1496206.0,Nevada,36.0,State,1.0,Call 1,Complete,Exit poll,0.568841457366943,Bush,Reid,Female,White,25-29,Republican,Conservative,Yes,"$75,000-$99,999",About the same,Other Christian,College graduate,No one does,Yes,No,Just today,For your candidate,Taxes,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Good,I moved to NV in the last 4 years,Somewhat important,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89149.0
1496208.0,Nevada,28.0,State,1.0,Call 1,Complete,Exit poll,0.761075437068939,Bush,Reid,Male,Other,60-64,Something Else,Moderate,No,"$30,000-$49,999",Better today,None,Some college/associate degree,No one does,Yes,No,During the last month,For your candidate,Health care,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Not too important,Non-white male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Other,Clark County,"City over 500,000","City over 50,000",1.0,89134.0
1496212.0,Nevada,2.0,State,1.0,Call 1,Complete,Exit poll,1.5628399848938,Bush,Reid,Female,White,65-74,Independent,Moderate,No,"$15,000-$29,999",Better today,Catholic,High school graduate,No one does,No,No,Just today,Against his opponent,Terrorism,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,I moved to NV more than 10 years ago,Not too important,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Rural Counties,"City: 50,000 to 500,000","City over 50,000",2.0,89701.0
1496215.0,Nevada,76.0,National,1.0,Call 1,Complete,Exit poll,1.10595262050629,Bush,Reid,Female,White,18-24,Democrat,Moderate,Yes,"Under $15,000",Worse today,Other Christian,Some college/associate degree,"Yes, I do",No,No,In the last three days,,Moral values,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat badly,,,,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is union member,All others,White,Washoe County,"City: 50,000 to 500,000","City over 50,000",2.0,89509.0
1496227.0,Nevada,10.0,State,1.0,Call 1,Complete,Exit poll,0.490765184164047,Bush,Reid,Female,White,18-24,Republican,Moderate,No,"$30,000-$49,999",Better today,Mormon/LDS,Postgraduate study,No one does,No,No,In the last three days,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,I was born in NV,Very important,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89015.0
1496230.0,Nevada,80.0,State,1.0,Call 1,Complete,Exit poll,0.932014524936676,Bush,Ziser,Male,White,25-29,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Other Christian,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I was born in NV,Not too important,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Washoe County,"City: 50,000 to 500,000","City over 50,000",2.0,89506.0
1496240.0,Nevada,72.0,State,1.0,Call 1,Complete,Exit poll,0.687836408615112,Kerry,Reid,Female,White,40-44,Something Else,Conservative,No,"$30,000-$49,999",Worse today,None,College graduate,No one does,No,,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NV in the last 4 years,Somewhat important,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Washoe County,Suburbs,Suburbs,2.0,89451.0
1496243.0,Nevada,65.0,State,1.0,Call 1,Complete,Exit poll,0.493395864963531,Kerry,Reid,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Worse today,Mormon/LDS,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Poor,I moved to NV in the last 4 years,Very important,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1496257.0,Nevada,17.0,State,1.0,Call 1,Complete,Exit poll,0.513108968734741,Bush,Reid,Male,Hispanic/Latino,25-29,Republican,Conservative,No,"$30,000-$49,999",Better today,None,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV more than 10 years ago,Not at all important,Non-white male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Clark County,Suburbs,Suburbs,3.0,89118.0
1496260.0,Nevada,51.0,State,1.0,Call 1,Complete,Exit poll,1.23674762248993,Bush,Reid,Male,Asian,65-74,Independent,Moderate,No,"$30,000-$49,999",About the same,Protestant,Postgraduate study,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Good,I moved to NV in the last 4 years,Somewhat important,Non-white male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Asian,Clark County,Suburbs,Suburbs,2.0,89052.0
1496262.0,Nevada,11.0,State,1.0,Call 1,Complete,Exit poll,0.875915288925171,Bush,Ziser,Male,Asian,65-74,Republican,Moderate,No,"$30,000-$49,999",Better today,Something else,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,I moved to NV more than 10 years ago,Not too important,Non-white male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Something else,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,Asian,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1496268.0,Nevada,25.0,State,1.0,Call 1,Complete,Exit poll,0.521369993686676,Bush,Ziser,Female,White,25-29,Republican,Conservative,No,"$150,000-$199,999",Better today,Protestant,College graduate,No one does,Yes,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89129.0
1496272.0,Nevada,12.0,State,1.0,Call 1,Complete,Exit poll,0.479111760854721,Kerry,Reid,Male,Black,30-39,Democrat,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Omit,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV 5-10 years ago,Very important,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,Black,Clark County,Suburbs,Suburbs,3.0,89014.0
