ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCO04,SENCO04,AMND36CO,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECCO,QUAL04CO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1468910.0,Colorado,,State,1.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,75 or over,Independent,Liberal,No,"$100,000-$149,999",Better today,None,No,College graduate,No,No,,Against his opponent,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,Omit,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80111.0
1468911.0,Colorado,,State,1.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,40-44,Democrat,Liberal,No,"$75,000-$99,999",Worse today,None,No,Postgraduate study,No,No,,For your candidate,Terrorism,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He has the right experience,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80203.0
1468912.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,No,Some college/associate degree,Yes,No,,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,,Good,He is my party's candidate,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,East,Suburbs,Suburbs,,80863.0
1468913.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,45-49,Independent,Moderate,No,"$15,000-$29,999",Better today,Catholic,No,College graduate,Yes,No,,For your candidate,Health care,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,He shares my values,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80222.0
1468914.0,Colorado,,State,1.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Female,White,50-59,Independent,Moderate,No,"$150,000-$199,999",About the same,None,No,College graduate,Yes,No,,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Not so good,He has the right experience,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80210.0
1468915.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,60-64,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Yes,Some college/associate degree,No,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He shares my values,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80127.0
1468916.0,Colorado,,State,1.0,,Complete,Phone survey,2.60873913764954,Bush,Salazar,Yes,Female,White,50-59,Independent,Moderate,No,"Under $15,000",About the same,Protestant,,Some college/associate degree,Yes,No,,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Not so good,He has the right experience,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Central,Suburbs,Suburbs,,81211.0
1468917.0,Colorado,,State,1.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Female,White,50-59,Democrat,Liberal,No,"Under $15,000",Worse today,Catholic,No,College graduate,No,No,,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,He is my party's candidate,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80112.0
1468918.0,Colorado,,State,1.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,White,25-29,Democrat,Liberal,No,"$100,000-$149,999",About the same,Protestant,No,Postgraduate study,No,No,,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Not so good,He cares about people like me,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80203.0
1468919.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,,30-39,Republican,Conservative,No,,About the same,,,College graduate,Yes,,,For your candidate,Omit,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,He is a strong leader,,30-44,30-39,18-64,Republican,,,,,All others,,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,,,Arapahoe/Jefferson,Suburbs,Suburbs,,80127.0
1468920.0,Colorado,,State,1.0,,Complete,Phone survey,2.33260750770569,Other,Salazar,No,Male,White,60-64,Something Else,,No,"$50,000-$74,999",About the same,Catholic,No,Postgraduate study,No,No,,Omit,Iraq,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Omit,About the same,Not so good,He shares my values,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Omit,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,West,Suburbs,Suburbs,,80631.0
1468921.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,65-74,Republican,Moderate,No,,About the same,Catholic,Yes,Postgraduate study,Yes,No,,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He is a strong leader,White male,60 or over,65 or over,65 or over,Republican,,,Catholic,White Catholic,All others,White evangelicals,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,West,Suburbs,Suburbs,,80538.0
1468922.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,60-64,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Yes,High school graduate,Yes,No,,For your candidate,Moral values,Will bring about needed change,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,West,Suburbs,Suburbs,,80524.0
1468923.0,Colorado,,State,1.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,Black,30-39,Independent,,No,"$15,000-$29,999",Worse today,None,Yes,Some college/associate degree,No,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,He is my party's candidate,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80401.0
1468924.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,65-74,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Yes,Some college/associate degree,Yes,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He is a strong leader,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80004.0
1468925.0,Colorado,,State,1.0,,Complete,Phone survey,2.55760765075684,Bush,Coors,Did not vote,Male,White,30-39,Independent,Moderate,No,"$100,000-$149,999",Better today,Catholic,No,College graduate,Yes,No,,Against his opponent,Omit,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Poor,Omit,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Central,Suburbs,Suburbs,,81201.0
1468926.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,30-39,Republican,Moderate,Yes,"$50,000-$74,999",Better today,Other Christian,Yes,Some college/associate degree,Yes,No,,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,He is my party's candidate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80020.0
1468927.0,Colorado,,State,1.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Better today,None,No,College graduate,No,No,,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat well,About the same,Good,He is my party's candidate,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80304.0
1468928.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,40-44,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Yes,Some college/associate degree,Yes,No,,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,,Good,He is my party's candidate,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Central,Suburbs,Suburbs,,81006.0
1468929.0,Colorado,,State,1.0,,Complete,Phone survey,2.68826961517334,Bush,Salazar,No,Female,Hispanic/Latino,40-44,Democrat,Moderate,No,"Under $15,000",About the same,Other Christian,Yes,Some college/associate degree,Yes,Yes,,Against his opponent,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very badly,About the same,Good,He has the right experience,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Central,Suburbs,Suburbs,,81050.0
1468930.0,Colorado,,State,1.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,65-74,Republican,Conservative,No,"$100,000-$149,999",About the same,Protestant,No,College graduate,Yes,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80439.0
