ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNH04,SENNH04,GOVNH04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNH,MATONH,GOVTDO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1490207.0,New Hampshire,1.0,State,1.0,Call 1,Not complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,25-29,,,,,,,,,,During the last month,Against his opponent,Omit,Cares about people like me,Strongly approve,,,,,,Good,,,White female,18-29,25-29,18-64,,,,,,All others,,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3275.0
1510944.0,New Hampshire,90.0,State,1.0,Call 2,Complete,0.69188266992569,Bush,Gregg,Lynch,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Worse today,Protestant,Once a week,College graduate,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Industrial Areas,Suburbs,Suburbs,2.0,3079.0
1515781.0,New Hampshire,11.0,State,1.0,Call 1,Complete,0.693726241588593,Kerry,Did not vote,Lynch,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,More than once a week,Postgraduate study,No,Before that,Omit,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Suburbs,Suburbs,2.0,3033.0
1528662.0,New Hampshire,77.0,State,1.0,Call 3,Complete,0.694185316562653,Bush,,Did not vote,Male,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Never,Postgraduate study,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3862.0
1513839.0,New Hampshire,54.0,State,1.0,Call 2,Not complete,0.695507347583771,Kerry,,,,,,,,,,,,,,,Omit,Omit,Omit,Omit,Omit,,,,,,Omit,,,,,,,,,,,,,,,,Omit,Omit,Omit,,,,,,,,,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1510364.0,New Hampshire,5.0,State,1.0,Call 2,Complete,0.69593209028244,Bush,Gregg,Lynch,Male,White,50-59,Republican,Moderate,No,"$75,000-$99,999",About the same,Catholic,Once a week,Postgraduate study,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Rural North,Rural,Small cities and Rural,1.0,3225.0
1524609.0,New Hampshire,5.0,State,1.0,Call 3,Complete,0.69593209028244,Bush,Gregg,Lynch,Male,White,45-49,Republican,Liberal,No,"$100,000-$149,999",Better today,Protestant,Never,College graduate,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Good,I moved to NH from another state,Government should do more to solve problems,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,Rural North,Rural,Small cities and Rural,1.0,3225.0
1482839.0,New Hampshire,5.0,State,1.0,Call 1,Complete,0.69593209028244,Bush,Gregg,Lynch,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,College graduate,Yes,Before that,For your candidate,Omit,Cares about people like me,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I was born in NH,Government is doing too many things...,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Rural North,Rural,Small cities and Rural,1.0,3225.0
1511607.0,New Hampshire,35.0,National,1.0,Call 2,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,Other,40-44,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,A few times a month,College graduate,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,All others,Other,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1486213.0,New Hampshire,35.0,National,1.0,Call 1,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,50-59,Independent,Moderate,No,"$15,000-$29,999",About the same,Protestant,A few times a year,College graduate,Yes,During the last month,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1510424.0,New Hampshire,35.0,National,3.0,Call 2,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,45-49,Democrat,Moderate,,"$50,000-$74,999",,Catholic,A few times a year,,Yes,,For your candidate,,,,,,,,,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1486061.0,New Hampshire,35.0,National,1.0,Call 1,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",About the same,Protestant,A few times a month,Postgraduate study,Yes,Before that,,Terrorism,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1509980.0,New Hampshire,35.0,National,4.0,Call 2,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,40-44,Independent,Liberal,,"$30,000-$49,999",,,,Postgraduate study,Yes,During the last month,,,,,,,Both of them,Neither of them,,,,Government should do more to solve problems,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1510801.0,New Hampshire,35.0,National,2.0,Call 2,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,50-59,Democrat,Moderate,No,"$200,000 or more",About the same,Catholic,Once a week,Postgraduate study,Yes,Before that,,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1484031.0,New Hampshire,35.0,National,3.0,Call 1,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,45-49,Independent,Moderate,,"$75,000-$99,999",,None,Never,,Yes,,Against his opponent,,,,,,,,,,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,,,,,,,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1483898.0,New Hampshire,35.0,National,3.0,Call 1,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,40-44,Independent,Moderate,,"$15,000-$29,999",,None,A few times a year,,No,,For your candidate,,,,,,,,,,,,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,,,,,,,,,,,All others,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1522550.0,New Hampshire,35.0,National,3.0,Call 3,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,50-59,Democrat,Liberal,,"$150,000-$199,999",,None,Never,,Yes,,For your candidate,,,,,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,,,,,,,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1511790.0,New Hampshire,35.0,National,1.0,Call 2,Complete,0.69683176279068,Kerry,Haddock,Lynch,Female,White,40-44,Democrat,Liberal,No,"$75,000-$99,999",Better today,Something else,Once a week,Postgraduate study,Yes,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Married women,White,Concord/CT Valley,Suburbs,Suburbs,2.0,3047.0
1524347.0,New Hampshire,90.0,State,1.0,Call 3,Complete,0.697524547576904,Kerry,Gregg,Benson,Male,White,30-39,Independent,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,Never,Some college/associate degree,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3079.0
1482568.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.699317812919617,Kerry,Haddock,Lynch,Male,White,45-49,Independent,Liberal,No,"$30,000-$49,999",Worse today,Something else,A few times a year,Some college/associate degree,Yes,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Somewhat badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,2.0,3287.0
1525856.0,New Hampshire,98.0,State,1.0,Call 3,Complete,0.699317812919617,Kerry,Haddock,Lynch,Male,White,30-39,Independent,Liberal,No,"$50,000-$74,999",About the same,None,Never,College graduate,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from MA,Government should do more to solve problems,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,2.0,3287.0
