ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI16,SENWI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,ATTEND16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVRYAN2,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
186041.0,Wisconsin,15.0,Call 1,Complete,Election day exit poll,1.4145735502243,Hillary Clinton,Russ Feingold,Male,White,65 or over,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,A few times a year,No,,,Treats all people fairly,Favorable,Unfavorable,Favorable,,,,,,,,,,The economy,,,,Somewhat approve,,Has the right experience,Yes,No,,,,Before that,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,A few times a year or less,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,Southwest
220870.0,Wisconsin,48.0,Call 3,Complete,Election day exit poll,1.16887390613556,Hillary Clinton,Russ Feingold,Male,White,65 or over,Democrat,Liberal,,Some college/assoc. degree,No,,Hillary Clinton,,,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,,Yes,No,,,Foreign policy,,,Good,,Continue Barack Obama's policies,Has good judgment,,,,Yes,No,,,,No,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 2,Northeast
220853.0,Wisconsin,26.0,Call 3,Complete,Election day exit poll,0.963094353675842,Hillary Clinton,Russ Feingold,Female,White,30-39,Independent,Conservative,"$200.000-$249,999",Postgraduate study,No,,,,,,I strongly favor my candidate,,,,,,Angry,,,,Yes,No,,,Foreign policy,,,Good,,,Has good judgment,,,,Yes,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Conservative Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,Southwest
220840.0,Wisconsin,108.0,Call 3,Complete,Election day exit poll,0.812485754489899,Hillary Clinton,Russ Feingold,Female,White,50-59,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,Never,No,,,Treats all people fairly,Favorable,Unfavorable,Unfavorable,,,,,,,,,,Foreign policy,,,,Strongly approve,,Has good judgment,Yes,Yes,,,,In the last week,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,A few times a year or less,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Both,Democratic Senate - voted Clinton,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Southeast
220839.0,Wisconsin,20.0,Call 3,Complete,Election day exit poll,0.942157506942749,Hillary Clinton,Russ Feingold,Female,Hispanic/Latino,40-44,Independent,Moderate,,Postgraduate study,Yes,Yes,,,,Not at all,,,,,,About the same,,Hillary Clinton,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,About the same,Better than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent Women,All others,Other,Hispanic/Latino,Non-white,Hispanic/Latino,Other,,,Not much or not at all,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Southwest
220836.0,Wisconsin,58.0,Call 3,Complete,Election day exit poll,0.471418797969818,Hillary Clinton,Russ Feingold,Female,Hispanic/Latino,50-59,Democrat,Liberal,"Under $30,000",College graduate,Yes,,,Once a week or more,No,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democratic Women,Non-White Democrats,Other,,Non-white,Hispanic/Latino,Other,No,At least monthly,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 1,Milwaukee County
220833.0,Wisconsin,57.0,Call 3,Complete,Election day exit poll,0.685619413852692,Hillary Clinton,Russ Feingold,Female,White,50-59,Democrat,Liberal,,College graduate,No,,Hillary Clinton,,,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,Yes,No,,,The economy,,,Good,,Continue Barack Obama's policies,Has the right experience,,,,Yes,No,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 2,Milwaukee County
220831.0,Wisconsin,12.0,Call 3,Complete,Election day exit poll,0.889535844326019,Hillary Clinton,Russ Feingold,Female,White,25-29,Democrat,Liberal,,College graduate,No,No,,,,Some,,,,,,Better today,,Hillary Clinton,Hillary Clinton,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Better today,Better than life today,,,,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,A lot,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,A lot or some,,,,,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,Northwest
220829.0,Wisconsin,47.0,Call 3,Complete,Election day exit poll,0.656956791877747,Hillary Clinton,Russ Feingold,Female,White,30-39,Democrat,Moderate,,Some college/assoc. degree,No,Yes,,,,Not much,,,,,,About the same,,Hillary Clinton,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,Better today,Worse than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,Not much or not at all,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,Northwest
185952.0,Wisconsin,15.0,Call 1,Complete,Election day exit poll,1.08348119258881,Hillary Clinton,Russ Feingold,Female,White,40-44,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,,,A few times a year,No,,,Treats all people fairly,Favorable,Unfavorable,Unfavorable,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,Yes,No,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,No,A few times a year or less,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,Southwest
201143.0,Wisconsin,86.0,Call 2,Complete,Election day exit poll,0.893702924251556,Hillary Clinton,Russ Feingold,Female,Black,30-39,Democrat,,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,Better today,,Omit,Hillary Clinton,Omit,,,Hurt the country,Offered a chance to apply for legal status,,Better today,About the same,,,,,,,No group is favored,,,,Omit,Some,,Black women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democratic Women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,A lot or some,,,,,,,,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Southeast
220785.0,Wisconsin,99.0,Call 3,Complete,Election day exit poll,0.726960957050323,Hillary Clinton,Russ Feingold,Female,White,45-49,Democrat,Moderate,,College graduate,No,,Hillary Clinton,,,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,No,No,,,Terrorism,,,Good,,Change to more conservative policies,Has good judgment,,,,Yes,No,,,,Yes,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Southeast
220784.0,Wisconsin,23.0,Call 3,Complete,Election day exit poll,1.79186367988586,Hillary Clinton,Russ Feingold,Male,White,25-29,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,I dislike the other candidates,,,,,,Angry,,,,No,No,,,The economy,,,Not so good,,,Can bring needed change,,,,Yes,No,,,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Southwest
222353.0,Wisconsin,47.0,Call 3,Complete,Election day exit poll,0.656956791877747,Hillary Clinton,Russ Feingold,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,A few times a month,No,,,Treats all people fairly,Favorable,Unfavorable,Unfavorable,,,,,,,,,,The economy,,,,Somewhat approve,,Can bring needed change,Yes,No,,,,In the last few days,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,Yes,At least monthly,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Northwest
220778.0,Wisconsin,110.0,Call 3,Complete,Election day exit poll,0.739942371845245,Hillary Clinton,Russ Feingold,Female,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,Hillary Clinton,,,,Omit,,,,,,"Dissatisfied, but not angry",,,,Yes,No,,,The economy,,,Good,,Continue Barack Obama's policies,Cares about people like me,,,,Yes,No,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,Southeast
187084.0,Wisconsin,86.0,Call 1,Complete,Election day exit poll,0.942577183246613,Hillary Clinton,Russ Feingold,Female,,25-29,Democrat,Conservative,,College graduate,No,No,,,,Not at all,,,,,,About the same,,Hillary Clinton,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,Better today,About the same,,,,,,,No group is favored,,,,Creates more U.S. jobs,A lot,,,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,,,,College graduate,More than High school graduate,,,,,,,Democrat,,,Democratic women,Democratic Women,,,,,,Other,,,Not much or not at all,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Southeast
220758.0,Wisconsin,57.0,Call 3,Complete,Election day exit poll,0.93545013666153,Hillary Clinton,Russ Feingold,Male,Asian,25-29,Democrat,Liberal,,College graduate,No,,Hillary Clinton,,,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,No,No,,,The economy,,,Good,,Continue Barack Obama's policies,Has the right experience,,,,Yes,No,,,,No,All other races,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Democratic Men,Non-White Democrats,Other,Asian,Non-white,Asian,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 2,Milwaukee County
220756.0,Wisconsin,108.0,Call 3,Complete,Election day exit poll,0.903396964073181,Hillary Clinton,Russ Feingold,Male,White,45-49,Republican,Conservative,,High school or less,No,Yes,,,,Some,,,,,,About the same,,Hillary Clinton,Hillary Clinton,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,About the same,Worse than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Democratic Senate - voted Clinton,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
