ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVJOHNSON,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
205263.0, New Mexico,1.0,Call 2,Complete,Election day exit poll,0.796210408210754,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Terrorism,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87102.0
186990.0, New Mexico,51.0,Call 1,Complete,Election day exit poll,0.38360720872879,Hillary Clinton,Female,Hispanic/Latino,30-39,Independent,Moderate,,College graduate,Yes,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,Enthusiastic,,,Yes,Yes,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,Yes,No,,Not at all,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Both,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88030.0
224057.0, New Mexico,22.0,Call 3,Complete,Election day exit poll,0.891755700111389,Hillary Clinton,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$100,000-$199,999",College graduate,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87120.0
205248.0, New Mexico,9.0,Call 2,Complete,Election day exit poll,0.937211990356445,Hillary Clinton,Female,Hispanic/Latino,65 or over,Independent,Moderate,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87106.0
205247.0, New Mexico,2.0,Call 2,Complete,Election day exit poll,0.840028047561646,Hillary Clinton,Male,Hispanic/Latino,25-29,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Foreign policy,Better than life today,,Somewhat approve,Has good judgment,Yes,No,,,,In the last few days,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87120.0
187558.0, New Mexico,49.0,Call 1,Complete,Election day exit poll,0.450959622859955,Hillary Clinton,Female,White,50-59,Independent,Liberal,,Postgraduate study,No,No,Hillary Clinton,Some,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87544.0
205231.0, New Mexico,24.0,Call 2,Complete,Election day exit poll,0.79296875,Hillary Clinton,Male,Hispanic/Latino,30-39,Democrat,Liberal,"Under $30,000",College graduate,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88201.0
221425.0, New Mexico,80.0,Call 3,Complete,Election day exit poll,0.433613479137421,Hillary Clinton,Female,Other,50-59,Democrat,Moderate,,High school or less,No,No,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,Yes,Yes,,A lot,All other races,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Both,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,87825.0
205217.0, New Mexico,72.0,Call 2,Complete,Election day exit poll,0.810076475143433,Hillary Clinton,Male,White,30-39,Something else,Liberal,"$50,000-$99,999",College graduate,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Foreign policy,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,2.0,English,87501.0
205215.0, New Mexico,58.0,Call 2,Complete,Election day exit poll,1.12465441226959,Hillary Clinton,Female,White,60-64,Democrat,Liberal,,Some college/assoc. degree,No,Yes,Hillary Clinton,Not much,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Hurt the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,Yes,No,,A lot,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,Suburbs,Suburbs,3.0,West,Version 2,3.0,English,87025.0
205213.0, New Mexico,1.0,Call 2,Complete,Election day exit poll,0.945031523704529,Hillary Clinton,Male,Hispanic/Latino,25-29,Democrat,Moderate,,Some college/assoc. degree,Yes,No,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,No group is favored,Yes,No,,A lot,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,American Indian,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87102.0
184964.0, New Mexico,35.0,Call 1,Complete,Election day exit poll,0.437765091657639,Hillary Clinton,Male,,50-59,Democrat,Moderate,,Postgraduate study,No,Yes,Hillary Clinton,Some,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Omit,Yes,No,,A lot,,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,,,,College graduate,More than High school graduate,,,,,,,Democrat,,,Democratic men,,,,,,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 2,4.0,English,88007.0
102021.0, New Mexico,,,Complete,Telephone survey,2.83566522598267,Hillary Clinton,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Foreign policy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 1,4.0,English,88005.0
205202.0, New Mexico,2.0,Call 2,Complete,Election day exit poll,0.70774257183075,Hillary Clinton,Female,Hispanic/Latino,40-44,Republican,Conservative,,College graduate,Yes,Yes,Hillary Clinton,Some,I dislike the other candidates,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87120.0
205201.0, New Mexico,62.0,Call 2,Complete,Election day exit poll,1.11469459533691,Hillary Clinton,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Support,Foreign policy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87043.0
205199.0, New Mexico,39.0,Call 2,Complete,Election day exit poll,0.539047479629517,Hillary Clinton,Female,Hispanic/Latino,60-64,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88061.0
184886.0, New Mexico,72.0,Call 1,Complete,Election day exit poll,0.88488245010376,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Worse than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,2.0,English,87501.0
184948.0, New Mexico,9.0,Call 1,Complete,Election day exit poll,0.857982158660889,Hillary Clinton,Male,White,30-39,Democrat,Liberal,,College graduate,No,Yes,Hillary Clinton,Not at all,I like my candidate but with reservations,,,,Angry,,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87106.0
184934.0, New Mexico,80.0,Call 1,Complete,Election day exit poll,0.63137823343277,Hillary Clinton,Male,Other,65 or over,Independent,Moderate,"$250,000 or more",High school or less,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Support,Foreign policy,About the same,,Strongly approve,Can bring needed change,No,No,,,,In October,,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,American Indian,Other,Non-white,American Indian,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,87825.0
