ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
183648.0,Pennsylvania,7.0,Call 1,Complete,Election day exit poll,1.08553755283356,Donald Trump,Pat Toomey,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,I strongly favor my candidate,,,,Angry,No,Yes,,The economy,,Poor,,Can bring needed change,,,,No,Yes,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,12.0,East,Version 2,West
197214.0,Pennsylvania,21.0,Call 2,Complete,Election day exit poll,0.894249677658081,Donald Trump,Pat Toomey,Female,Hispanic/Latino,50-59,Republican,Conservative,,Postgraduate study,Yes,Yes,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,No group is favored,No,Yes,,Not at all,Latino women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,All others,Other,Hispanic/Latino,Non-white,Hispanic/Latino,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
217302.0,Pennsylvania,97.0,Call 3,Complete,Election day exit poll,0.653160095214844,Donald Trump,Pat Toomey,Female,White,50-59,Republican,Conservative,,College graduate,No,Yes,,A lot,I like my candidate but with reservations,,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,No group is favored,No,Yes,,Some,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Creates more U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,11.0,East,Version 2,Northeast
183614.0,Pennsylvania,74.0,Call 1,Complete,Election day exit poll,0.911848664283752,Donald Trump,Pat Toomey,Male,White,65 or over,Democrat,Moderate,,High school or less,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Republican Senate - Voted Trump,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 4,Northeast
198220.0,Pennsylvania,81.0,Call 2,Not complete,Election day exit poll,1.0654913187027,Donald Trump,Pat Toomey,Male,White,40-44,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 5,Central
217273.0,Pennsylvania,37.0,Call 3,Complete,Election day exit poll,0.868186175823212,Donald Trump,Pat Toomey,Male,White,30-39,Republican,Conservative,,Postgraduate study,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 4,West
200433.0,Pennsylvania,119.0,Call 2,Complete,Election day exit poll,0.846292734146118,Donald Trump,Pat Toomey,Male,White,40-44,Republican,Moderate,"$100,000-$199,999",College graduate,No,,Donald Trump,,,Unfavorable,Unfavorable,"Yes, for both candidates",,,,,The economy,About the same,,Somewhat disapprove,Can bring needed change,No,No,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Neither,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,11.0,East,Version 1,Central
181879.0,Pennsylvania,107.0,Call 1,Complete,Election day exit poll,1.42526948451996,Donald Trump,Pat Toomey,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",High school or less,,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Donald Trump",,,,,The economy,Better than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,Before that,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,Only Donald Trump,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,13.0,East,Version 1,Philly Suburbs
217249.0,Pennsylvania,24.0,Call 3,Complete,Election day exit poll,0.541607856750488,Donald Trump,Pat Toomey,Female,White,60-64,Republican,Conservative,,College graduate,No,Yes,,A lot,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",No,Yes,Offered a chance to apply for legal status,,,Excellent,,,,,No group is favored,No,Yes,,Some,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,A lot or some,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 2,Central
183553.0,Pennsylvania,97.0,Call 1,Complete,Election day exit poll,0.731829643249512,Donald Trump,Pat Toomey,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,Yes,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,Whites are favored over minorities,No,Yes,,A lot,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,11.0,East,Version 2,Northeast
215303.0,Pennsylvania,146.0,Call 3,Complete,Election day exit poll,1.42234754562378,Donald Trump,Pat Toomey,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,Yes,,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,A lot,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Both,,,Takes away U.S. jobs,A lot or some,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,West
217207.0,Pennsylvania,15.0,Call 3,Complete,Election day exit poll,1.07002985477448,Donald Trump,Pat Toomey,Male,White,60-64,Republican,Conservative,,College graduate,No,,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,No group is favored,No,Yes,,Not much,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Has no effect on U.S. jobs,Not much or not at all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",18.0,East,Version 2,West
183526.0,Pennsylvania,74.0,Call 1,Complete,Election day exit poll,0.813827574253082,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Moderate,"Under $30,000",High school or less,No,,,,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",No,Yes,,The economy,,Good,,Cares about people like me,,,,No,Yes,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,Yes,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 2,Northeast
215633.0,Pennsylvania,152.0,Call 3,Complete,Election day exit poll,1.48108375072479,Donald Trump,Pat Toomey,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,Favorable,Favorable,,,,,,The economy,,,Somewhat approve,Can bring needed change,,,,,,In the last few days,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,No,,Both,,,,,,Approve,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,In the last month,In the last week,,,National questionnaire,Suburbs,Suburbs,12.0,East,Version 1,West
217177.0,Pennsylvania,37.0,Call 3,Complete,Election day exit poll,0.900583207607269,Donald Trump,Pat Toomey,Male,Hispanic/Latino,25-29,Independent,Moderate,"$50,000-$99,999",Postgraduate study,Yes,,,,I strongly favor my candidate,,,,Angry,No,Yes,,Immigration,,Poor,,Can bring needed change,,,,No,Yes,,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent Men,All others,Other,Other,Non-white,Hispanic/Latino,Other,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 2,West
217164.0,Pennsylvania,19.0,Call 3,Not complete,Election day exit poll,0.997766196727753,Donald Trump,Pat Toomey,Male,White,50-59,,,,,No,,,,,,,"Yes, for Donald Trump",,,,,,,,,,No,No,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,,Neither,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,12.0,East,Version 1,West
182036.0,Pennsylvania,55.0,Call 1,Complete,Election day exit poll,1.420250415802,Donald Trump,Pat Toomey,Female,White,25-29,Democrat,Liberal,"$200.000-$249,999",Some college/assoc. degree,No,,,,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,,The economy,,Poor,,Can bring needed change,,,,No,No,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Republican Senate - Voted Trump,Neither,,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 2,Central
217161.0,Pennsylvania,35.0,Call 3,Complete,Election day exit poll,1.60279202461243,Donald Trump,Pat Toomey,Male,White,40-44,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,Would not have voted,,,Unfavorable,Favorable,"No, not contacted by either",,,,,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,Omit,No,,,,In the last few days,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Omit,Republican Senate - Voted Trump,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,8.0,East,Version 1,Philly Suburbs
